query_graph_model,retrieval_model,dataset,example_id,condition,candidate_documents,positive_documents,requested_document_budget,facet_count,facet_switches,normalized_switch_rate,minimum_contiguous_cover_ratio,non_contiguous_facets,has_non_contiguous_facet,evidence_recall,precision,mrr,selected_document_ids
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,6638110e0bdb11eba7f7acde48001122,lexical_semantic_hybrid,10,2,4,2,2.0,0.5,1.6,1.0,1.0,1.0,0.5,1.0,"[5, 8, 2, 3]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,6638110e0bdb11eba7f7acde48001122,graph_cc_hybrid,10,2,4,2,2.0,0.5,1.6,1.0,1.0,1.0,0.5,1.0,"[5, 8, 2, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,6638110e0bdb11eba7f7acde48001122,llm_semantic,10,2,4,2,2.0,0.5,1.6,1.0,1.0,0.0,0.0,0.1111111111111111,"[0, 3, 1, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,6638110e0bdb11eba7f7acde48001122,llm_hybrid,10,2,4,2,2.0,0.5,1.6,1.0,1.0,1.0,0.5,0.5,"[0, 5, 8, 3]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,global_semantic,10,2,4,2,1.0,0.125,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 5, 6, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,syntax_semantic,10,2,4,2,1.0,0.125,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 8, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,embedding_kmeans_semantic,10,2,4,2,1.0,0.125,1.0,0.0,0.0,1.0,0.5,0.3333333333333333,"[5, 6, 9, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,graph_cc_semantic,10,2,4,2,1.0,0.125,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 8, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,lexical_semantic_hybrid,10,2,4,2,1.0,0.125,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 8, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,graph_cc_hybrid,10,2,4,2,1.0,0.125,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 8, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,llm_semantic,10,2,4,2,1.0,0.125,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 5, 6, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,llm_hybrid,10,2,4,2,1.0,0.125,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 8, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,global_semantic,10,2,4,2,2.0,0.3333333333333333,1.7142857142857142,1.0,1.0,1.0,0.5,1.0,"[3, 9, 2, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,syntax_semantic,10,2,4,2,2.0,0.3333333333333333,1.7142857142857142,1.0,1.0,1.0,0.5,1.0,"[3, 9, 7, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,embedding_kmeans_semantic,10,2,4,2,2.0,0.3333333333333333,1.7142857142857142,1.0,1.0,1.0,0.5,1.0,"[3, 9, 2, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,graph_cc_semantic,10,2,4,2,2.0,0.3333333333333333,1.7142857142857142,1.0,1.0,0.5,0.25,1.0,"[3, 8, 1, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,lexical_semantic_hybrid,10,2,4,2,2.0,0.3333333333333333,1.7142857142857142,1.0,1.0,1.0,0.5,1.0,"[3, 9, 0, 2]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,graph_cc_hybrid,10,2,4,2,2.0,0.3333333333333333,1.7142857142857142,1.0,1.0,1.0,0.5,1.0,"[3, 9, 2, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,llm_semantic,10,2,4,2,2.0,0.3333333333333333,1.7142857142857142,1.0,1.0,0.0,0.0,0.16666666666666666,"[7, 1, 8, 2]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,llm_hybrid,10,2,4,2,2.0,0.3333333333333333,1.7142857142857142,1.0,1.0,0.5,0.25,0.5,"[2, 9, 0, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,global_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[3, 5, 0, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,syntax_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[3, 1, 0, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,embedding_kmeans_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[3, 0, 5, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,graph_cc_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[3, 1, 0, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,lexical_semantic_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[3, 1, 7, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,graph_cc_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[3, 1, 9, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,llm_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[3, 1, 0, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,llm_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[3, 1, 7, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,global_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 8, 1, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,syntax_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 7, 5, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.5,"[8, 0, 1, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.5,"[1, 0, 8, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 1, 8, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 1, 8, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,llm_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 8, 1, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,llm_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 1, 6, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,global_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 6, 1, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,syntax_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 6, 1, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,embedding_kmeans_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 6, 0, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,graph_cc_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[6, 2, 0, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,lexical_semantic_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[2, 0, 1, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,graph_cc_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 0, 1, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,llm_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 6, 0, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,llm_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 0, 6, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,global_semantic,10,2,4,2,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 4, 7, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,syntax_semantic,10,2,4,2,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 4, 7, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.25,1.0,"[2, 4, 6, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.25,1.0,"[2, 4, 6, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 9, 4, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.25,1.0,"[2, 4, 9, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,llm_semantic,10,2,4,2,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 7, 4, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,llm_hybrid,10,2,4,2,1.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.25,1.0,"[2, 9, 4, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,global_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[8, 2, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,syntax_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[8, 2, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[8, 5, 1, 3]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[8, 1, 9, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[8, 1, 2, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[8, 1, 9, 2]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,llm_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 2, 8, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,llm_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 8, 2, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,global_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 7, 6, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,syntax_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 7, 4, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,embedding_kmeans_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 6, 7, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,graph_cc_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 4, 6, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,lexical_semantic_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 8, 3, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,graph_cc_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[1, 8, 3, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,llm_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.5,"[4, 7, 8, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,llm_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.5,"[8, 1, 3, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941303a00bda11eba7f7acde48001122,global_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[1, 2, 5, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941303a00bda11eba7f7acde48001122,syntax_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[1, 2, 5, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941303a00bda11eba7f7acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 2, 5, 3]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941303a00bda11eba7f7acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[1, 9, 7, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941303a00bda11eba7f7acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 3, 7, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941303a00bda11eba7f7acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 3, 7, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941303a00bda11eba7f7acde48001122,llm_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,"[9, 7, 0, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941303a00bda11eba7f7acde48001122,llm_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 9, 7, 3]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941b72e40bb011ebab90acde48001122,global_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.5,"[1, 6, 0, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941b72e40bb011ebab90acde48001122,syntax_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 1, 5, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941b72e40bb011ebab90acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.2,"[1, 5, 0, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941b72e40bb011ebab90acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 1, 5, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941b72e40bb011ebab90acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 8, 5, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941b72e40bb011ebab90acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 5, 8, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941b72e40bb011ebab90acde48001122,llm_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.5,"[1, 6, 5, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,941b72e40bb011ebab90acde48001122,llm_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.5,"[5, 6, 9, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,9724141c0bda11eba7f7acde48001122,global_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 6, 9, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,9724141c0bda11eba7f7acde48001122,syntax_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 6, 9, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,9724141c0bda11eba7f7acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 6, 9, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,9724141c0bda11eba7f7acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[2, 6, 8, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,9724141c0bda11eba7f7acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 3, 9, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,9724141c0bda11eba7f7acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[2, 3, 9, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,9724141c0bda11eba7f7acde48001122,llm_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[2, 6, 9, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,9724141c0bda11eba7f7acde48001122,llm_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[2, 3, 9, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,global_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,0.5,0.25,1.0,"[5, 9, 4, 2]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,syntax_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,1.0,0.5,0.5,"[9, 3, 5, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,embedding_kmeans_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,1.0,0.5,1.0,"[3, 9, 5, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,graph_cc_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,"[8, 6, 1, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,lexical_semantic_hybrid,10,2,4,2,1.0,0.25,1.0,0.0,0.0,1.0,0.5,1.0,"[5, 9, 3, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,graph_cc_hybrid,10,2,4,2,1.0,0.25,1.0,0.0,0.0,0.5,0.25,0.5,"[6, 5, 1, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,llm_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.2,"[1, 4, 7, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,llm_hybrid,10,2,4,2,1.0,0.25,1.0,0.0,0.0,1.0,0.5,1.0,"[5, 1, 3, 4]"
