catalog_size,seed,calibrated,query_id,split,stratum,policy,target_uris,selected_uri,top1_correct,outcome_correct,expected_decision,decision,false_act,confidence,margin,executed_path,retrieval_stages,fallback_count,hint_complied,policy_us,candidate_count,index_fingerprint,oracle_policy,oracle_correct,quality_regret,cost_regret,estimated_discovery_ms
8,53,0,validation-00001-name,validation,exact_name,adaptive,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,0.7463235294117647,0.31344309462915604,explicit>token,2,1,1,115.1,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.1413833333333334
8,53,0,validation-00001-alias,validation,alias,fixed_explicit,!!ref:tool:synthetic:tool_tib_00002:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,199.6,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.026516666666666668
8,53,0,validation-00001-alias,validation,alias,fixed_token,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,0,select,ask,0,0.5882352941176471,0.17156862745098045,token,1,0,1,84.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.1148666666666667
8,53,0,validation-00001-alias,validation,alias,fixed_index,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,1.0,index,1,0,1,79.8,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,0,validation-00001-alias,validation,alias,fixed_semantic,!!ref:tool:synthetic:tool_tib_00002:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,77.7,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.6672666666666667
8,53,0,validation-00001-alias,validation,alias,fixed_hybrid,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,0,select,ask,0,0.4647058823529412,0.2772058823529412,hybrid,1,0,1,87.0,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,4.5,1.3615666666666666
8,53,0,validation-00001-alias,validation,alias,auto,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,1.0,index,1,0,1,84.0,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,0,validation-00001-alias,validation,alias,user_hint,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,1.0,token>explicit>index,3,2,1,158.6,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,1.3293333333333335
8,53,0,validation-00001-alias,validation,alias,adaptive,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,1.0,explicit>token>index,3,2,1,153.9,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.3293333333333335
8,53,0,validation-00001-typo,validation,typo,fixed_explicit,!!ref:tool:synthetic:tool_tib_00002:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,194.0,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.026516666666666668
8,53,0,validation-00001-typo,validation,typo,fixed_token,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,0,select,ask,0,0.59625,0.16159090909090906,token,1,0,1,115.8,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.1148666666666667
8,53,0,validation-00001-typo,validation,typo,fixed_index,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.9690854773143831,index,1,0,1,131.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,0,validation-00001-typo,validation,typo,fixed_semantic,!!ref:tool:synthetic:tool_tib_00002:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,91.1,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.6672666666666667
8,53,0,validation-00001-typo,validation,typo,fixed_hybrid,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,0,select,ask,0,0.4683125,0.2665330045537857,hybrid,1,0,1,75.8,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,4.5,1.3615666666666666
8,53,0,validation-00001-typo,validation,typo,auto,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.9690854773143831,index,1,0,1,82.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,0,validation-00001-typo,validation,typo,user_hint,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.9690854773143831,token>explicit>index,3,2,1,159.1,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,1.3293333333333335
8,53,0,validation-00001-typo,validation,typo,adaptive,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.9690854773143831,explicit>token>index,3,2,1,163.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.3293333333333335
8,53,0,validation-00001-semantic,validation,semantic_paraphrase,fixed_explicit,!!ref:tool:synthetic:tool_tib_00002:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,94.1,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_semantic,1,1,,0.026516666666666668
8,53,0,validation-00001-semantic,validation,semantic_paraphrase,fixed_token,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_bex_00004:v1!!,0,0,select,ask,0,0.14755996691480563,0.0,token,1,0,1,82.5,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_semantic,1,1,,1.1148666666666667
8,53,0,validation-00001-semantic,validation,semantic_paraphrase,fixed_index,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_bex_00004:v1!!,0,0,select,ask,0,1.0,0.0,index,1,0,1,82.8,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_semantic,1,1,,0.18795
8,53,0,validation-00001-semantic,validation,semantic_paraphrase,fixed_semantic,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.33333333333333315,semantic,1,0,1,77.6,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_semantic,1,0,0.0,0.6672666666666667
8,53,0,validation-00001-semantic,validation,semantic_paraphrase,fixed_hybrid,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,0,select,ask,0,0.6067245657568239,0.1069892473118279,hybrid,1,0,1,78.7,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_semantic,1,0,2.0,1.3615666666666666
8,53,0,validation-00001-semantic,validation,semantic_paraphrase,auto,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_bex_00004:v1!!,0,0,select,ask,0,1.0,0.0,index,1,0,1,103.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_semantic,1,1,,0.18795
8,53,0,validation-00001-semantic,validation,semantic_paraphrase,user_hint,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.33333333333333315,semantic,1,0,1,95.9,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_semantic,1,0,0.0,0.6672666666666667
8,53,0,validation-00001-semantic,validation,semantic_paraphrase,adaptive,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.33333333333333315,explicit>token>index>semantic,4,3,1,193.9,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_semantic,1,0,0.0,1.9966000000000002
8,53,0,validation-00001-description,validation,description,fixed_explicit,!!ref:tool:synthetic:tool_tib_00002:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,92.5,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.026516666666666668
8,53,0,validation-00001-description,validation,description,fixed_token,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,0,select,ask,0,0.24379084967320264,0.022222222222222254,token,1,0,1,82.0,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.1148666666666667
8,53,0,validation-00001-description,validation,description,fixed_index,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.8393456297538837,index,1,0,1,77.9,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,0,validation-00001-description,validation,description,fixed_semantic,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.33333333333333315,semantic,1,0,1,76.7,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,2.5,0.6672666666666667
8,53,0,validation-00001-description,validation,description,fixed_hybrid,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,0,select,ask,0,0.6597058823529413,0.29453579261744345,hybrid,1,0,1,76.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,4.5,1.3615666666666666
8,53,0,validation-00001-description,validation,description,auto,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.8393456297538837,index,1,0,1,81.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,0,validation-00001-description,validation,description,user_hint,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.8393456297538837,index,1,0,1,82.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,0,validation-00001-description,validation,description,adaptive,!!ref:tool:synthetic:tool_tib_00002:v1!!,!!ref:tool:synthetic:tool_tib_00002:v1!!,1,1,select,select,0,1.0,0.8393456297538837,explicit>token>index,3,2,1,231.7,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.3293333333333335
8,53,0,validation-ambiguous,validation,ambiguous,fixed_explicit,!!ref:tool:synthetic:tool_hex_00005:v1!!,,,1,ask,abstain,0,0.0,0.0,explicit,1,0,1,95.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,0.026516666666666668
8,53,0,validation-ambiguous,validation,ambiguous,fixed_token,!!ref:tool:synthetic:tool_hex_00005:v1!!,!!ref:tool:synthetic:tool_hex_00005:v1!!,,1,ask,ask,0,0.15526315789473683,0.04999999999999999,token,1,0,1,81.3,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,1.1148666666666667
8,53,0,validation-ambiguous,validation,ambiguous,fixed_index,!!ref:tool:synthetic:tool_hex_00005:v1!!,!!ref:tool:synthetic:tool_hex_00005:v1!!,,0,ask,select,1,1.0,1.0,index,1,0,1,77.3,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,0.18795
8,53,0,validation-ambiguous,validation,ambiguous,fixed_semantic,!!ref:tool:synthetic:tool_hex_00005:v1!!,!!ref:tool:synthetic:tool_hex_00005:v1!!,,1,ask,ask,0,0.5773502691896258,0.5773502691896258,semantic,1,0,1,76.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,0.6672666666666667
8,53,0,validation-ambiguous,validation,ambiguous,fixed_hybrid,!!ref:tool:synthetic:tool_hex_00005:v1!!,!!ref:tool:synthetic:tool_hex_00005:v1!!,,1,ask,ask,0,0.4719410152690006,0.42457259421636906,hybrid,1,0,1,75.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,1.3615666666666666
8,53,0,validation-ambiguous,validation,ambiguous,auto,!!ref:tool:synthetic:tool_hex_00005:v1!!,!!ref:tool:synthetic:tool_hex_00005:v1!!,,0,ask,select,1,1.0,1.0,index,1,0,1,81.1,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,0.18795
8,53,0,validation-ambiguous,validation,ambiguous,user_hint,!!ref:tool:synthetic:tool_hex_00005:v1!!,!!ref:tool:synthetic:tool_hex_00005:v1!!,,0,ask,select,1,1.0,1.0,explicit>token>index,3,2,1,154.7,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,1.3293333333333335
8,53,0,validation-ambiguous,validation,ambiguous,adaptive,!!ref:tool:synthetic:tool_hex_00005:v1!!,!!ref:tool:synthetic:tool_hex_00005:v1!!,,0,ask,select,1,1.0,1.0,explicit>token>index,3,2,1,153.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,1.3293333333333335
8,53,0,validation-nonexistent,validation,nonexistent,fixed_explicit,,,,1,abstain,abstain,0,0.0,0.0,explicit,1,0,1,91.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,0.026516666666666668
8,53,0,validation-nonexistent,validation,nonexistent,fixed_token,,!!ref:tool:synthetic:tool_gox_00006:v1!!,,1,abstain,ask,0,0.3307936507936508,0.0,token,1,0,1,82.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,1.1148666666666667
8,53,0,validation-nonexistent,validation,nonexistent,fixed_index,,!!ref:tool:synthetic:tool_bex_00004:v1!!,,1,abstain,ask,0,1.0,0.0,index,1,0,1,82.6,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,0.18795
8,53,0,validation-nonexistent,validation,nonexistent,fixed_semantic,,,,1,abstain,abstain,0,0.0,0.0,semantic,1,0,1,79.5,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,0.6672666666666667
8,53,0,validation-nonexistent,validation,nonexistent,fixed_hybrid,,!!ref:tool:synthetic:tool_gox_00006:v1!!,,1,abstain,ask,0,0.34885714285714287,0.0,hybrid,1,0,1,75.7,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,1.3615666666666666
8,53,0,validation-nonexistent,validation,nonexistent,auto,,!!ref:tool:synthetic:tool_bex_00004:v1!!,,1,abstain,ask,0,1.0,0.0,index,1,0,1,81.5,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,0.18795
8,53,0,validation-nonexistent,validation,nonexistent,user_hint,,!!ref:tool:synthetic:tool_gox_00006:v1!!,,1,abstain,ask,0,0.34885714285714287,0.0,explicit>token>index>semantic>hybrid,5,4,1,237.8,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,3.3581666666666665
8,53,0,validation-nonexistent,validation,nonexistent,adaptive,,!!ref:tool:synthetic:tool_gox_00006:v1!!,,1,abstain,ask,0,0.34885714285714287,0.0,explicit>token>index>semantic>hybrid,5,4,1,234.6,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,,,,,3.3581666666666665
8,53,1,test-00002-explicit,test,explicit_uri,fixed_explicit,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,1.0,explicit,1,0,1,142.5,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_explicit,1,0,0.0,0.026516666666666668
8,53,1,test-00002-explicit,test,explicit_uri,fixed_token,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.7603736705949986,token,1,0,1,93.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_explicit,1,0,1.0,1.1148666666666667
8,53,1,test-00002-explicit,test,explicit_uri,fixed_index,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.5,0.9690854773143831,index,1,0,1,84.6,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_explicit,1,0,0.5,0.18795
8,53,1,test-00002-explicit,test,explicit_uri,fixed_semantic,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,148.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_explicit,1,1,,0.6672666666666667
8,53,1,test-00002-explicit,test,explicit_uri,fixed_hybrid,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.885985247230626,hybrid,1,0,1,80.9,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_explicit,1,0,5.0,1.3615666666666666
8,53,1,test-00002-explicit,test,explicit_uri,auto,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.5,1.0,explicit,1,0,1,112.0,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_explicit,1,0,0.5,0.026516666666666668
8,53,1,test-00002-explicit,test,explicit_uri,user_hint,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,1.0,explicit,1,0,1,117.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_explicit,1,0,0.5,0.026516666666666668
8,53,1,test-00002-explicit,test,explicit_uri,adaptive,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,1.0,explicit,1,0,1,105.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_explicit,1,0,1.0,0.026516666666666668
8,53,1,test-00002-name,test,exact_name,fixed_explicit,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,166.1,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.026516666666666668
8,53,1,test-00002-name,test,exact_name,fixed_token,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.8709558823529412,0.24632352941176472,token,1,0,1,140.0,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.1148666666666667
8,53,1,test-00002-name,test,exact_name,fixed_index,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.5,0.9843000605906753,index,1,0,1,191.8,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,1,test-00002-name,test,exact_name,fixed_semantic,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,81.9,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.6672666666666667
8,53,1,test-00002-name,test,exact_name,fixed_hybrid,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.7669301470588236,0.3077056003534292,hybrid,1,0,1,73.7,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,4.5,1.3615666666666666
8,53,1,test-00002-name,test,exact_name,auto,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.5,0.9843000605906753,index,1,0,1,105.1,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,1,test-00002-name,test,exact_name,user_hint,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.8709558823529412,0.24632352941176472,token,1,0,1,75.2,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,1.1148666666666667
8,53,1,test-00002-name,test,exact_name,adaptive,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.8709558823529412,0.24632352941176472,explicit>token,2,1,1,112.3,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.1413833333333334
8,53,1,test-00002-alias,test,alias,fixed_explicit,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,88.5,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.026516666666666668
8,53,1,test-00002-alias,test,alias,fixed_token,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.7961213235294118,0.17156862745098045,token,1,0,1,78.3,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.1148666666666667
8,53,1,test-00002-alias,test,alias,fixed_index,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.5,1.0,index,1,0,1,75.0,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,1,test-00002-alias,test,alias,fixed_semantic,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,72.3,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.6672666666666667
8,53,1,test-00002-alias,test,alias,fixed_hybrid,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.7332545955882352,0.2772058823529412,hybrid,1,0,1,71.0,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,4.5,1.3615666666666666
8,53,1,test-00002-alias,test,alias,auto,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.5,1.0,index,1,0,1,86.1,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
8,53,1,test-00002-alias,test,alias,user_hint,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.8709558823529412,0.17156862745098045,token,1,0,1,73.3,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,1.1148666666666667
8,53,1,test-00002-alias,test,alias,adaptive,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.8709558823529412,0.17156862745098045,explicit>token,2,1,1,110.0,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.1413833333333334
8,53,1,test-00002-typo,test,typo,fixed_explicit,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,184.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,1,,0.026516666666666668
8,53,1,test-00002-typo,test,typo,fixed_token,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.7961213235294118,0.16159090909090906,token,1,0,1,82.5,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.5,1.1148666666666667
8,53,1,test-00002-typo,test,typo,fixed_index,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.5,0.9690854773143831,index,1,0,1,79.4,8,65bf5e964bd39ab3b11cccbcd76b90275fa13a838dad0cdb0fddf3aa1218bd0b,fixed_index,1,0,0.0,0.18795
