split,dataset,example_id,condition,evidence_recall,precision,mrr,ndcg,any_hit,path_completion,missed_evidence,logical_chunks,requested_chunks,resident_chunks,materialized_chunks,materialized_tokens,active_fraction,distractor_requests,routing_ms,gist_index_build_ms,token_index_build_ms,cold_discovery_ms,semantic_comparisons,token_comparisons,selected_chunk_ids,positive_chunk_ids,selected_hops,selected_hop_pairs,channel
validation,hotpotqa,5abcd77755429965836004ce,H5_iterative_hybrid,0.5,0.5,1.0,0.6366824387328317,1.0,0.0,0.5,61,4,61,0,0,0.0,2,205.58409998193383,5.213900003582239,33.61210017465055,244.41010016016662,183,183,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=39|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=7,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=53|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=9,1|1|2|2,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=39@2|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=7@2,iterative_hybrid
validation,hotpotqa,5ae0d5335542990adbacf674,B0_gist,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,46,4,46,0,0,0.0,2,3.2768999226391315,3.653600113466382,0.0,6.930500036105514,46,0,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=25|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=3,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=35|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=36,1|1|1|1,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=25@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=3@1,gist
validation,hotpotqa,5ae0d5335542990adbacf674,B2_exact,0.5,0.5,0.3333333333333333,0.36331756126716835,1.0,0.0,0.5,46,4,46,0,0,0.0,2,40.83249997347593,4.000200191512704,21.50720008648932,66.33990025147796,46,46,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=10|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=35|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=36,1|1|1|1,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=1@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=10@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20@1,exact
validation,hotpotqa,5ae0d5335542990adbacf674,B1_bm25,0.25,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.75,46,4,46,0,0,0.0,3,41.23610001988709,3.8085998967289925,22.03450002707541,67.07919994369149,46,46,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=25|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=21|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=33,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=35|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=36,1|1|1|1,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=25@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=21@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=33@1,bm25
validation,hotpotqa,5ae0d5335542990adbacf674,B4_approx,0.5,0.5,0.3333333333333333,0.36331756126716835,1.0,0.0,0.5,46,4,46,0,0,0.0,2,42.10840002633631,3.72919999063015,21.81810000911355,67.65570002608001,46,46,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=10|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=35|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=36,1|1|1|1,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=1@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=10@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20@1,approx
validation,hotpotqa,5ae0d5335542990adbacf674,H2_token_semantic,0.5,0.5,1.0,0.6366824387328317,1.0,0.0,0.5,46,4,46,0,0,0.0,2,41.13500006496906,3.6934998352080584,22.308200132101774,67.1367000322789,46,46,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=10,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=35|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=36,1|1|1|1,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=1@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=10@1,hybrid
validation,hotpotqa,5ae0d5335542990adbacf674,H5_iterative_hybrid,0.5,0.5,1.0,0.6366824387328317,1.0,0.0,0.5,46,4,46,0,0,0.0,2,125.93270000070333,3.7597999908030033,21.080899983644485,150.77339997515082,138,138,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=25|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=21,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=35|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=36,1|1|2|2,benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=19@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=20@1|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=25@2|benchmark://hotpotqa/5ae0d5335542990adbacf674#chunk=21@2,iterative_hybrid
validation,hotpotqa,5a8a1a975542992e4fca8505,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,1.9348000641912222,3.277899930253625,0.0,5.212699994444847,38,0,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=24|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=22|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=15|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=21,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=26|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=27|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=28|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=35|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=36,1|1|1|1,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=24@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=22@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=15@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=21@1,gist
validation,hotpotqa,5a8a1a975542992e4fca8505,B2_exact,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,57.95990000478923,2.921400126069784,18.030399922281504,78.91170005314052,38,38,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=6|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=4,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=26|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=27|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=28|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=35|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=36,1|1|1|1,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=6@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=1@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=4@1,exact
validation,hotpotqa,5a8a1a975542992e4fca8505,B1_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,47.27430013008416,4.563499940559268,20.335700130090117,72.17350020073354,38,38,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=22|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=16|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=25,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=26|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=27|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=28|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=35|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=36,1|1|1|1,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=22@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=16@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=25@1,bm25
validation,hotpotqa,5a8a1a975542992e4fca8505,B4_approx,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,41.85489984229207,3.233900060877204,17.399200005456805,62.48799990862608,38,38,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=6|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=4,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=26|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=27|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=28|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=35|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=36,1|1|1|1,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=6@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=1@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=4@1,approx
validation,hotpotqa,5a8a1a975542992e4fca8505,H2_token_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,51.028900081291795,3.1594999600201845,17.589099938049912,71.77749997936189,38,38,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=6|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=4,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=26|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=27|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=28|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=35|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=36,1|1|1|1,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=6@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=1@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=4@1,hybrid
validation,hotpotqa,5a8a1a975542992e4fca8505,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,4,38,0,0,0.0,4,115.82749988883734,3.143399953842163,21.95089985616505,140.92179969884455,114,114,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=6|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=7|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=10,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=26|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=27|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=28|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=35|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=36,1|1|2|2,benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=23@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=6@1|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=7@2|benchmark://hotpotqa/5a8a1a975542992e4fca8505#chunk=10@2,iterative_hybrid
validation,hotpotqa,5adf5cd25542992d7e9f9320,B0_gist,0.14285714285714285,0.25,0.5,0.24630238874073,1.0,0.0,0.8571428571428572,45,4,45,0,0,0.0,3,1.9787999335676432,3.61550017260015,0.0,5.594300106167793,45,0,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=43|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=18|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=35,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=18|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=19|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=20|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=21|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22,1|1|1|1,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=43@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=18@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=35@1,gist
validation,hotpotqa,5adf5cd25542992d7e9f9320,B2_exact,0.2857142857142857,0.5,0.5,0.4144299250118475,1.0,0.0,0.7142857142857143,45,4,45,0,0,0.0,2,68.28950019553304,4.733899841085076,20.219500176608562,93.24290021322668,45,45,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=11|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=18|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=19|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=20|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=21|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22,1|1|1|1,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=11@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22@1,exact
validation,hotpotqa,5adf5cd25542992d7e9f9320,B1_bm25,0.14285714285714285,0.25,0.5,0.24630238874073,1.0,0.0,0.8571428571428572,45,4,45,0,0,0.0,3,70.62599994242191,3.6901000421494246,19.309000112116337,93.62510009668767,45,45,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=24|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=37,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=18|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=19|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=20|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=21|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22,1|1|1|1,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=24@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=37@1,bm25
validation,hotpotqa,5adf5cd25542992d7e9f9320,B4_approx,0.2857142857142857,0.5,0.5,0.44149241373678083,1.0,0.0,0.7142857142857143,45,4,45,0,0,0.0,2,69.7278999723494,3.764200024306774,19.74329981021583,93.23539980687201,45,45,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=39,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=18|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=19|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=20|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=21|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22,1|1|1|1,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=39@1,approx
validation,hotpotqa,5adf5cd25542992d7e9f9320,H2_token_semantic,0.14285714285714285,0.25,0.5,0.24630238874073,1.0,0.0,0.8571428571428572,45,4,45,0,0,0.0,3,64.18049987405539,5.000700009986758,19.615900004282594,88.79709988832474,45,45,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=39|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=11,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=18|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=19|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=20|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=21|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22,1|1|1|1,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=39@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=11@1,hybrid
validation,hotpotqa,5adf5cd25542992d7e9f9320,H5_iterative_hybrid,0.14285714285714285,0.25,0.5,0.24630238874073,1.0,0.0,0.8571428571428572,45,4,45,0,0,0.0,3,137.61780015192926,3.657700028270483,19.051400013267994,160.32690019346774,135,135,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=25|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=24,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=0|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=18|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=19|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=20|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=21|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22,1|1|2|2,benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=26@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=22@1|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=25@2|benchmark://hotpotqa/5adf5cd25542992d7e9f9320#chunk=24@2,iterative_hybrid
validation,hotpotqa,5a7415cf55429979e28828a6,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61,4,61,0,0,0.0,4,1.4191002119332552,2.890500007197261,0.0,4.309600219130516,61,0,benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=23|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=24|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=33|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=22,benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=16|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=17|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=18|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=19|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=51|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=52|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=53|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=54,1|1|1|1,benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=23@1|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=24@1|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=33@1|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=22@1,gist
validation,hotpotqa,5a7415cf55429979e28828a6,B2_exact,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61,4,61,0,0,0.0,4,104.67909998260438,6.036299979314208,25.227499892935157,135.94289985485375,61,61,benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=0|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=7|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=31|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=42,benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=16|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=17|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=18|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=19|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=51|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=52|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=53|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=54,1|1|1|1,benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=0@1|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=7@1|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=31@1|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=42@1,exact
validation,hotpotqa,5a7415cf55429979e28828a6,B1_bm25,0.125,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.875,61,4,61,0,0,0.0,3,88.76539999619126,4.113000119104981,22.666400065645576,115.54480018094182,61,61,benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=24|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=38|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=16|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=7,benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=16|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=17|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=18|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=19|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=51|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=52|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=53|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=54,1|1|1|1,benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=24@1|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=38@1|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=16@1|benchmark://hotpotqa/5a7415cf55429979e28828a6#chunk=7@1,bm25
