split,dataset,example_id,left_channel,right_channel,selected_jaccard,shared_gold_chunks
test,hotpotqa,5ab2b863554299295394685a,bm25,iterative_hybrid,0.0,0
test,hotpotqa,5ab2b863554299295394685a,approx,hybrid,0.3333333333333333,1
test,hotpotqa,5ab2b863554299295394685a,approx,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5ab2b863554299295394685a,hybrid,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a710a915542994082a3e504,gist,exact,0.14285714285714285,1
test,hotpotqa,5a710a915542994082a3e504,gist,bm25,0.3333333333333333,2
test,hotpotqa,5a710a915542994082a3e504,gist,approx,0.3333333333333333,1
test,hotpotqa,5a710a915542994082a3e504,gist,hybrid,0.3333333333333333,1
test,hotpotqa,5a710a915542994082a3e504,gist,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a710a915542994082a3e504,exact,bm25,0.14285714285714285,1
test,hotpotqa,5a710a915542994082a3e504,exact,approx,0.6,1
test,hotpotqa,5a710a915542994082a3e504,exact,hybrid,0.6,1
test,hotpotqa,5a710a915542994082a3e504,exact,iterative_hybrid,0.14285714285714285,1
test,hotpotqa,5a710a915542994082a3e504,bm25,approx,0.14285714285714285,1
test,hotpotqa,5a710a915542994082a3e504,bm25,hybrid,0.14285714285714285,1
test,hotpotqa,5a710a915542994082a3e504,bm25,iterative_hybrid,0.14285714285714285,1
test,hotpotqa,5a710a915542994082a3e504,approx,hybrid,1.0,1
test,hotpotqa,5a710a915542994082a3e504,approx,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a710a915542994082a3e504,hybrid,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5adc93a4554299438c868e01,gist,exact,0.0,0
test,hotpotqa,5adc93a4554299438c868e01,gist,bm25,0.14285714285714285,0
test,hotpotqa,5adc93a4554299438c868e01,gist,approx,0.6,0
test,hotpotqa,5adc93a4554299438c868e01,gist,hybrid,0.6,0
test,hotpotqa,5adc93a4554299438c868e01,gist,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5adc93a4554299438c868e01,exact,bm25,0.14285714285714285,0
test,hotpotqa,5adc93a4554299438c868e01,exact,approx,0.14285714285714285,0
test,hotpotqa,5adc93a4554299438c868e01,exact,hybrid,0.14285714285714285,0
test,hotpotqa,5adc93a4554299438c868e01,exact,iterative_hybrid,0.0,0
test,hotpotqa,5adc93a4554299438c868e01,bm25,approx,0.0,0
test,hotpotqa,5adc93a4554299438c868e01,bm25,hybrid,0.0,0
test,hotpotqa,5adc93a4554299438c868e01,bm25,iterative_hybrid,0.14285714285714285,1
test,hotpotqa,5adc93a4554299438c868e01,approx,hybrid,0.6,0
test,hotpotqa,5adc93a4554299438c868e01,approx,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5adc93a4554299438c868e01,hybrid,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5ab7f97a5542991d322237ef,gist,exact,0.14285714285714285,1
test,hotpotqa,5ab7f97a5542991d322237ef,gist,bm25,0.14285714285714285,1
test,hotpotqa,5ab7f97a5542991d322237ef,gist,approx,0.14285714285714285,1
test,hotpotqa,5ab7f97a5542991d322237ef,gist,hybrid,0.3333333333333333,1
test,hotpotqa,5ab7f97a5542991d322237ef,gist,iterative_hybrid,0.14285714285714285,1
test,hotpotqa,5ab7f97a5542991d322237ef,exact,bm25,0.3333333333333333,2
test,hotpotqa,5ab7f97a5542991d322237ef,exact,approx,0.6,2
test,hotpotqa,5ab7f97a5542991d322237ef,exact,hybrid,0.6,2
test,hotpotqa,5ab7f97a5542991d322237ef,exact,iterative_hybrid,0.6,2
test,hotpotqa,5ab7f97a5542991d322237ef,bm25,approx,0.6,2
test,hotpotqa,5ab7f97a5542991d322237ef,bm25,hybrid,0.3333333333333333,2
test,hotpotqa,5ab7f97a5542991d322237ef,bm25,iterative_hybrid,0.6,3
test,hotpotqa,5ab7f97a5542991d322237ef,approx,hybrid,0.3333333333333333,2
test,hotpotqa,5ab7f97a5542991d322237ef,approx,iterative_hybrid,0.3333333333333333,2
test,hotpotqa,5ab7f97a5542991d322237ef,hybrid,iterative_hybrid,0.6,2
test,hotpotqa,5a8888e35542997e5c09a5f6,gist,exact,0.3333333333333333,0
test,hotpotqa,5a8888e35542997e5c09a5f6,gist,bm25,0.0,0
test,hotpotqa,5a8888e35542997e5c09a5f6,gist,approx,0.3333333333333333,0
test,hotpotqa,5a8888e35542997e5c09a5f6,gist,hybrid,0.3333333333333333,0
test,hotpotqa,5a8888e35542997e5c09a5f6,gist,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5a8888e35542997e5c09a5f6,exact,bm25,0.0,0
test,hotpotqa,5a8888e35542997e5c09a5f6,exact,approx,0.6,0
test,hotpotqa,5a8888e35542997e5c09a5f6,exact,hybrid,0.6,0
test,hotpotqa,5a8888e35542997e5c09a5f6,exact,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5a8888e35542997e5c09a5f6,bm25,approx,0.14285714285714285,0
test,hotpotqa,5a8888e35542997e5c09a5f6,bm25,hybrid,0.14285714285714285,0
test,hotpotqa,5a8888e35542997e5c09a5f6,bm25,iterative_hybrid,0.0,0
test,hotpotqa,5a8888e35542997e5c09a5f6,approx,hybrid,1.0,0
test,hotpotqa,5a8888e35542997e5c09a5f6,approx,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5a8888e35542997e5c09a5f6,hybrid,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5a8c8502554299585d9e36d0,gist,exact,0.14285714285714285,0
test,hotpotqa,5a8c8502554299585d9e36d0,gist,bm25,0.0,0
test,hotpotqa,5a8c8502554299585d9e36d0,gist,approx,0.0,0
test,hotpotqa,5a8c8502554299585d9e36d0,gist,hybrid,0.14285714285714285,0
test,hotpotqa,5a8c8502554299585d9e36d0,gist,iterative_hybrid,0.0,0
test,hotpotqa,5a8c8502554299585d9e36d0,exact,bm25,0.3333333333333333,1
test,hotpotqa,5a8c8502554299585d9e36d0,exact,approx,0.6,1
test,hotpotqa,5a8c8502554299585d9e36d0,exact,hybrid,0.6,1
test,hotpotqa,5a8c8502554299585d9e36d0,exact,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a8c8502554299585d9e36d0,bm25,approx,0.6,2
test,hotpotqa,5a8c8502554299585d9e36d0,bm25,hybrid,0.3333333333333333,2
test,hotpotqa,5a8c8502554299585d9e36d0,bm25,iterative_hybrid,0.14285714285714285,1
test,hotpotqa,5a8c8502554299585d9e36d0,approx,hybrid,0.6,2
test,hotpotqa,5a8c8502554299585d9e36d0,approx,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a8c8502554299585d9e36d0,hybrid,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a84c4bb5542991dd0999dec,gist,exact,0.3333333333333333,1
test,hotpotqa,5a84c4bb5542991dd0999dec,gist,bm25,0.3333333333333333,1
test,hotpotqa,5a84c4bb5542991dd0999dec,gist,approx,0.3333333333333333,1
test,hotpotqa,5a84c4bb5542991dd0999dec,gist,hybrid,0.3333333333333333,1
test,hotpotqa,5a84c4bb5542991dd0999dec,gist,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a84c4bb5542991dd0999dec,exact,bm25,0.6,2
test,hotpotqa,5a84c4bb5542991dd0999dec,exact,approx,1.0,2
test,hotpotqa,5a84c4bb5542991dd0999dec,exact,hybrid,0.6,2
test,hotpotqa,5a84c4bb5542991dd0999dec,exact,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a84c4bb5542991dd0999dec,bm25,approx,0.6,2
test,hotpotqa,5a84c4bb5542991dd0999dec,bm25,hybrid,0.6,2
test,hotpotqa,5a84c4bb5542991dd0999dec,bm25,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a84c4bb5542991dd0999dec,approx,hybrid,0.6,2
test,hotpotqa,5a84c4bb5542991dd0999dec,approx,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a84c4bb5542991dd0999dec,hybrid,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5abbd4035542993f40c73bcb,gist,exact,0.14285714285714285,1
test,hotpotqa,5abbd4035542993f40c73bcb,gist,bm25,0.14285714285714285,1
test,hotpotqa,5abbd4035542993f40c73bcb,gist,approx,0.14285714285714285,1
test,hotpotqa,5abbd4035542993f40c73bcb,gist,hybrid,0.14285714285714285,1
test,hotpotqa,5abbd4035542993f40c73bcb,gist,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5abbd4035542993f40c73bcb,exact,bm25,0.6,3
test,hotpotqa,5abbd4035542993f40c73bcb,exact,approx,1.0,4
test,hotpotqa,5abbd4035542993f40c73bcb,exact,hybrid,1.0,4
test,hotpotqa,5abbd4035542993f40c73bcb,exact,iterative_hybrid,0.6,3
test,hotpotqa,5abbd4035542993f40c73bcb,bm25,approx,0.6,3
test,hotpotqa,5abbd4035542993f40c73bcb,bm25,hybrid,0.6,3
test,hotpotqa,5abbd4035542993f40c73bcb,bm25,iterative_hybrid,0.3333333333333333,2
test,hotpotqa,5abbd4035542993f40c73bcb,approx,hybrid,1.0,4
test,hotpotqa,5abbd4035542993f40c73bcb,approx,iterative_hybrid,0.6,3
test,hotpotqa,5abbd4035542993f40c73bcb,hybrid,iterative_hybrid,0.6,3
test,hotpotqa,5ae6143f5542996de7b71b2d,gist,exact,0.3333333333333333,0
test,hotpotqa,5ae6143f5542996de7b71b2d,gist,bm25,0.3333333333333333,1
test,hotpotqa,5ae6143f5542996de7b71b2d,gist,approx,0.3333333333333333,1
test,hotpotqa,5ae6143f5542996de7b71b2d,gist,hybrid,0.3333333333333333,0
test,hotpotqa,5ae6143f5542996de7b71b2d,gist,iterative_hybrid,0.6,0
test,hotpotqa,5ae6143f5542996de7b71b2d,exact,bm25,0.3333333333333333,0
test,hotpotqa,5ae6143f5542996de7b71b2d,exact,approx,0.6,0
test,hotpotqa,5ae6143f5542996de7b71b2d,exact,hybrid,1.0,0
test,hotpotqa,5ae6143f5542996de7b71b2d,exact,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5ae6143f5542996de7b71b2d,bm25,approx,0.6,1
test,hotpotqa,5ae6143f5542996de7b71b2d,bm25,hybrid,0.3333333333333333,0
test,hotpotqa,5ae6143f5542996de7b71b2d,bm25,iterative_hybrid,0.14285714285714285,0
test,hotpotqa,5ae6143f5542996de7b71b2d,approx,hybrid,0.6,0
test,hotpotqa,5ae6143f5542996de7b71b2d,approx,iterative_hybrid,0.14285714285714285,0
test,hotpotqa,5ae6143f5542996de7b71b2d,hybrid,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5a7e513a5542994959419996,gist,exact,0.14285714285714285,0
test,hotpotqa,5a7e513a5542994959419996,gist,bm25,0.14285714285714285,0
test,hotpotqa,5a7e513a5542994959419996,gist,approx,0.3333333333333333,0
test,hotpotqa,5a7e513a5542994959419996,gist,hybrid,0.3333333333333333,0
test,hotpotqa,5a7e513a5542994959419996,gist,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5a7e513a5542994959419996,exact,bm25,0.6,2
test,hotpotqa,5a7e513a5542994959419996,exact,approx,0.6,1
test,hotpotqa,5a7e513a5542994959419996,exact,hybrid,0.6,2
test,hotpotqa,5a7e513a5542994959419996,exact,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a7e513a5542994959419996,bm25,approx,0.3333333333333333,1
test,hotpotqa,5a7e513a5542994959419996,bm25,hybrid,0.6,2
test,hotpotqa,5a7e513a5542994959419996,bm25,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a7e513a5542994959419996,approx,hybrid,0.6,1
test,hotpotqa,5a7e513a5542994959419996,approx,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a7e513a5542994959419996,hybrid,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a80d6be55429938b6142206,gist,exact,0.0,0
test,hotpotqa,5a80d6be55429938b6142206,gist,bm25,0.14285714285714285,0
test,hotpotqa,5a80d6be55429938b6142206,gist,approx,0.0,0
test,hotpotqa,5a80d6be55429938b6142206,gist,hybrid,0.0,0
test,hotpotqa,5a80d6be55429938b6142206,gist,iterative_hybrid,0.0,0
test,hotpotqa,5a80d6be55429938b6142206,exact,bm25,0.3333333333333333,1
test,hotpotqa,5a80d6be55429938b6142206,exact,approx,1.0,1
test,hotpotqa,5a80d6be55429938b6142206,exact,hybrid,1.0,1
test,hotpotqa,5a80d6be55429938b6142206,exact,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a80d6be55429938b6142206,bm25,approx,0.3333333333333333,1
test,hotpotqa,5a80d6be55429938b6142206,bm25,hybrid,0.3333333333333333,1
test,hotpotqa,5a80d6be55429938b6142206,bm25,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a80d6be55429938b6142206,approx,hybrid,1.0,1
test,hotpotqa,5a80d6be55429938b6142206,approx,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5a80d6be55429938b6142206,hybrid,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5ab88c075542991b5579efbe,gist,exact,0.0,0
test,hotpotqa,5ab88c075542991b5579efbe,gist,bm25,0.0,0
test,hotpotqa,5ab88c075542991b5579efbe,gist,approx,0.14285714285714285,0
test,hotpotqa,5ab88c075542991b5579efbe,gist,hybrid,0.3333333333333333,0
test,hotpotqa,5ab88c075542991b5579efbe,gist,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5ab88c075542991b5579efbe,exact,bm25,0.0,0
test,hotpotqa,5ab88c075542991b5579efbe,exact,approx,0.0,0
test,hotpotqa,5ab88c075542991b5579efbe,exact,hybrid,0.0,0
test,hotpotqa,5ab88c075542991b5579efbe,exact,iterative_hybrid,0.0,0
test,hotpotqa,5ab88c075542991b5579efbe,bm25,approx,0.14285714285714285,1
test,hotpotqa,5ab88c075542991b5579efbe,bm25,hybrid,0.0,0
test,hotpotqa,5ab88c075542991b5579efbe,bm25,iterative_hybrid,0.14285714285714285,1
test,hotpotqa,5ab88c075542991b5579efbe,approx,hybrid,0.14285714285714285,0
test,hotpotqa,5ab88c075542991b5579efbe,approx,iterative_hybrid,0.3333333333333333,1
test,hotpotqa,5ab88c075542991b5579efbe,hybrid,iterative_hybrid,0.6,0
test,hotpotqa,5a714b645542994082a3e78b,gist,exact,0.0,0
test,hotpotqa,5a714b645542994082a3e78b,gist,bm25,0.14285714285714285,0
test,hotpotqa,5a714b645542994082a3e78b,gist,approx,0.0,0
test,hotpotqa,5a714b645542994082a3e78b,gist,hybrid,0.14285714285714285,0
test,hotpotqa,5a714b645542994082a3e78b,gist,iterative_hybrid,0.14285714285714285,0
test,hotpotqa,5a714b645542994082a3e78b,exact,bm25,0.0,0
test,hotpotqa,5a714b645542994082a3e78b,exact,approx,0.6,1
test,hotpotqa,5a714b645542994082a3e78b,exact,hybrid,0.6,1
test,hotpotqa,5a714b645542994082a3e78b,exact,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5a714b645542994082a3e78b,bm25,approx,0.0,0
test,hotpotqa,5a714b645542994082a3e78b,bm25,hybrid,0.0,0
test,hotpotqa,5a714b645542994082a3e78b,bm25,iterative_hybrid,0.0,0
test,hotpotqa,5a714b645542994082a3e78b,approx,hybrid,0.3333333333333333,1
test,hotpotqa,5a714b645542994082a3e78b,approx,iterative_hybrid,0.14285714285714285,0
test,hotpotqa,5a714b645542994082a3e78b,hybrid,iterative_hybrid,0.6,0
test,hotpotqa,5abce85755429959677d6b3e,gist,exact,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,gist,bm25,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,gist,approx,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,gist,hybrid,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,gist,iterative_hybrid,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,exact,bm25,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,exact,approx,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,exact,hybrid,0.3333333333333333,0
test,hotpotqa,5abce85755429959677d6b3e,exact,iterative_hybrid,0.14285714285714285,0
test,hotpotqa,5abce85755429959677d6b3e,bm25,approx,0.14285714285714285,1
test,hotpotqa,5abce85755429959677d6b3e,bm25,hybrid,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,bm25,iterative_hybrid,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,approx,hybrid,0.14285714285714285,0
test,hotpotqa,5abce85755429959677d6b3e,approx,iterative_hybrid,0.14285714285714285,0
test,hotpotqa,5abce85755429959677d6b3e,hybrid,iterative_hybrid,0.6,1
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,gist,exact,0.0,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,gist,bm25,0.14285714285714285,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,gist,approx,0.0,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,gist,hybrid,0.14285714285714285,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,gist,iterative_hybrid,0.3333333333333333,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,exact,bm25,0.0,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,exact,approx,0.0,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,exact,hybrid,0.0,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,exact,iterative_hybrid,0.0,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,bm25,approx,0.3333333333333333,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,bm25,hybrid,0.6,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,bm25,iterative_hybrid,0.14285714285714285,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,approx,hybrid,0.6,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,approx,iterative_hybrid,0.0,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,hybrid,iterative_hybrid,0.14285714285714285,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,gist,exact,0.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,gist,bm25,0.14285714285714285,1
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,gist,approx,0.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,gist,hybrid,0.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,gist,iterative_hybrid,0.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,exact,bm25,0.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,exact,approx,1.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,exact,hybrid,1.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,exact,iterative_hybrid,0.3333333333333333,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,bm25,approx,0.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,bm25,hybrid,0.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,bm25,iterative_hybrid,0.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,approx,hybrid,1.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,approx,iterative_hybrid,0.3333333333333333,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,hybrid,iterative_hybrid,0.3333333333333333,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,gist,exact,0.0,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,gist,bm25,0.0,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,gist,approx,0.0,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,gist,hybrid,0.0,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,gist,iterative_hybrid,0.0,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,exact,bm25,0.3333333333333333,1
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,exact,approx,1.0,1
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,exact,hybrid,0.6,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,exact,iterative_hybrid,0.3333333333333333,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,bm25,approx,0.3333333333333333,1
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,bm25,hybrid,0.14285714285714285,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,bm25,iterative_hybrid,0.0,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,approx,hybrid,0.6,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,approx,iterative_hybrid,0.3333333333333333,0
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,hybrid,iterative_hybrid,0.3333333333333333,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,gist,exact,0.0,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,gist,bm25,0.0,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,gist,approx,0.0,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,gist,hybrid,0.0,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,gist,iterative_hybrid,0.0,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,exact,bm25,0.0,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,exact,approx,0.3333333333333333,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,exact,hybrid,0.3333333333333333,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,exact,iterative_hybrid,0.3333333333333333,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,bm25,approx,0.14285714285714285,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,bm25,hybrid,0.3333333333333333,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,bm25,iterative_hybrid,0.14285714285714285,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,approx,hybrid,0.6,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,approx,iterative_hybrid,0.3333333333333333,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,hybrid,iterative_hybrid,0.6,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,gist,exact,0.3333333333333333,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,gist,bm25,0.0,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,gist,approx,0.14285714285714285,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,gist,hybrid,1.0,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,gist,iterative_hybrid,0.3333333333333333,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,exact,bm25,0.14285714285714285,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,exact,approx,0.3333333333333333,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,exact,hybrid,0.3333333333333333,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,exact,iterative_hybrid,0.6,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,bm25,approx,0.3333333333333333,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,bm25,hybrid,0.0,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,bm25,iterative_hybrid,0.14285714285714285,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,approx,hybrid,0.14285714285714285,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,approx,iterative_hybrid,0.3333333333333333,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,hybrid,iterative_hybrid,0.3333333333333333,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,gist,exact,0.14285714285714285,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,gist,bm25,0.0,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,gist,approx,0.0,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,gist,hybrid,0.3333333333333333,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,gist,iterative_hybrid,0.0,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,exact,bm25,0.3333333333333333,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,exact,approx,0.3333333333333333,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,exact,hybrid,0.6,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,exact,iterative_hybrid,0.3333333333333333,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,bm25,approx,0.6,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,bm25,hybrid,0.3333333333333333,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,bm25,iterative_hybrid,0.3333333333333333,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,approx,hybrid,0.3333333333333333,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,approx,iterative_hybrid,0.3333333333333333,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,hybrid,iterative_hybrid,0.3333333333333333,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,gist,exact,0.0,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,gist,bm25,0.0,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,gist,approx,0.0,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,gist,hybrid,0.14285714285714285,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,gist,iterative_hybrid,0.0,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,exact,bm25,0.3333333333333333,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,exact,approx,0.3333333333333333,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,exact,hybrid,0.6,1
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,exact,iterative_hybrid,0.3333333333333333,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,bm25,approx,0.6,0
