phase,dataset,example_id,question_type,annotated_hops,condition,selection_policy,oracle_labels_used,geometry_source,materialization_policy,radius_left,radius_right,kv_budget,budget_allocation,materialization_band,position_mode,query_position_offset,reference_position_policy,attention_composition,logical_source_tokens,encoding_granularity_tokens,cpu_reference_cache_bytes,gpu_reference_cache_bytes,conceptual_selected_parents,requested_materialization_tokens,deduplicated_materialization_tokens,active_kv_fraction,h2d_kv_bytes,whole_parent_tokens,kv_reduction_vs_whole,evidence_kv_tokens,evidence_source_tokens,evidence_coverage,non_evidence_kv_tokens,evidence_density,reference_answer,materialized_unique_tokens,native_kv_token_states,native_kv_bytes,interval_resolution_seconds,logical_gather_seconds,logical_h2d_seconds,cross_shard_interval_count,gold_sequence_logprob,gold_mean_token_logprob,teacher_forced_seconds,answer_tokens,memory_attention_mass,evidence_attention_mass,non_evidence_attention_mass,attention_entropy,generated_answer,raw_answer,generated_tokens,ttft_seconds,tpot_seconds,total_generation_seconds,tokens_per_second,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,exact_match,token_f1,answer_contained,normalized_answer_accuracy,gold_mean_logprob_delta_vs_none,gold_mean_logprob_delta_vs_whole
heldout,musique,3hop1__103197_214799_259594,3hop,3,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,1964,source_relative,shared_softmax_local_plus_native_memory,1964,256,225247232,0,12,281,281,0.1430753564154786,32227328.0,364,0.228021978021978,281,281,1.0,0,1.0,GDR,281,7868,32227328.0,0.01361259981058538,0.027612399542704225,0.10926700057461858,84.0,-39.56793212890625,-19.783966064453125,0.6255000999663025,2,0.046891009235488515,0.046891009235488515,0.0,1.746433104787554,,,1,0.6908229000400752,0.0,0.6923263999633491,1.4444054134768496,1218166784,1233125376,0.0,0.0,0.0,0.0,-13.618574142456055,0.11841392517089844
heldout,musique,3hop1__103197_214799_259594,3hop,3,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,1964,source_relative,shared_softmax_local_plus_native_memory,1964,256,225247232,0,12,291,291,0.14816700610997963,33374208.0,364,0.2005494505494505,281,281,1.0,10,0.9656357388316151,GDR,291,8148,33374208.0,0.01784479944035411,0.039928199257701635,0.17147899931296706,84.0,-39.54624938964844,-19.77312469482422,0.8985027999151498,2,0.052352063690445254,0.046353194663035016,0.005998869493071522,1.7880099500928606,,,1,0.9848428999539465,0.0,0.9865965999197215,1.0135854918630058,1218348544,1233125376,0.0,0.0,0.0,0.0,-13.607732772827148,0.1292552947998047
heldout,musique,3hop1__103254_214799_259594,3hop,3,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2041,source_relative,shared_softmax_local_plus_native_memory,2041,256,234078208,0,0,0,0,0.0,0.0,352,1.0,0,255,0.0,0,0.0,GDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.243858337402344,-8.121929168701172,0.1933679000940174,2,,,,,I,I,1,0.16363429999910295,0.0,0.16434719995595515,6.084679266017303,1211226624,1249902592,0.0,0.0,0.0,0.0,0.0,-4.214530944824219
heldout,musique,3hop1__103254_214799_259594,3hop,3,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2041,source_relative,shared_softmax_local_plus_native_memory,2041,256,234078208,0,11,11,11,0.005389514943655071,1261568.0,352,0.96875,0,255,0.0,11,0.0,GDR,11,308,1261568.0,0.0,0.0,0.08579829940572381,0.0,-41.53688430786133,-20.768442153930664,0.6046094999182969,2,0.0018745116623384611,0.0,0.0018745116623384611,1.5648737634931291,IL,IL,1,0.7176296999678016,0.0,0.7191885998472571,1.3904558556856743,1211921408,1249902592,0.0,0.0,0.0,0.0,-12.646512985229492,-16.86104393005371
heldout,musique,3hop1__103254_214799_259594,3hop,3,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,2041,source_relative,shared_softmax_local_plus_native_memory,2041,256,234078208,0,11,352,352,0.17246447819696228,40370176.0,352,0.0,255,255,1.0,97,0.7244318181818182,GDR,352,9856,40370176.0,0.0,0.10706490045413375,0.057962400605902076,0.0,-7.814796447753906,-3.907398223876953,0.5522964000701904,2,0.6004907699035746,0.5533819426117199,0.0471088328132672,1.7581854313611984,The,The,1,0.46790979988873005,0.0,0.4692159998230636,2.131214622640936,1220055040,1249902592,0.0,0.0,0.0,0.0,4.214530944824219,0.0
heldout,musique,3hop1__103254_214799_259594,3hop,3,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,2041,source_relative,shared_softmax_local_plus_native_memory,2041,256,234078208,0,11,255,255,0.12493875551200392,29245440.0,352,0.27556818181818177,255,255,1.0,0,1.0,GDR,255,7140,29245440.0,0.019143999787047505,0.025834200205281377,0.10414589964784682,84.0,-6.013051509857178,-3.006525754928589,0.6087716999463737,2,0.587257478918348,0.587257478918348,0.0,1.648685370172773,East,East,1,0.5254969000816345,0.0,0.5267535999882966,1.898420817669244,1218245632,1249902592,0.0,0.0,0.0,0.0,5.115403413772583,0.9008724689483643
heldout,musique,3hop1__103254_214799_259594,3hop,3,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,2041,source_relative,shared_softmax_local_plus_native_memory,2041,256,234078208,0,11,267,267,0.13081822635962764,30621696.0,352,0.2414772727272727,255,255,1.0,12,0.9550561797752809,GDR,267,7476,30621696.0,0.015570099232718349,0.026373300002887845,0.10337130003608763,84.0,-6.383289813995361,-3.1916449069976807,0.6033111000433564,2,0.5906120006527219,0.5805926612977471,0.010019337492329734,1.6733646818569727,East,East,1,0.6005810999777168,0.0,0.6016418000217527,1.6621185561971332,1218419200,1249902592,0.0,0.0,0.0,0.0,4.930284261703491,0.7157533168792725
heldout,musique,3hop2__101809_30152_20999,3hop,3,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2879,source_relative,shared_softmax_local_plus_native_memory,2879,256,330186752,0,0,0,0,0.0,0.0,447,1.0,0,388,0.0,0,0.0,The dynasty regrouped and defeated the Portuguese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.39067077636719,-5.154519081115723,0.25894160009920597,9,,,,,The,The,1,0.25444949977099895,0.0,0.25586079992353916,3.9083751801715527,1212724224,1254096896,0.0,0.25,0.0,0.0,0.0,-2.991793155670166
heldout,musique,3hop2__101809_30152_20999,3hop,3,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2879,source_relative,shared_softmax_local_plus_native_memory,2879,256,330186752,0,14,14,14,0.004862799583188607,1605632.0,447,0.9686800894854586,0,388,0.0,14,0.0,The dynasty regrouped and defeated the Portuguese,14,392,1605632.0,0.0,0.0,0.12259649974294007,0.0,-89.58999633789062,-9.95444393157959,0.7123337001539767,9,0.003880485122603464,0.0,0.003880485122603464,1.6768670635563987,راع,راع,1,0.7833970999345183,0.0,0.7850591999012977,1.2737892889169709,1213472768,1254096896,0.0,0.0,0.0,0.0,-4.799924850463867,-7.791718006134033
heldout,musique,3hop2__101809_30152_20999,3hop,3,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,2879,source_relative,shared_softmax_local_plus_native_memory,2879,256,330186752,0,14,447,447,0.1552622438346648,51265536.0,447,0.0,388,388,1.0,59,0.8680089485458613,The dynasty regrouped and defeated the Portuguese,447,12516,51265536.0,0.0,0.12156640086323023,0.06886800029315054,0.0,-19.46453285217285,-2.1627259254455566,0.5287991999648511,9,0.6479983324451106,0.3882426619529724,0.25975566024758984,2.255236314875739,The,The,1,0.48300889995880425,0.0,0.48422240000218153,2.0651667498147437,1223877120,1254096896,0.0,0.25,0.0,0.0,2.991793155670166,0.0
heldout,musique,3hop2__101809_30152_20999,3hop,3,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,2879,source_relative,shared_softmax_local_plus_native_memory,2879,256,330186752,0,14,388,388,0.13476901701979854,44498944.0,447,0.1319910514541387,388,388,1.0,0,1.0,The dynasty regrouped and defeated the Portuguese,388,10864,44498944.0,0.020442400593310595,0.03128809970803559,0.13854450033977628,84.0,-20.233959197998047,-2.248217821121216,0.7069824000354856,9,0.6063186936080456,0.6063186936080456,0.0,1.9449596256017685,new,new,1,0.6768449998926371,0.0,0.6784721999429166,1.4738997413366903,1222137856,1254096896,0.0,0.0,0.0,0.0,2.906301259994507,-0.08549189567565918
heldout,musique,3hop2__101809_30152_20999,3hop,3,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,2879,source_relative,shared_softmax_local_plus_native_memory,2879,256,330186752,0,14,398,398,0.13824244529350468,45645824.0,447,0.10961968680089484,388,388,1.0,10,0.9748743718592965,The dynasty regrouped and defeated the Portuguese,398,11144,45645824.0,0.027422899613156915,0.03125210083089769,0.21278890082612634,84.0,-20.53127670288086,-2.2812530994415283,0.9203606999944896,9,0.6075641395790237,0.6019563557846206,0.005607788132952659,1.953546662415777,new,new,1,0.6796503998339176,0.0,0.6818399999756366,1.466619734887557,1223320576,1254096896,0.0,0.0,0.0,0.0,2.8732659816741943,-0.11852717399597168
heldout,musique,3hop2__106842_30645_84681,3hop,3,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2983,source_relative,shared_softmax_local_plus_native_memory,2983,256,342114304,0,0,0,0,0.0,0.0,832,1.0,0,741,0.0,0,0.0,13 December 1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.699676513671875,-2.9624595642089844,0.25268759997561574,8,,,,,1,1,1,0.1930331999901682,0.0,0.1940148000139743,5.154245964369589,1212375040,1260388352,0.0,0.0,0.0,0.0,0.0,-1.4792550802230835
heldout,musique,3hop2__106842_30645_84681,3hop,3,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2983,source_relative,shared_softmax_local_plus_native_memory,2983,256,342114304,0,26,26,26,0.008716057660073752,2981888.0,832,0.96875,0,741,0.0,26,0.0,13 December 1642,26,728,2981888.0,0.0,0.0,0.2198788004461676,0.0,-60.388938903808594,-7.548617362976074,0.8983414999675006,8,0.007344613583492381,0.0,0.007344613583492381,1.6336572127682822,,,1,1.8762572999112308,0.0,1.878604199970141,0.53231010556449,1213295104,1260388352,0.0,0.0,0.0,0.0,-4.58615779876709,-6.065412878990173
heldout,musique,3hop2__106842_30645_84681,3hop,3,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,2983,source_relative,shared_softmax_local_plus_native_memory,2983,256,342114304,0,26,832,832,0.27891384512236006,95420416.0,832,0.0,741,741,1.0,91,0.890625,13 December 1642,832,23296,95420416.0,0.0,0.21424190001562238,0.1265185996890068,0.0,-11.865635871887207,-1.4832044839859009,0.8191054000053555,8,0.7042546783174787,0.657337624579668,0.046917061670683324,2.441330773489816,The,The,1,0.6027911000419408,0.0,0.6035879000555724,1.6567595207059815,1231567872,1281359872,0.0,0.0,0.0,0.0,1.4792550802230835,0.0
heldout,musique,3hop2__106842_30645_84681,3hop,3,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,2983,source_relative,shared_softmax_local_plus_native_memory,2983,256,342114304,0,26,741,741,0.2484076433121019,84983808.0,832,0.109375,741,741,1.0,0,1.0,13 December 1642,741,20748,84983808.0,0.0342037002556026,0.04547439957968891,0.23463030043058097,84.0,-9.191568374633789,-1.1489460468292236,0.8621819999534637,8,0.6964408632900033,0.6964408632900033,0.0,2.3677054005009786,The,The,1,0.8095813000109047,0.0,0.8105975999496877,1.2336577360481553,1230517248,1281359872,0.0,0.0,0.0,0.0,1.8135135173797607,0.33425843715667725
heldout,musique,3hop2__106842_30645_84681,3hop,3,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,2983,source_relative,shared_softmax_local_plus_native_memory,2983,256,342114304,0,26,753,753,0.25243043915521285,86360064.0,832,0.09495192307692313,741,741,1.0,12,0.9840637450199203,13 December 1642,753,21084,86360064.0,0.03868069872260094,0.05646929983049631,0.25280209886841476,84.0,-9.135417938232422,-1.1419272422790527,0.9466308001428843,8,0.6975725910493306,0.6901481529431683,0.007424437391039517,2.375030662332262,The,The,1,0.9934060000814497,0.0,0.9957858000416309,1.0042320345983975,1230450688,1281359872,0.0,0.0,0.0,0.0,1.8205323219299316,0.34127724170684814
heldout,musique,3hop2__11282_57233_56883,3hop,3,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2695,source_relative,shared_softmax_local_plus_native_memory,2695,256,309084160,0,0,0,0,0.0,0.0,320,1.0,0,256,0.0,0,0.0,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.188171863555908,-1.547042965888977,0.20464110001921654,4,,,,,1,1,1,0.2203548001125455,0.0,0.22239849995821714,4.496433205205403,1213308928,1239416832,0.0,0.0,0.0,0.0,0.0,-1.0250561833381653
heldout,musique,3hop2__11282_57233_56883,3hop,3,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2695,source_relative,shared_softmax_local_plus_native_memory,2695,256,309084160,0,10,10,10,0.0037105751391465678,1146880.0,320,0.96875,0,256,0.0,10,0.0,1964,10,280,1146880.0,0.0,0.0,0.10326369944959879,0.0,-54.2999267578125,-13.574981689453125,0.7005450997967273,4,0.0037946697058422224,0.0,0.0037946697058422224,1.6659631090504783,ُ,ُ,1,0.6548444000072777,0.0,0.6570657000411302,1.5219178233430892,1214049792,1239416832,0.0,0.0,0.0,0.0,-12.027938723564148,-13.052994906902313
heldout,musique,3hop2__11282_57233_56883,3hop,3,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,2695,source_relative,shared_softmax_local_plus_native_memory,2695,256,309084160,0,10,320,320,0.11873840445269017,36700160.0,320,0.0,256,256,1.0,64,0.8,1964,320,8960,36700160.0,0.0,0.09126050025224686,0.054898899514228106,0.0,-2.087947130203247,-0.5219867825508118,0.4877158000599593,4,0.6148271140243325,0.5758556361709323,0.03897147429441767,1.736691985811506,1,1,1,0.4815098000690341,0.0,0.48252020007930696,2.072452095965392,1221778432,1239416832,0.0,0.0,0.0,0.0,1.0250561833381653,0.0
heldout,musique,3hop2__11282_57233_56883,3hop,3,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,2695,source_relative,shared_softmax_local_plus_native_memory,2695,256,309084160,0,10,256,256,0.09499072356215213,29360128.0,320,0.19999999999999996,256,256,1.0,0,1.0,1964,256,7168,29360128.0,0.021565800067037344,0.0224356004036963,0.09826850052922964,84.0,-1.4264858961105347,-0.35662147402763367,0.6561201999429613,4,0.605516360274383,0.605516360274383,0.0,1.6441910777773177,1,1,1,0.5091530000790954,0.0,0.5103998000267893,1.9592484165305573,1220566016,1239416832,0.0,0.0,0.0,0.0,1.1904214918613434,0.1653653085231781
heldout,musique,3hop2__11282_57233_56883,3hop,3,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,2695,source_relative,shared_softmax_local_plus_native_memory,2695,256,309084160,0,10,268,268,0.09944341372912802,30736384.0,320,0.16249999999999998,256,256,1.0,12,0.9552238805970149,1964,268,7504,30736384.0,0.03096160013228655,0.03786529996432364,0.1755499995779246,84.0,-1.180140495300293,-0.29503512382507324,0.86941760010086,4,0.6099715243492808,0.5984192086117608,0.011552323487454228,1.662163843001638,1,1,1,0.6465922000352293,0.0,0.6476855000946671,1.5439592207233879,1220953600,1239416832,0.0,0.0,0.0,0.0,1.2520078420639038,0.22695165872573853
heldout,musique,4hop1__105401_17130_70784_61381,4hop,4,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2986,source_relative,shared_softmax_local_plus_native_memory,2986,256,342458368,0,0,0,0,0.0,0.0,1024,1.0,0,894,0.0,0,0.0,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.271018028259277,-1.8177545070648193,0.21651039994321764,4,,,,,2,2,1,0.23327800002880394,0.0,0.23426879988983274,4.2686008570934755,1212665344,1283457024,0.0,0.0,0.0,0.0,0.0,0.27385807037353516
heldout,musique,4hop1__105401_17130_70784_61381,4hop,4,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2986,source_relative,shared_softmax_local_plus_native_memory,2986,256,342458368,0,32,32,32,0.010716677829872739,3670016.0,1024,0.96875,0,894,0.0,32,0.0,1932,32,896,3670016.0,0.0,0.0,0.32364670070819557,0.0,-46.700225830078125,-11.675056457519531,1.2271730001084507,4,0.012143626709335617,0.0,0.012143626709335617,1.6444772907665797,мещ,мещ,1,1.256012000143528,0.0,1.2584757001604885,0.7946120849790536,1213715456,1283457024,0.0,0.0,0.0,0.0,-9.857301950454712,-9.583443880081177
heldout,musique,4hop1__105401_17130_70784_61381,4hop,4,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,2986,source_relative,shared_softmax_local_plus_native_memory,2986,256,342458368,0,32,1024,1024,0.34293369055592765,117440512.0,1024,0.0,894,894,1.0,130,0.873046875,1932,1024,28672,117440512.0,0.0,0.20887510036118329,0.13108410011045635,0.0,-8.366450309753418,-2.0916125774383545,0.6908745002001524,4,0.721382949501276,0.6859519763716629,0.035430972930043936,2.7401674474988664,The,The,1,0.7591117001138628,0.0,0.7601716001518071,1.315492449073734,1236592640,1304428544,0.0,0.0,0.0,0.0,-0.27385807037353516,0.0
heldout,musique,4hop1__105401_17130_70784_61381,4hop,4,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,2986,source_relative,shared_softmax_local_plus_native_memory,2986,256,342458368,0,32,894,894,0.2993971868720697,102531072.0,1024,0.126953125,894,894,1.0,0,1.0,1932,894,25032,102531072.0,0.05096649914048612,0.06964799971319735,0.2891220001038164,112.0,-7.54849100112915,-1.8871227502822876,1.0301582999527454,4,0.7192851640284061,0.7192851640284061,0.0,2.655935892036983,The,The,1,1.0163826001808047,0.0,1.0174838001839817,0.9828166304163072,1235132416,1304428544,0.0,0.0,0.0,0.0,-0.06936824321746826,0.2044898271560669
heldout,musique,4hop1__105401_17130_70784_61381,4hop,4,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,2986,source_relative,shared_softmax_local_plus_native_memory,2986,256,342458368,0,32,910,910,0.30475552578700604,104366080.0,1024,0.111328125,894,894,1.0,16,0.9824175824175824,1932,910,25480,104366080.0,0.04418570105917752,0.07837740029208362,0.3235683001112193,112.0,-7.449905872344971,-1.8624764680862427,1.0856153999920934,4,0.7178255926285472,0.7096797525882721,0.008145836115415608,2.6698347755840848,The,The,1,1.0464741000905633,0.0,1.0486095000524074,0.953643849259445,1235312128,1304428544,0.0,0.0,0.0,0.0,-0.04472196102142334,0.22913610935211182
heldout,musique,4hop1__105688_17130_70784_61381,4hop,4,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,3006,source_relative,shared_softmax_local_plus_native_memory,3006,256,344752128,0,0,0,0,0.0,0.0,958,1.0,0,889,0.0,0,0.0,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.421847343444824,-2.105461835861206,0.2249797999393195,4,,,,,The,The,1,0.21861450001597404,0.0,0.21964659984223545,4.552767949598425,1213681664,1247805440,0.0,0.0,0.0,0.0,0.0,0.008092403411865234
heldout,musique,4hop1__105688_17130_70784_61381,4hop,4,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,3006,source_relative,shared_softmax_local_plus_native_memory,3006,256,344752128,0,30,30,30,0.00998003992015968,3440640.0,958,0.9686847599164927,0,889,0.0,30,0.0,1932,30,840,3440640.0,0.0,0.0,0.259216099511832,0.0,-39.5582160949707,-9.889554023742676,1.0177992000244558,4,0.0045781725951071295,0.0,0.0045781725951071295,1.6296148981366838,작,작,1,2.0318592998664826,0.0,2.0331455999985337,0.49184869003022763,1214775808,1247805440,0.0,0.0,0.0,0.0,-7.78409218788147,-7.7759997844696045
heldout,musique,4hop1__105688_17130_70784_61381,4hop,4,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,3006,source_relative,shared_softmax_local_plus_native_memory,3006,256,344752128,0,30,958,958,0.31869594145043245,109871104.0,958,0.0,889,889,1.0,69,0.9279749478079332,1932,958,26824,109871104.0,0.0,0.21012119995430112,0.121090600034222,0.0,-8.454216957092285,-2.1135542392730713,0.7731943998951465,4,0.6932746917009354,0.6686266181724412,0.024648074426555207,2.4832970670291354,The,The,1,0.6370196999050677,0.0,0.6390498999971896,1.5648230286936868,1237319680,1268776960,0.0,0.0,0.0,0.0,-0.008092403411865234,0.0
heldout,musique,4hop1__105688_17130_70784_61381,4hop,4,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,3006,source_relative,shared_softmax_local_plus_native_memory,3006,256,344752128,0,30,889,889,0.2957418496340652,101957632.0,958,0.07202505219206679,889,889,1.0,0,1.0,1932,889,24892,101957632.0,0.03185069910250604,0.0548699009232223,0.28209590003825724,112.0,-9.03205680847168,-2.25801420211792,0.9541549000423402,4,0.6953965201973915,0.6953965201973915,0.0,2.4357524131025587,The,The,1,0.9801662999670953,0.0,0.9812801000662148,1.0190770198361527,1236513280,1268776960,0.0,0.0,0.0,0.0,-0.15255236625671387,-0.14445996284484863
heldout,musique,4hop1__105688_17130_70784_61381,4hop,4,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,3006,source_relative,shared_softmax_local_plus_native_memory,3006,256,344752128,0,30,903,903,0.3003992015968064,103563264.0,958,0.05741127348643005,889,889,1.0,14,0.9844961240310077,1932,903,25284,103563264.0,0.04568209988065064,0.07163719995878637,0.3104326003231108,112.0,-9.208218574523926,-2.3020546436309814,1.0726447999477386,4,0.6938519392694745,0.687012329697609,0.006839618419430086,2.446511438914708,The,The,1,1.010894700186327,0.0,1.012004400137812,0.9881379961033991,1236676608,1268776960,0.0,0.0,0.0,0.0,-0.1965928077697754,-0.18850040435791016
heldout,musique,4hop1__105688_17130_70784_79935,4hop,4,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2812,source_relative,shared_softmax_local_plus_native_memory,2812,256,322502656,0,0,0,0,0.0,0.0,828,1.0,0,761,0.0,0,0.0,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1384477615356445,-1.5346119403839111,0.29326169984415174,4,,,,,The,The,1,0.2404183999169618,0.0,0.24268090003170073,4.120637429106999,1212319744,1264582656,0.0,0.0,0.0,0.0,0.0,-0.2996600866317749
heldout,musique,4hop1__105688_17130_70784_79935,4hop,4,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2812,source_relative,shared_softmax_local_plus_native_memory,2812,256,322502656,0,26,26,26,0.009246088193456615,2981888.0,828,0.9685990338164251,0,761,0.0,26,0.0,1930,26,728,2981888.0,0.0,0.0,0.263349199667573,0.0,-37.54958724975586,-9.387396812438965,1.245236299932003,4,0.004947351191991142,0.0,0.004947351191991142,1.6422393534864699,,,1,0.9604547000490129,0.0,0.9615450999699533,1.0399928199220696,1213261312,1264582656,0.0,0.0,0.0,0.0,-7.852784872055054,-8.152444958686829
heldout,musique,4hop1__105688_17130_70784_79935,4hop,4,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,2812,source_relative,shared_softmax_local_plus_native_memory,2812,256,322502656,0,26,828,828,0.29445234708392604,94961664.0,828,0.0,761,761,1.0,67,0.9190821256038647,1930,828,23184,94961664.0,0.0,0.21132520027458668,0.13412879989482462,0.0,-4.939807415008545,-1.2349518537521362,0.7446038001216948,4,0.7195222824811935,0.41350142125572475,0.3060208504487361,2.6291440342153822,The,The,1,0.6812519999220967,0.0,0.6827406999655068,1.464684909000623,1231571968,1285554176,0.0,0.0,0.0,0.0,0.2996600866317749,0.0
heldout,musique,4hop1__105688_17130_70784_79935,4hop,4,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,2812,source_relative,shared_softmax_local_plus_native_memory,2812,256,322502656,0,26,761,761,0.2706258890469417,87277568.0,828,0.08091787439613529,761,761,1.0,0,1.0,1930,761,21308,87277568.0,0.036869400180876255,0.05159060005098581,0.24656260083429515,112.0,-3.604952812194824,-0.901238203048706,0.92430549999699,4,0.6817774048873356,0.6817774048873356,0.0,2.2302487705435072,The,The,1,0.8915299999061972,0.0,0.8924340000376105,1.1205310420242351,1230562304,1285554176,0.0,0.0,0.0,0.0,0.6333737373352051,0.3337136507034302
heldout,musique,4hop1__105688_17130_70784_79935,4hop,4,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,2812,source_relative,shared_softmax_local_plus_native_memory,2812,256,322502656,0,26,775,775,0.2756045519203414,88883200.0,828,0.06400966183574874,761,761,1.0,14,0.9819354838709677,1930,775,21700,88883200.0,0.04422819963656366,0.06648019910790026,0.2940291005652398,112.0,-4.2189483642578125,-1.0547370910644531,1.0859115000348538,4,0.6835552315626826,0.674710791025843,0.008844448186989342,2.24374287043299,The,The,1,0.7710878001525998,0.0,0.7721711001358926,1.2950497627067528,1230755840,1285554176,0.0,0.0,0.0,0.0,0.479874849319458,0.1802147626876831
heldout,musique,4hop2__103790_14670_8987_8974,4hop,4,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2784,source_relative,shared_softmax_local_plus_native_memory,2784,256,319291392,0,0,0,0,0.0,0.0,512,1.0,0,418,0.0,0,0.0,Alfredo Stroessner's Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.384822845458984,-5.438482284545898,0.2504063998349011,10,,,,,The,The,1,0.23507350008003414,0.0,0.23598710005171597,4.237519761804152,1214736896,1247805440,0.0,0.0,0.0,0.0,0.0,-4.413577556610107
heldout,musique,4hop2__103790_14670_8987_8974,4hop,4,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2784,source_relative,shared_softmax_local_plus_native_memory,2784,256,319291392,0,16,16,16,0.005747126436781609,1835008.0,512,0.96875,0,418,0.0,16,0.0,Alfredo Stroessner's Paraguay,16,448,1835008.0,0.0,0.0,0.11564789991825819,0.0,-135.98179626464844,-13.598179817199707,0.6937384998891503,10,0.007532843953023465,0.0,0.007532843953023465,1.8539922067097254,أ,أ,1,0.8364420998841524,0.0,0.8394463998265564,1.191261288638103,1215686656,1247805440,0.0,0.0,0.0,0.0,-8.159697532653809,-12.573275089263916
