case_class,case_id,controller_fingerprint,controller_protocol,decision_correct,description_level,expected_action,fixed_description_token_estimate,generated_tokens,insufficiency_correct,latency_seconds,model,model_passes,need_more_predicted,need_more_target,omission_stratum,operation_correct,predicted_action,prompt_tokens,protocol_revision,raw,seed,sufficiency_output,thinking
C3_CURSOR,c3-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CURSOR_NEXT,460,12,0,1.1324535000603646,qwen3:0.6b,1,0,1,semantic_omission,0,CONTINUE,828,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",37,flat,0
C3_CURSOR,c3-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CURSOR_NEXT,460,12,0,0.9867911001201719,qwen3:0.6b,1,0,1,semantic_omission,0,CONTINUE,828,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",53,flat,0
C3_CURSOR,c3-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CURSOR_NEXT,460,12,0,0.8163449999410659,qwen3:0.6b,1,0,1,semantic_omission,0,CONTINUE,828,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",71,flat,0
C4_SEARCH,c4-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,1.6099704001098871,qwen3:0.6b,1,0,1,semantic_omission,0,CONTINUE,725,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",11,flat,0
C4_SEARCH,c4-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,0.9751278997864574,qwen3:0.6b,1,0,1,semantic_omission,0,CONTINUE,725,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",23,flat,0
C4_SEARCH,c4-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,0.983294399920851,qwen3:0.6b,1,0,1,semantic_omission,0,CONTINUE,725,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",37,flat,0
C4_SEARCH,c4-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,0.9721514000557363,qwen3:0.6b,1,0,1,semantic_omission,0,CONTINUE,725,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",53,flat,0
C4_SEARCH,c4-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,0.9868008999619633,qwen3:0.6b,1,0,1,semantic_omission,0,CONTINUE,725,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",71,flat,0
C5_TOOL,c5-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,1.482700000051409,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,686,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",11,flat,0
C5_TOOL,c5-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,0.9643683999311179,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,686,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",23,flat,0
C5_TOOL,c5-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,1.1432783000636846,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,686,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",37,flat,0
C5_TOOL,c5-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,0.9770080000162125,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,686,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",53,flat,0
C5_TOOL,c5-billing,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,0.9724826000165194,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,686,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",71,flat,0
C0_CONTINUE,c0-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,CONTINUE,460,12,1,1.9241608998272568,qwen3:0.6b,1,0,0,compact_explicit,1,CONTINUE,853,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",11,flat,0
C0_CONTINUE,c0-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,CONTINUE,460,12,1,1.0521007999777794,qwen3:0.6b,1,0,0,compact_explicit,1,CONTINUE,853,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",23,flat,0
C0_CONTINUE,c0-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,CONTINUE,460,12,1,1.149623799836263,qwen3:0.6b,1,0,0,compact_explicit,1,CONTINUE,853,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",37,flat,0
C0_CONTINUE,c0-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,CONTINUE,460,12,1,0.9829015999566764,qwen3:0.6b,1,0,0,compact_explicit,1,CONTINUE,853,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",53,flat,0
C0_CONTINUE,c0-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,CONTINUE,460,12,1,1.1149605000391603,qwen3:0.6b,1,0,0,compact_explicit,1,CONTINUE,853,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",71,flat,0
C1_FULL,c1-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,MATERIALIZE_FULL,460,12,0,1.467739500105381,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,685,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",11,flat,0
C1_FULL,c1-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,MATERIALIZE_FULL,460,12,0,0.9721961999312043,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,685,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",23,flat,0
C1_FULL,c1-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,MATERIALIZE_FULL,460,12,0,1.1285977999214083,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,685,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",37,flat,0
C1_FULL,c1-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,MATERIALIZE_FULL,460,12,0,1.0150964001659304,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,685,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",53,flat,0
C1_FULL,c1-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,MATERIALIZE_FULL,460,12,0,0.9468480998184532,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,685,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",71,flat,0
C2_MORE,c2-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,MATERIALIZE_MORE,460,14,1,2.008214500034228,qwen3:0.6b,1,1,1,opaque_hidden,1,MATERIALIZE_MORE,839,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""MATERIALIZE_MORE""}",11,flat,0
C2_MORE,c2-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,MATERIALIZE_MORE,460,14,1,1.1230953999329358,qwen3:0.6b,1,1,1,opaque_hidden,1,MATERIALIZE_MORE,839,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""MATERIALIZE_MORE""}",23,flat,0
C2_MORE,c2-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,MATERIALIZE_MORE,460,14,1,1.1426626997999847,qwen3:0.6b,1,1,1,opaque_hidden,1,MATERIALIZE_MORE,839,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""MATERIALIZE_MORE""}",37,flat,0
C2_MORE,c2-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,MATERIALIZE_MORE,460,14,1,1.1264067001175135,qwen3:0.6b,1,1,1,opaque_hidden,1,MATERIALIZE_MORE,839,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""MATERIALIZE_MORE""}",53,flat,0
C2_MORE,c2-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,1,D2,MATERIALIZE_MORE,460,14,1,1.147869700100273,qwen3:0.6b,1,1,1,opaque_hidden,1,MATERIALIZE_MORE,839,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""MATERIALIZE_MORE""}",71,flat,0
C3_CURSOR,c3-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CURSOR_QUERY,460,12,0,1.7443010997958481,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,835,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",11,flat,0
C3_CURSOR,c3-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CURSOR_QUERY,460,12,0,1.0776953001040965,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,835,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",23,flat,0
C3_CURSOR,c3-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CURSOR_QUERY,460,12,0,0.9697316999081522,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,835,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",37,flat,0
C3_CURSOR,c3-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CURSOR_QUERY,460,12,0,0.9730751998722553,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,835,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",53,flat,0
C3_CURSOR,c3-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CURSOR_QUERY,460,12,0,0.9775914000347257,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,835,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",71,flat,0
C4_SEARCH,c4-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,1.4973357000853866,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,731,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",11,flat,0
C4_SEARCH,c4-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,0.9518931000493467,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,731,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",23,flat,0
C4_SEARCH,c4-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,0.9698020999785513,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,731,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",37,flat,0
C4_SEARCH,c4-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,0.9644446999300271,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,731,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",53,flat,0
C4_SEARCH,c4-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,SEARCH_RECORD,460,12,0,0.970175800146535,qwen3:0.6b,1,0,1,opaque_hidden,0,CONTINUE,731,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",71,flat,0
C5_TOOL,c5-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,1.4855072000063956,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,693,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",11,flat,0
C5_TOOL,c5-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,0.9628751999698579,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,693,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",23,flat,0
C5_TOOL,c5-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,0.9666797001846135,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,693,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",37,flat,0
C5_TOOL,c5-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,0.7849898999556899,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,693,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",53,flat,0
C5_TOOL,c5-deployment,b966d213ae709ae9a5f8117b686b8e24a2638f5bd8ba64979284907c59d8d198,flat,0,D2,CALL_TOOL,460,12,0,1.0038620999548584,qwen3:0.6b,1,0,1,absent_from_backing,0,CONTINUE,693,paper7-controller-calibration-v1,"<think>

</think>

{""context_action"":""CONTINUE""}",71,flat,0
C0_CONTINUE,c0-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CONTINUE,124,11,0,22.159223299939185,llama3.2:3b,1,1,0,compact_explicit,0,INVALID,596,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_MORE""}",11,flat,0
C0_CONTINUE,c0-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CONTINUE,124,11,0,1.735571499913931,llama3.2:3b,1,1,0,compact_explicit,0,INVALID,596,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_MORE""}",23,flat,0
C0_CONTINUE,c0-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CONTINUE,124,11,0,1.8020242999773473,llama3.2:3b,1,1,0,compact_explicit,0,INVALID,596,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_MORE""}",37,flat,0
C0_CONTINUE,c0-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CONTINUE,124,11,0,1.791571500012651,llama3.2:3b,1,1,0,compact_explicit,0,INVALID,596,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_MORE""}",53,flat,0
C0_CONTINUE,c0-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CONTINUE,124,11,0,1.7900943998247385,llama3.2:3b,1,1,0,compact_explicit,0,INVALID,596,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_MORE""}",71,flat,0
C1_FULL,c1-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,MATERIALIZE_FULL,124,11,1,3.6327632998581976,llama3.2:3b,1,1,1,semantic_omission,1,MATERIALIZE_FULL,440,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",11,flat,0
C1_FULL,c1-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,MATERIALIZE_FULL,124,11,1,1.6249043999705464,llama3.2:3b,1,1,1,semantic_omission,1,MATERIALIZE_FULL,440,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",23,flat,0
C1_FULL,c1-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,MATERIALIZE_FULL,124,11,1,1.7337412000633776,llama3.2:3b,1,1,1,semantic_omission,1,MATERIALIZE_FULL,440,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",37,flat,0
C1_FULL,c1-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,MATERIALIZE_FULL,124,11,1,1.5866433000192046,llama3.2:3b,1,1,1,semantic_omission,1,MATERIALIZE_FULL,440,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",53,flat,0
C1_FULL,c1-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,MATERIALIZE_FULL,124,11,1,1.7146117000374943,llama3.2:3b,1,1,1,semantic_omission,1,MATERIALIZE_FULL,440,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",71,flat,0
C2_MORE,c2-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,MATERIALIZE_MORE,124,11,1,4.987556500127539,llama3.2:3b,1,1,1,semantic_omission,0,MATERIALIZE_FULL,586,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",11,flat,0
C2_MORE,c2-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,MATERIALIZE_MORE,124,11,1,1.8583807998802513,llama3.2:3b,1,1,1,semantic_omission,0,MATERIALIZE_FULL,586,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",23,flat,0
C2_MORE,c2-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,MATERIALIZE_MORE,124,11,1,1.7842282999772578,llama3.2:3b,1,1,1,semantic_omission,0,MATERIALIZE_FULL,586,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",37,flat,0
C2_MORE,c2-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,MATERIALIZE_MORE,124,11,1,1.7656294000335038,llama3.2:3b,1,1,1,semantic_omission,0,MATERIALIZE_FULL,586,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",53,flat,0
C2_MORE,c2-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,MATERIALIZE_MORE,124,11,1,1.8290342998225242,llama3.2:3b,1,1,1,semantic_omission,0,MATERIALIZE_FULL,586,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_FULL""}",71,flat,0
C3_CURSOR,c3-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CURSOR_NEXT,124,9,0,4.435127099975944,llama3.2:3b,1,0,1,semantic_omission,0,CONTINUE,582,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",11,flat,0
C3_CURSOR,c3-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CURSOR_NEXT,124,9,0,1.560758400009945,llama3.2:3b,1,0,1,semantic_omission,0,CONTINUE,582,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",23,flat,0
C3_CURSOR,c3-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CURSOR_NEXT,124,9,0,1.3064820000436157,llama3.2:3b,1,0,1,semantic_omission,0,CONTINUE,582,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",37,flat,0
C3_CURSOR,c3-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CURSOR_NEXT,124,9,0,1.4983884000685066,llama3.2:3b,1,0,1,semantic_omission,0,CONTINUE,582,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",53,flat,0
C3_CURSOR,c3-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,CURSOR_NEXT,124,9,0,1.4834081002045423,llama3.2:3b,1,0,1,semantic_omission,0,CONTINUE,582,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",71,flat,0
C4_SEARCH,c4-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,SEARCH_RECORD,124,9,0,4.274841899983585,llama3.2:3b,1,0,1,semantic_omission,0,CONTINUE,481,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",11,flat,0
C4_SEARCH,c4-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,SEARCH_RECORD,124,11,1,1.9209422001149505,llama3.2:3b,1,1,1,semantic_omission,0,INVALID,481,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_MORE""}",23,flat,0
C4_SEARCH,c4-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,SEARCH_RECORD,124,11,1,1.8272639999631792,llama3.2:3b,1,1,1,semantic_omission,0,INVALID,481,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_MORE""}",37,flat,0
C4_SEARCH,c4-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,SEARCH_RECORD,124,11,1,1.6096117000561208,llama3.2:3b,1,1,1,semantic_omission,0,INVALID,481,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_MORE""}",53,flat,0
C4_SEARCH,c4-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,SEARCH_RECORD,124,11,1,1.8897812000941485,llama3.2:3b,1,1,1,semantic_omission,0,INVALID,481,paper7-controller-calibration-v1,"{""context_action"": ""MATERIALIZE_MORE""}",71,flat,0
C5_TOOL,c5-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CALL_TOOL,124,9,1,3.641879100119695,llama3.2:3b,1,1,1,absent_from_backing,1,CALL_TOOL,448,paper7-controller-calibration-v1,"{""context_action"": ""CALL_TOOL""}",11,flat,0
C5_TOOL,c5-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CALL_TOOL,124,9,1,1.4905640999786556,llama3.2:3b,1,1,1,absent_from_backing,1,CALL_TOOL,448,paper7-controller-calibration-v1,"{""context_action"": ""CALL_TOOL""}",23,flat,0
C5_TOOL,c5-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CALL_TOOL,124,9,1,1.47179270000197,llama3.2:3b,1,1,1,absent_from_backing,1,CALL_TOOL,448,paper7-controller-calibration-v1,"{""context_action"": ""CALL_TOOL""}",37,flat,0
C5_TOOL,c5-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CALL_TOOL,124,9,1,1.4608712999615818,llama3.2:3b,1,1,1,absent_from_backing,1,CALL_TOOL,448,paper7-controller-calibration-v1,"{""context_action"": ""CALL_TOOL""}",53,flat,0
C5_TOOL,c5-billing,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CALL_TOOL,124,9,1,1.5423206000123173,llama3.2:3b,1,1,1,absent_from_backing,1,CALL_TOOL,448,paper7-controller-calibration-v1,"{""context_action"": ""CALL_TOOL""}",71,flat,0
C0_CONTINUE,c0-deployment,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CONTINUE,124,9,1,5.579245000146329,llama3.2:3b,1,0,0,compact_explicit,1,CONTINUE,602,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",11,flat,0
C0_CONTINUE,c0-deployment,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CONTINUE,124,9,1,1.5217087999917567,llama3.2:3b,1,0,0,compact_explicit,1,CONTINUE,602,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",23,flat,0
C0_CONTINUE,c0-deployment,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CONTINUE,124,9,1,1.3893476999364793,llama3.2:3b,1,0,0,compact_explicit,1,CONTINUE,602,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",37,flat,0
C0_CONTINUE,c0-deployment,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CONTINUE,124,9,1,1.541003500111401,llama3.2:3b,1,0,0,compact_explicit,1,CONTINUE,602,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",53,flat,0
C0_CONTINUE,c0-deployment,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,1,D0,CONTINUE,124,9,1,1.3782158999238163,llama3.2:3b,1,0,0,compact_explicit,1,CONTINUE,602,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",71,flat,0
C1_FULL,c1-deployment,a18f0925cc26fbf3cdb1d5563ea26a601eebdbe90bc5ef90da07b0dbbdf65a9b,flat,0,D0,MATERIALIZE_FULL,124,9,0,3.587240200024098,llama3.2:3b,1,0,1,opaque_hidden,0,CONTINUE,445,paper7-controller-calibration-v1,"{""context_action"": ""CONTINUE""}",11,flat,0
