split,dataset,example_id,condition,evidence_recall,precision,mrr,ndcg,any_hit,path_completion,missed_evidence,requested_chunks,requested_token_budget,materialized_chunks,materialized_tokens,selected_chunk_ids,positive_chunk_ids,positive_indices,graph_facets,graph_edges,graph_memory_bytes,graph_ms,cluster_ms,score_ms,selection_ms,routing_ms,cluster_iterations,cluster_converged,peak_graph_gpu_bytes,device
test,hotpotqa,5abce85755429959677d6b3e,embedding_kmeans,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=16|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=24|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=49|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=8,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=36|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=37|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=54|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=55|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=56,29|30|31|50|51|52,0,0,0,0.0,0.0,0.47040008939802647,0.5199001170694828,0.9903002064675093,0,0,0,cuda
test,hotpotqa,5abce85755429959677d6b3e,graph_cc,0.16666666666666666,0.25,0.25,0.16812753627111746,1.0,0.0,0.8333333333333334,4,128,0,0,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=16|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=17|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=47|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=36|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=37|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=54|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=55|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=56,29|30|31|50|51|52,4,62,2336,3.425200004130602,5.3351998794823885,0.5264000501483679,0.4718999844044447,9.758699918165803,9,1,9388544,cuda
test,hotpotqa,5abce85755429959677d6b3e,graph_label_propagation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=16|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=8|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=47|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=49,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=36|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=37|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=54|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=55|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=56,29|30|31|50|51|52,7,62,2336,4.237100016325712,15.66759985871613,0.685499981045723,0.46859984286129475,21.05879969894886,3,1,9410560,cuda
test,hotpotqa,5abce85755429959677d6b3e,paper26_bm25,0.16666666666666666,0.25,1.0,0.3903800499921017,1.0,0.0,0.8333333333333334,4,128,0,0,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=3|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=34|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=32,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=36|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=37|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=54|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=55|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=56,29|30|31|50|51|52,0,0,0,0.0,0.0,0.0,24.513700045645237,24.513700045645237,0,0,0,cuda
test,hotpotqa,5abce85755429959677d6b3e,paper26_hybrid,0.16666666666666666,0.25,1.0,0.3903800499921017,1.0,0.0,0.8333333333333334,4,128,0,0,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=56|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=30|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=15|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=17,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=36|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=37|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=54|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=55|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=56,29|30|31|50|51|52,0,0,0,0.0,0.0,0.0,33.71570003218949,33.71570003218949,0,0,0,cuda
test,hotpotqa,5abce85755429959677d6b3e,graph_cc_hybrid,0.16666666666666666,0.25,0.5,0.24630238874073,1.0,0.0,0.8333333333333334,4,128,0,0,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=17|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=30|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=15,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=36|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=37|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=54|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=55|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=56,29|30|31|50|51|52,4,62,2336,3.425200004130602,5.3351998794823885,0.5264000501483679,32.613599905744195,41.90039983950555,9,1,9388544,cuda
test,hotpotqa,5abce85755429959677d6b3e,graph_label_propagation_hybrid,0.16666666666666666,0.25,0.5,0.24630238874073,1.0,0.0,0.8333333333333334,4,128,0,0,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=30|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=40|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=17,benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=35|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=36|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=37|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=54|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=55|benchmark://hotpotqa/5abce85755429959677d6b3e#chunk=56,29|30|31|50|51|52,7,62,2336,4.237100016325712,15.66759985871613,0.685499981045723,33.979699946939945,54.56989980302751,3,1,9410560,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,global_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=120|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=104|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=168,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,0,0,0,0.0,0.0,0.999499810859561,0.8315998129546642,1.8310996238142252,0,0,0,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,paper25_multiscale,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=120|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=104|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=168,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,0,0,0,0.0,0.0,0.7058999035507441,0.6581000052392483,1.3639999087899923,0,0,0,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,paper25_clause,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=120|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=104|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=168,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,0,0,0,0.0,0.0,0.6367000751197338,0.6359000690281391,1.272600144147873,0,0,0,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,embedding_kmeans,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=120|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=104|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=168,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,0,0,0,0.0,0.0,0.6492000538855791,0.6657000631093979,1.314900116994977,0,0,0,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,graph_cc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=120|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=104|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=168,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,1,20,728,3.3642000053077936,3.0308000277727842,0.7092999294400215,0.6342998240143061,7.738599786534905,3,1,9899520,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,graph_label_propagation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=120|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=104|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=168,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,1,20,728,5.626800004392862,13.694900088012218,0.786100048571825,0.6250999867916107,20.732900127768517,5,1,9909760,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,paper26_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=107|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=109|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=175,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,0,0,0,0.0,0.0,0.0,38.415899965912104,38.415899965912104,0,0,0,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,paper26_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=17|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=107|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=109,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,0,0,0,0.0,0.0,0.0,40.9279998857528,40.9279998857528,0,0,0,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,graph_cc_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=17|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=107|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=109,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,1,20,728,3.3642000053077936,3.0308000277727842,0.7092999294400215,25.518199894577265,32.622499857097864,3,1,9899520,cuda
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,graph_label_propagation_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=17|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=24|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=107|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=109,benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=0|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=1|benchmark://qasper/1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5#chunk=2,0|1|88,1,20,728,5.626800004392862,13.694900088012218,0.786100048571825,27.172000147402287,47.27980028837919,5,1,9909760,cuda
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,global_semantic,0.14285714285714285,0.25,1.0,0.3903800499921017,1.0,0.0,0.8571428571428572,4,128,0,0,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=31|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=17|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=105,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=0|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=1|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=2|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=3|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=4|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=5|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6,0|1|24|35|46|57|68,0,0,0,0.0,0.0,0.7348998915404081,0.5872000474482775,1.3220999389886856,0,0,0,cuda
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,paper25_multiscale,0.2857142857142857,0.5,1.0,0.5855700749881525,1.0,0.0,0.7142857142857143,4,128,0,0,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=100|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=0|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=105,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=0|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=1|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=2|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=3|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=4|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=5|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6,0|1|24|35|46|57|68,0,0,0,0.0,0.0,0.9226000402122736,0.4950000438839197,1.4176000840961933,0,0,0,cuda
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,paper25_clause,0.42857142857142855,0.75,0.5,0.6096199500078984,1.0,0.0,0.5714285714285714,4,128,0,0,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=100|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=0|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=4,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=0|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=1|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=2|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=3|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=4|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=5|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6,0|1|24|35|46|57|68,0,0,0,0.0,0.0,0.5215001292526722,0.46600005589425564,0.9875001851469278,0,0,0,cuda
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,embedding_kmeans,0.14285714285714285,0.25,1.0,0.3903800499921017,1.0,0.0,0.8571428571428572,4,128,0,0,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=31|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=17|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=105,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=0|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=1|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=2|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=3|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=4|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=5|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6,0|1|24|35|46|57|68,0,0,0,0.0,0.0,0.47289999201893806,0.46369992196559906,0.9365999139845371,0,0,0,cuda
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,graph_cc,0.14285714285714285,0.25,1.0,0.3903800499921017,1.0,0.0,0.8571428571428572,4,128,0,0,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=31|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=17|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=105,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=0|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=1|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=2|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=3|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=4|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=5|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6,0|1|24|35|46|57|68,2,48,1752,4.559400025755167,3.88510012999177,0.5278000608086586,0.6258001085370779,9.598100325092673,5,1,9316352,cuda
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,graph_label_propagation,0.14285714285714285,0.25,1.0,0.3903800499921017,1.0,0.0,0.8571428571428572,4,128,0,0,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=31|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=17|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=105,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=0|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=1|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=2|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=3|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=4|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=5|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6,0|1|24|35|46|57|68,3,48,1752,4.973100032657385,19.042300060391426,0.5238000303506851,0.6272997707128525,25.16649989411235,5,1,9330176,cuda
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,paper26_bm25,0.14285714285714285,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.8571428571428572,4,128,0,0,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=100|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=73|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=90,benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=0|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=1|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=2|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=3|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=4|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=5|benchmark://qasper/1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8#chunk=6,0|1|24|35|46|57|68,0,0,0,0.0,0.0,0.0,38.32950000651181,38.32950000651181,0,0,0,cuda
