split,dataset,example_id,initial_recall,oracle_recall,oracle_action,policy,predicted_action,selected_root_method,selected_successor_method,final_recall,action_correct
test,musique,4hop2__103790_39078_8987_8529,0.0,0.3333333333333333,change_successor_method,initial_no_retry,stop,exact,bm25_state,0.0,
test,musique,4hop2__103790_39078_8987_8529,0.0,0.3333333333333333,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,4hop2__103790_39078_8987_8529,0.0,0.3333333333333333,change_successor_method,learned_targeted_retry,change_successor_method,exact,native_semantic,0.3333333333333333,1
test,musique,4hop2__103790_39078_8987_8529,0.0,0.3333333333333333,change_successor_method,oracle_correction,change_successor_method,semantic,native_semantic,0.3333333333333333,1
test,musique,4hop2__105527_14670_8987_8529,0.0,0.14285714285714285,combined_method_switch,initial_no_retry,stop,approx,native_semantic,0.0,
test,musique,4hop2__105527_14670_8987_8529,0.0,0.14285714285714285,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,4hop2__105527_14670_8987_8529,0.0,0.14285714285714285,combined_method_switch,learned_targeted_retry,change_successor_method,approx,approximate_new_address,0.0,0
test,musique,4hop2__105527_14670_8987_8529,0.0,0.14285714285714285,combined_method_switch,oracle_correction,combined_method_switch,semantic,exact_new_address,0.14285714285714285,1
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.0,0.14285714285714285,combined_method_switch,initial_no_retry,stop,semantic,native_semantic,0.0,
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.0,0.14285714285714285,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.0,0.14285714285714285,combined_method_switch,learned_targeted_retry,change_root_method,bm25,native_semantic,0.0,0
test,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.0,0.14285714285714285,combined_method_switch,oracle_correction,combined_method_switch,hybrid,exact_new_address,0.14285714285714285,1
test,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.0,0.0,stop,initial_no_retry,stop,exact,native_semantic,0.0,
test,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.0,0.0,stop,learned_targeted_retry,change_root_method,semantic,native_semantic,0.0,0
test,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.0,0.0,stop,oracle_correction,stop,hybrid,native_semantic,0.0,1
test,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,0.16666666666666666,combined_method_switch,initial_no_retry,stop,bm25,bm25_state,0.0,
test,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,0.16666666666666666,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,0.16666666666666666,combined_method_switch,learned_targeted_retry,change_root_method,semantic,bm25_state,0.0,0
test,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,0.16666666666666666,combined_method_switch,oracle_correction,combined_method_switch,hybrid,hybrid_state,0.16666666666666666,1
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,0.3333333333333333,combined_method_switch,initial_no_retry,stop,exact,exact_new_address,0.0,
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,0.3333333333333333,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.3333333333333333,
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,0.3333333333333333,combined_method_switch,learned_targeted_retry,change_root_method,bm25,exact_new_address,0.0,0
test,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,0.3333333333333333,combined_method_switch,oracle_correction,combined_method_switch,bm25,native_semantic,0.3333333333333333,1
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.14285714285714285,0.14285714285714285,stop,initial_no_retry,stop,exact,exact_new_address,0.14285714285714285,
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.14285714285714285,0.14285714285714285,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.14285714285714285,0.14285714285714285,stop,learned_targeted_retry,change_root_method,semantic,exact_new_address,0.0,0
test,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.14285714285714285,0.14285714285714285,stop,oracle_correction,stop,exact,exact_new_address,0.14285714285714285,1
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.0,0.0,stop,initial_no_retry,stop,bm25,exact_new_address,0.0,
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.0,0.0,stop,learned_targeted_retry,change_root_method,semantic,exact_new_address,0.0,0
test,qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.0,0.0,stop,oracle_correction,stop,exact,exact_new_address,0.0,1
test,qasper,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,0.0,0.0,stop,initial_no_retry,stop,exact,exact_new_address,0.0,
test,qasper,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,0.0,0.0,stop,learned_targeted_retry,change_root_method,exact,exact_new_address,0.0,0
test,qasper,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,0.0,0.0,stop,oracle_correction,stop,bm25,bm25_state,0.0,1
test,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0.0,0.08333333333333333,change_successor_method,initial_no_retry,stop,exact,exact_new_address,0.0,
test,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0.0,0.08333333333333333,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0.0,0.08333333333333333,change_successor_method,learned_targeted_retry,change_root_method,exact,exact_new_address,0.0,0
test,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0.0,0.08333333333333333,change_successor_method,oracle_correction,change_successor_method,exact,bm25_state,0.08333333333333333,1
test,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.0136986301369863,0.0273972602739726,change_successor_method,initial_no_retry,stop,exact,hybrid_state,0.0136986301369863,
test,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.0136986301369863,0.0273972602739726,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.013333333333333334,
test,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.0136986301369863,0.0273972602739726,change_successor_method,learned_targeted_retry,stop,exact,hybrid_state,0.0136986301369863,0
test,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.0136986301369863,0.0273972602739726,change_successor_method,oracle_correction,change_successor_method,exact,bm25_state,0.0273972602739726,1
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.0,0.0,stop,initial_no_retry,stop,exact,exact_new_address,0.0,
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.0,0.0,stop,learned_targeted_retry,change_root_method,bm25,exact_new_address,0.0,0
test,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.0,0.0,stop,oracle_correction,stop,bm25,bm25_state,0.0,1
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.0,0.07692307692307693,change_root_method,initial_no_retry,stop,bm25,exact_new_address,0.0,
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.0,0.07692307692307693,change_root_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.0,0.07692307692307693,change_root_method,learned_targeted_retry,change_root_method,bm25,exact_new_address,0.0,1
test,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.0,0.07692307692307693,change_root_method,oracle_correction,change_root_method,approx,exact_new_address,0.07692307692307693,1
test,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.0,0.2,change_root_method,initial_no_retry,stop,exact,exact_new_address,0.0,
test,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.0,0.2,change_root_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.0,0.2,change_root_method,learned_targeted_retry,change_root_method,bm25,exact_new_address,0.0,1
test,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.0,0.2,change_root_method,oracle_correction,change_root_method,approx,exact_new_address,0.2,1
test,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.0,0.3333333333333333,combined_method_switch,initial_no_retry,stop,bm25,approximate_new_address,0.0,
test,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.0,0.3333333333333333,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.0,0.3333333333333333,combined_method_switch,learned_targeted_retry,change_root_method,exact,approximate_new_address,0.0,0
test,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.0,0.3333333333333333,combined_method_switch,oracle_correction,combined_method_switch,hybrid,native_semantic,0.3333333333333333,1
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.0,0.0,stop,initial_no_retry,stop,bm25,native_semantic,0.0,
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,bm25_state,0.0,
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.0,0.0,stop,learned_targeted_retry,change_root_method,bm25,native_semantic,0.0,0
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.0,0.0,stop,oracle_correction,stop,semantic,exact_new_address,0.0,1
test,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.0,0.0,stop,initial_no_retry,stop,bm25,native_semantic,0.0,
test,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,bm25_state,0.0,
test,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.0,0.0,stop,learned_targeted_retry,change_root_method,bm25,native_semantic,0.0,0
test,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.0,0.0,stop,oracle_correction,stop,exact,exact_new_address,0.0,1
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.0,0.2,change_root_method,initial_no_retry,stop,exact,bm25_state,0.0,
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.0,0.2,change_root_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.0,0.2,change_root_method,learned_targeted_retry,change_root_method,exact,bm25_state,0.0,1
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.0,0.2,change_root_method,oracle_correction,change_root_method,hybrid,exact_new_address,0.2,1
