dataset,split,example_id,condition,lexical_channel,lexical_weight,selected_chunks,index_bytes_per_chunk,routing_dots,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,requested_chunks
qasper,validation,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,bm25_w0.25,bm25,0.25,3 8 4 6,2048,135168,0.4,1.0,1.0,1.0,0.0,1.0,4.0
qasper,validation,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,bm25_w0.50,bm25,0.5,3 39 8 112,2048,135168,0.2,0.5,1.0,1.0,0.0,1.0,4.0
qasper,validation,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,bm25_w0.75,bm25,0.75,39 3 29 22,2048,135168,0.1,0.25,1.0,1.0,0.0,0.5,4.0
qasper,validation,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,bm25_w1.00,bm25,1.0,39 29 22 26,2048,135168,0.0,0.0,0.0,0.0,0.0,0.0,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact_w0.00,exact,0.0,0 1 48 72,2048,106496,1.0,0.25,1.0,1.0,0.0,1.0,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact_w0.25,exact,0.25,0 1 48 72,2048,106496,1.0,0.25,1.0,1.0,0.0,1.0,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact_w0.50,exact,0.5,0 1 48 72,2048,106496,1.0,0.25,1.0,1.0,0.0,1.0,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact_w0.75,exact,0.75,0 1 48 72,2048,106496,1.0,0.25,1.0,1.0,0.0,1.0,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact_w1.00,exact,1.0,0 1 2 3,2048,106496,1.0,0.25,1.0,1.0,0.0,1.0,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,bm25_w0.00,bm25,0.0,0 1 48 72,2048,106496,1.0,0.25,1.0,1.0,0.0,1.0,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,bm25_w0.25,bm25,0.25,0 48 97 89,2048,106496,1.0,0.25,1.0,1.0,0.0,1.0,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,bm25_w0.50,bm25,0.5,97 0 45 48,2048,106496,1.0,0.25,1.0,1.0,0.0,0.5,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,bm25_w0.75,bm25,0.75,97 45 48 89,2048,106496,0.0,0.0,0.0,0.0,0.0,0.0,4.0
qasper,validation,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,bm25_w1.00,bm25,1.0,45 97 68 89,2048,106496,0.0,0.0,0.0,0.0,0.0,0.0,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact_w0.00,exact,0.0,0 1 3 2,2048,195584,0.5714285714285714,1.0,1.0,1.0,0.0,1.0,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact_w0.25,exact,0.25,0 1 3 2,2048,195584,0.5714285714285714,1.0,1.0,1.0,0.0,1.0,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact_w0.50,exact,0.5,131 0 1 3,2048,195584,0.42857142857142855,0.75,1.0,1.0,0.0,0.5,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact_w0.75,exact,0.75,131 0 1 3,2048,195584,0.42857142857142855,0.75,1.0,1.0,0.0,0.5,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact_w1.00,exact,1.0,131 0 1 2,2048,195584,0.42857142857142855,0.75,1.0,1.0,0.0,0.5,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,bm25_w0.00,bm25,0.0,0 1 3 2,2048,195584,0.5714285714285714,1.0,1.0,1.0,0.0,1.0,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,bm25_w0.25,bm25,0.25,4 0 1 3,2048,195584,0.5714285714285714,1.0,1.0,1.0,0.0,1.0,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,bm25_w0.50,bm25,0.5,4 131 149 162,2048,195584,0.14285714285714285,0.25,1.0,1.0,0.0,1.0,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,bm25_w0.75,bm25,0.75,4 131 162 81,2048,195584,0.14285714285714285,0.25,1.0,1.0,0.0,1.0,4.0
qasper,validation,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,bm25_w1.00,bm25,1.0,4 131 162 81,2048,195584,0.14285714285714285,0.25,1.0,1.0,0.0,1.0,4.0
qasper,test,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,bm25_w0.00,bm25,0.0,1 0 145 120,2048,180224,0.6666666666666666,0.5,1.0,1.0,0.0,1.0,4.0
qasper,test,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,bm25_w0.00,bm25,0.0,84 80 75 86,2048,114688,0.0,0.0,0.0,0.0,0.0,0.0,4.0
qasper,test,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,bm25_w0.00,bm25,0.0,8 136 0 80,2048,164864,0.15384615384615385,0.5,1.0,1.0,0.0,1.0,4.0
qasper,test,1808.10245:da9c0637623885afaf023a319beee87898948fe9,bm25_w0.00,bm25,0.0,8 16 40 65,2048,96256,0.0,0.0,0.0,0.0,0.0,0.0,4.0
qasper,test,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,bm25_w0.00,bm25,0.0,0 40 8 72,2048,111616,1.0,0.25,1.0,1.0,0.0,1.0,4.0
qasper,test,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,bm25_w0.00,bm25,0.0,12 49 61 0,2048,130048,0.13333333333333333,0.5,1.0,1.0,0.0,1.0,4.0
qasper,test,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,bm25_w0.00,bm25,0.0,74 80 73 72,2048,90112,0.0,0.0,0.0,0.0,0.0,0.0,4.0
qasper,test,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,bm25_w0.00,bm25,0.0,104 0 8 72,2048,296960,0.04,0.75,1.0,1.0,0.0,0.5,4.0
qasper,test,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,bm25_w0.00,bm25,0.0,0 1 2 56,2048,113664,1.0,0.25,1.0,1.0,0.0,1.0,4.0
qasper,test,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,bm25_w0.00,bm25,0.0,120 0 114 115,2048,151552,0.07142857142857142,0.25,1.0,1.0,0.0,0.5,4.0
qasper,test,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,bm25_w0.00,bm25,0.0,160 54 0 161,2048,210944,0.2,0.25,1.0,1.0,0.0,0.3333333333333333,4.0
qasper,test,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,bm25_w0.00,bm25,0.0,35 3 0 56,2048,73728,0.5,0.5,1.0,1.0,0.0,0.5,4.0
qasper,test,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,bm25_w0.00,bm25,0.0,2 0 56 32,2048,69632,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,4.0
qasper,test,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,bm25_w0.00,bm25,0.0,98 41 160 95,2048,164864,0.0,0.0,0.0,0.0,0.0,0.0,4.0
qasper,test,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,bm25_w0.00,bm25,0.0,96 0 98 112,2048,193536,0.125,0.25,1.0,1.0,0.0,0.5,4.0
qasper,test,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,bm25_w0.00,bm25,0.0,0 128 96 88,2048,174080,0.2,0.25,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,exact_w0.00,exact,0.0,48 18 19 20,2048,61440,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,exact_w0.25,exact,0.25,48 49 18 20,2048,61440,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,exact_w0.50,exact,0.5,49 47 48 51,2048,61440,0.5,0.75,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,exact_w0.75,exact,0.75,49 47 51 45,2048,61440,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,exact_w1.00,exact,1.0,45 47 49 51,2048,61440,0.3333333333333333,0.5,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,bm25_w0.00,bm25,0.0,48 18 19 20,2048,61440,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,bm25_w0.25,bm25,0.25,48 49 18 19,2048,61440,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,bm25_w0.50,bm25,0.5,48 49 47 43,2048,61440,0.5,0.75,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,bm25_w0.75,bm25,0.75,48 49 43 47,2048,61440,0.5,0.75,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,038fb14a0bb011ebab90acde48001122,bm25_w1.00,bm25,1.0,48 4 3 43,2048,61440,0.16666666666666666,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,exact_w0.00,exact,0.0,20 21 0 26,2048,28672,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,exact_w0.25,exact,0.25,20 21 0 9,2048,28672,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,exact_w0.50,exact,0.5,21 20 23 25,2048,28672,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,exact_w0.75,exact,0.75,25 21 27 23,2048,28672,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,exact_w1.00,exact,1.0,25 27 21 23,2048,28672,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,bm25_w0.00,bm25,0.0,20 21 0 26,2048,28672,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,bm25_w0.25,bm25,0.25,21 20 0 23,2048,28672,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,bm25_w0.50,bm25,0.5,21 25 23 20,2048,28672,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,bm25_w0.75,bm25,0.75,25 21 23 24,2048,28672,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,20dfd443092011ebbdaeac1f6bf848b6,bm25_w1.00,bm25,1.0,25 27 24 23,2048,28672,0.2,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,exact_w0.00,exact,0.0,9 8 7 24,2048,47104,0.6,0.75,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,exact_w0.25,exact,0.25,9 7 24 8,2048,47104,0.6,0.75,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,exact_w0.50,exact,0.5,9 7 24 16,2048,47104,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,exact_w0.75,exact,0.75,9 7 24 16,2048,47104,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,exact_w1.00,exact,1.0,7 9 11 13,2048,47104,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,bm25_w0.00,bm25,0.0,9 8 7 24,2048,47104,0.6,0.75,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,bm25_w0.25,bm25,0.25,9 36 8 7,2048,47104,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,bm25_w0.50,bm25,0.5,36 9 7 8,2048,47104,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,bm25_w0.75,bm25,0.75,36 40 7 9,2048,47104,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,28db126d08c911ebbd92ac1f6bf848b6,bm25_w1.00,bm25,1.0,36 40 6 7,2048,47104,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,exact_w0.00,exact,0.0,22 7 6 21,2048,23552,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,exact_w0.25,exact,0.25,6 7 21 22,2048,23552,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,exact_w0.50,exact,0.5,6 4 7 21,2048,23552,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,exact_w0.75,exact,0.75,6 4 2 7,2048,23552,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,exact_w1.00,exact,1.0,2 4 6 7,2048,23552,0.4,0.5,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,bm25_w0.00,bm25,0.0,22 7 6 21,2048,23552,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,bm25_w0.25,bm25,0.25,6 22 7 4,2048,23552,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,bm25_w0.50,bm25,0.5,6 4 22 7,2048,23552,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,bm25_w0.75,bm25,0.75,6 4 2 0,2048,23552,0.2,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,38573b3e0bdb11eba7f7acde48001122,bm25_w1.00,bm25,1.0,4 2 6 0,2048,23552,0.2,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,exact_w0.00,exact,0.0,28 36 26 27,2048,57344,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,exact_w0.25,exact,0.25,35 33 36 28,2048,57344,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,exact_w0.50,exact,0.5,35 33 48 5,2048,57344,0.2,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,exact_w0.75,exact,0.75,35 33 48 5,2048,57344,0.2,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,exact_w1.00,exact,1.0,33 35 48 0,2048,57344,0.2,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,28 36 26 27,2048,57344,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,bm25_w0.25,bm25,0.25,35 36 33 28,2048,57344,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,bm25_w0.50,bm25,0.5,33 35 36 10,2048,57344,0.4,0.5,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,bm25_w0.75,bm25,0.75,33 35 10 48,2048,57344,0.2,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,49ac82560bde11eba7f7acde48001122,bm25_w1.00,bm25,1.0,33 35 10 48,2048,57344,0.2,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,exact_w0.00,exact,0.0,32 25 31 24,2048,35840,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,exact_w0.25,exact,0.25,32 31 25 24,2048,35840,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,exact_w0.50,exact,0.5,31 25 30 32,2048,35840,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,exact_w0.75,exact,0.75,31 30 28 29,2048,35840,0.2,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,exact_w1.00,exact,1.0,27 28 29 30,2048,35840,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,bm25_w0.00,bm25,0.0,32 25 31 24,2048,35840,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,bm25_w0.25,bm25,0.25,32 25 24 31,2048,35840,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,bm25_w0.50,bm25,0.5,24 25 32 31,2048,35840,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,bm25_w0.75,bm25,0.75,24 25 32 15,2048,35840,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4a48ee2c085c11ebbd5cac1f6bf848b6,bm25_w1.00,bm25,1.0,24 25 15 29,2048,35840,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,exact_w0.00,exact,0.0,4 6 5 31,2048,51200,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,exact_w0.25,exact,0.25,6 5 4 30,2048,51200,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,exact_w0.50,exact,0.5,6 5 3 0,2048,51200,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,exact_w0.75,exact,0.75,6 5 3 0,2048,51200,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,exact_w1.00,exact,1.0,3 5 6 0,2048,51200,0.4,0.5,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,4 6 5 31,2048,51200,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,bm25_w0.25,bm25,0.25,6 5 4 31,2048,51200,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,bm25_w0.50,bm25,0.5,5 6 31 3,2048,51200,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,bm25_w0.75,bm25,0.75,5 6 3 31,2048,51200,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,4c53b8f80bde11eba7f7acde48001122,bm25_w1.00,bm25,1.0,3 5 6 19,2048,51200,0.4,0.5,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,exact_w0.00,exact,0.0,22 0 2 21,2048,37888,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,exact_w0.25,exact,0.25,22 21 0 24,2048,37888,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,exact_w0.50,exact,0.5,22 21 0 24,2048,37888,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,exact_w0.75,exact,0.75,22 21 0 24,2048,37888,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,exact_w1.00,exact,1.0,21 22 0 17,2048,37888,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,bm25_w0.00,bm25,0.0,22 0 2 21,2048,37888,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,bm25_w0.25,bm25,0.25,22 21 0 2,2048,37888,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,bm25_w0.50,bm25,0.5,21 22 0 24,2048,37888,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,bm25_w0.75,bm25,0.75,21 22 35 33,2048,37888,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,5a9ca2660bda11eba7f7acde48001122,bm25_w1.00,bm25,1.0,21 22 35 18,2048,37888,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,exact_w0.00,exact,0.0,0 16 1 15,2048,32768,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,exact_w0.25,exact,0.25,0 16 15 1,2048,32768,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,exact_w0.50,exact,0.5,0 16 10 2,2048,32768,0.5,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,exact_w0.75,exact,0.75,0 10 2 12,2048,32768,0.25,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,exact_w1.00,exact,1.0,0 2 5 7,2048,32768,0.25,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,bm25_w0.00,bm25,0.0,0 16 1 15,2048,32768,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,bm25_w0.25,bm25,0.25,0 16 15 1,2048,32768,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,bm25_w0.50,bm25,0.5,0 16 15 9,2048,32768,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,bm25_w0.75,bm25,0.75,0 2 9 15,2048,32768,0.5,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,7a11b11109a811ebbdb0ac1f6bf848b6,bm25_w1.00,bm25,1.0,2 9 0 18,2048,32768,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,exact_w0.00,exact,0.0,23 22 26 27,2048,30720,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,exact_w0.25,exact,0.25,23 22 27 26,2048,30720,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,exact_w0.50,exact,0.5,23 22 27 26,2048,30720,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,exact_w0.75,exact,0.75,23 22 27 28,2048,30720,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,exact_w1.00,exact,1.0,22 23 27 28,2048,30720,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,bm25_w0.00,bm25,0.0,23 22 26 27,2048,30720,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,bm25_w0.25,bm25,0.25,23 22 27 26,2048,30720,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,bm25_w0.50,bm25,0.5,22 23 27 26,2048,30720,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,bm25_w0.75,bm25,0.75,22 27 23 8,2048,30720,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,7ae18dc708be11ebbd8aac1f6bf848b6,bm25_w1.00,bm25,1.0,22 4 27 29,2048,30720,0.5,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,exact_w0.00,exact,0.0,0 7 1 6,2048,10240,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,exact_w0.25,exact,0.25,0 7 6 1,2048,10240,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,exact_w0.50,exact,0.5,7 6 0 1,2048,10240,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,exact_w0.75,exact,0.75,7 6 0 1,2048,10240,0.8,1.0,1.0,1.0,0.0,1.0,4.0
