dataset,split,example_id,anchor,condition,delay,look_ahead,router_call,routing_dots,churn,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,requested_chunks,normalized_entropy,top1_margin
hotpotqa,test,5a8888e35542997e5c09a5f6,5,margin_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.7828051447868347,1.117110252380371
hotpotqa,test,5a8888e35542997e5c09a5f6,6,margin_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.7409259080886841,1.2071914672851562
hotpotqa,test,5a8888e35542997e5c09a5f6,7,margin_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.7631940245628357,1.0270233154296875
hotpotqa,test,5a8888e35542997e5c09a5f6,8,margin_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.8205932378768921,0.8361730575561523
hotpotqa,test,5a8888e35542997e5c09a5f6,9,margin_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,0.8138904571533203,0.9207859039306641
hotpotqa,test,5a8888e35542997e5c09a5f6,10,margin_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,0.7584396600723267,1.175882339477539
hotpotqa,test,5a8888e35542997e5c09a5f6,11,margin_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,0.7490838766098022,0.9823875427246094
hotpotqa,test,5a8888e35542997e5c09a5f6,0,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.7201483249664307,1.0106887817382812
hotpotqa,test,5a8888e35542997e5c09a5f6,1,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,0.7430749535560608,1.1196746826171875
hotpotqa,test,5a8888e35542997e5c09a5f6,2,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.780591607093811,1.077035903930664
hotpotqa,test,5a8888e35542997e5c09a5f6,3,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.7675672769546509,1.0004520416259766
hotpotqa,test,5a8888e35542997e5c09a5f6,4,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.7736655473709106,0.9762306213378906
hotpotqa,test,5a8888e35542997e5c09a5f6,5,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.7828051447868347,1.117110252380371
hotpotqa,test,5a8888e35542997e5c09a5f6,6,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.7409259080886841,1.2071914672851562
hotpotqa,test,5a8888e35542997e5c09a5f6,7,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.7631940245628357,1.0270233154296875
hotpotqa,test,5a8888e35542997e5c09a5f6,8,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,0.8205932378768921,0.8361730575561523
hotpotqa,test,5a8888e35542997e5c09a5f6,9,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,0.8138904571533203,0.9207859039306641
hotpotqa,test,5a8888e35542997e5c09a5f6,10,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,0.7584396600723267,1.175882339477539
hotpotqa,test,5a8888e35542997e5c09a5f6,11,entropy_threshold,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,0.7490838766098022,0.9823875427246094
hotpotqa,test,5a8888e35542997e5c09a5f6,0,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,1,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,2,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,3,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,4,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,5,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,6,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,7,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,8,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,9,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,10,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,11,stride_1,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,0,stride_2,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,1,stride_2,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,2,stride_2,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,3,stride_2,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,4,stride_2,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,5,stride_2,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,6,stride_2,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,7,stride_2,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,8,stride_2,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,9,stride_2,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,10,stride_2,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,11,stride_2,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,0,stride_4,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,1,stride_4,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,2,stride_4,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,3,stride_4,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,4,stride_4,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,5,stride_4,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,6,stride_4,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,7,stride_4,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,8,stride_4,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,9,stride_4,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,10,stride_4,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,11,stride_4,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,0,stride_8,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,1,stride_8,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,2,stride_8,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,3,stride_8,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,4,stride_8,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,5,stride_8,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,6,stride_8,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,7,stride_8,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,8,stride_8,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,9,stride_8,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,10,stride_8,0,0,0,0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,4.0,nan,nan
hotpotqa,test,5a8888e35542997e5c09a5f6,11,stride_8,0,0,1,0,0.0,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,0,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8925699591636658,0.1100311279296875
hotpotqa,test,5a8c8502554299585d9e36d0,1,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8939448595046997,0.0262451171875
hotpotqa,test,5a8c8502554299585d9e36d0,2,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8880729079246521,0.07698631286621094
hotpotqa,test,5a8c8502554299585d9e36d0,3,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9123338460922241,0.008846282958984375
hotpotqa,test,5a8c8502554299585d9e36d0,4,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.92486172914505,0.01645660400390625
hotpotqa,test,5a8c8502554299585d9e36d0,5,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9225091338157654,0.022188186645507812
hotpotqa,test,5a8c8502554299585d9e36d0,6,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9209566116333008,0.00536346435546875
hotpotqa,test,5a8c8502554299585d9e36d0,7,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9144085049629211,0.0654144287109375
hotpotqa,test,5a8c8502554299585d9e36d0,8,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8921080827713013,0.07993125915527344
hotpotqa,test,5a8c8502554299585d9e36d0,9,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.885299801826477,0.06358528137207031
hotpotqa,test,5a8c8502554299585d9e36d0,10,immediate,0,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9184165596961975,0.03432464599609375
hotpotqa,test,5a8c8502554299585d9e36d0,11,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9387432336807251,0.03043079376220703
hotpotqa,test,5a8c8502554299585d9e36d0,12,immediate,0,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9259781241416931,0.15868854522705078
hotpotqa,test,5a8c8502554299585d9e36d0,13,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9174167513847351,0.1358184814453125
hotpotqa,test,5a8c8502554299585d9e36d0,14,immediate,0,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9115565419197083,0.04877471923828125
hotpotqa,test,5a8c8502554299585d9e36d0,15,immediate,0,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9282460808753967,0.007389068603515625
hotpotqa,test,5a8c8502554299585d9e36d0,16,immediate,0,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9263525009155273,0.028425216674804688
hotpotqa,test,5a8c8502554299585d9e36d0,17,immediate,0,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8917755484580994,0.10304832458496094
hotpotqa,test,5a8c8502554299585d9e36d0,0,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,0,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,1,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,1,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,2,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,2,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,3,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,3,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,4,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,4,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,5,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,5,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,6,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,6,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,7,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,7,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,8,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,8,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,9,fixed_delay_1,1,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,9,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,10,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,10,known_future_1,0,1,1,84480,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,11,fixed_delay_1,1,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,11,known_future_1,0,1,1,84480,0.4,0.2,0.25,1.0,0.0,0.0,0.25,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,12,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,12,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,13,fixed_delay_1,1,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,13,known_future_1,0,1,1,84480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,14,fixed_delay_1,1,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,14,known_future_1,0,1,1,84480,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,15,fixed_delay_1,1,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,15,known_future_1,0,1,1,84480,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,16,fixed_delay_1,1,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,16,known_future_1,0,1,1,84480,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,0,fixed_delay_2,2,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,0,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,1,fixed_delay_2,2,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,1,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,2,fixed_delay_2,2,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,2,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,3,fixed_delay_2,2,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,3,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,4,fixed_delay_2,2,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,4,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,5,fixed_delay_2,2,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,5,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,6,fixed_delay_2,2,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,6,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,7,fixed_delay_2,2,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,7,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,8,fixed_delay_2,2,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,8,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,9,fixed_delay_2,2,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,9,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,10,fixed_delay_2,2,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,10,known_future_2,0,2,1,112640,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,11,fixed_delay_2,2,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,11,known_future_2,0,2,1,112640,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,12,fixed_delay_2,2,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,12,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,13,fixed_delay_2,2,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,13,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,14,fixed_delay_2,2,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,14,known_future_2,0,2,1,112640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,15,fixed_delay_2,2,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,15,known_future_2,0,2,1,112640,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,0,fixed_delay_4,4,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,0,known_future_4,0,4,1,168960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,1,fixed_delay_4,4,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,1,known_future_4,0,4,1,168960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,2,fixed_delay_4,4,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,2,known_future_4,0,4,1,168960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,3,fixed_delay_4,4,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,3,known_future_4,0,4,1,168960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,4,fixed_delay_4,4,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,4,known_future_4,0,4,1,168960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,5,fixed_delay_4,4,0,1,56320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,5,known_future_4,0,4,1,168960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,6,fixed_delay_4,4,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,6,known_future_4,0,4,1,168960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
hotpotqa,test,5a8c8502554299585d9e36d0,7,fixed_delay_4,4,0,1,56320,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,nan,nan
