dataset,example_id,seed,report_semantics,expected_selection,actual_selection,selection_match,expected_evidence_recall,actual_evidence_recall,recall_delta
2wikimultihopqa,351a24b40bda11eba7f7acde48001122,-1,five_seed_score_ensemble,31 1 10 34,31 1 10 34,True,0.25,0.25,0.0
2wikimultihopqa,370b63600bde11eba7f7acde48001122,-1,five_seed_score_ensemble,39 36 31 24,39 36 31 24,True,0.25,0.25,0.0
2wikimultihopqa,3bba836a0bb011ebab90acde48001122,-1,five_seed_score_ensemble,73 35 44 3,73 35 44 3,True,0.14285714285714285,0.14285714285714285,0.0
2wikimultihopqa,3cd79ef40bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,25 14 26 30,25 14 26 30,True,0.0,0.0,0.0
2wikimultihopqa,3ed581120bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,17 43 52 24,17 43 52 24,True,0.25,0.25,0.0
2wikimultihopqa,40dff7a00bdb11eba7f7acde48001122,-1,five_seed_score_ensemble,15 5 10 1,15 5 10 1,True,0.3333333333333333,0.3333333333333333,0.0
2wikimultihopqa,4175aadc0bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,30 10 11 12,30 10 11 12,True,0.4,0.4,0.0
2wikimultihopqa,4295a058091511ebbdadac1f6bf848b6,-1,five_seed_score_ensemble,16 1 3 2,16 1 3 2,True,0.5,0.5,0.0
2wikimultihopqa,439a6dec0bde11eba7f7acde48001122,-1,five_seed_score_ensemble,8 2 21 3,8 2 21 3,True,0.16666666666666666,0.16666666666666666,0.0
2wikimultihopqa,43d20e340baf11ebab90acde48001122,-1,five_seed_score_ensemble,6 1 2 3,6 1 2 3,True,0.1111111111111111,0.1111111111111111,0.0
2wikimultihopqa,43fedada095511ebbdaeac1f6bf848b6,-1,five_seed_score_ensemble,0 16 12 13,0 16 12 13,True,0.0,0.0,0.0
2wikimultihopqa,45df5d7c0bdb11eba7f7acde48001122,-1,five_seed_score_ensemble,3 8 6 4,3 8 6 4,True,0.25,0.25,0.0
2wikimultihopqa,464cfa460bd911eba7f7acde48001122,-1,five_seed_score_ensemble,20 5 24 8,20 5 24 8,True,0.16666666666666666,0.16666666666666666,0.0
2wikimultihopqa,49831c3008c411ebbd8eac1f6bf848b6,-1,five_seed_score_ensemble,24 25 17 27,24 25 17 27,True,0.0,0.0,0.0
2wikimultihopqa,4ce7cb8e0bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,19 8 40 15,19 8 40 15,True,0.0,0.0,0.0
2wikimultihopqa,547835de087f11ebbd6bac1f6bf848b6,-1,five_seed_score_ensemble,16 17 1 5,16 17 1 5,True,0.0,0.0,0.0
2wikimultihopqa,57e10b360bb011ebab90acde48001122,-1,five_seed_score_ensemble,58 80 55 53,58 80 55 53,True,0.0,0.0,0.0
2wikimultihopqa,5a8cbfba0bb011ebab90acde48001122,-1,five_seed_score_ensemble,24 2 4 3,24 2 4 3,True,0.0,0.0,0.0
2wikimultihopqa,5b168cd8089811ebbd77ac1f6bf848b6,-1,five_seed_score_ensemble,9 17 16 10,9 17 16 10,True,0.3333333333333333,0.3333333333333333,0.0
2wikimultihopqa,5b8ff9cc08d111ebbd95ac1f6bf848b6,-1,five_seed_score_ensemble,3 56 33 50,3 56 33 50,True,0.4,0.4,0.0
2wikimultihopqa,5eed803f08a511ebbd7dac1f6bf848b6,-1,five_seed_score_ensemble,8 4 13 6,8 4 13 6,True,0.4,0.4,0.0
2wikimultihopqa,60c46c100bde11eba7f7acde48001122,-1,five_seed_score_ensemble,28 13 1 0,28 13 1 0,True,0.4,0.4,0.0
2wikimultihopqa,6638110e0bdb11eba7f7acde48001122,-1,five_seed_score_ensemble,7 8 4 32,7 8 4 32,True,0.16666666666666666,0.16666666666666666,0.0
2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,-1,five_seed_score_ensemble,16 27 1 24,16 27 1 24,True,0.4,0.4,0.0
2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,-1,five_seed_score_ensemble,11 8 12 30,11 8 12 30,True,0.3333333333333333,0.3333333333333333,0.0
2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,-1,five_seed_score_ensemble,21 10 2 1,21 10 2 1,True,0.16666666666666666,0.16666666666666666,0.0
2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,-1,five_seed_score_ensemble,1 9 2 3,1 9 2 3,True,0.3333333333333333,0.3333333333333333,0.0
2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,-1,five_seed_score_ensemble,16 32 8 0,16 32 8 0,True,0.16666666666666666,0.16666666666666666,0.0
2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,-1,five_seed_score_ensemble,3 14 8 13,3 14 8 13,True,0.0,0.0,0.0
2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,-1,five_seed_score_ensemble,23 32 36 34,23 32 36 34,True,0.25,0.25,0.0
2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,-1,five_seed_score_ensemble,10 24 25 26,10 24 25 26,True,0.0,0.0,0.0
2wikimultihopqa,941303a00bda11eba7f7acde48001122,-1,five_seed_score_ensemble,8 16 31 34,8 16 31 34,True,0.0,0.0,0.0
2wikimultihopqa,941b72e40bb011ebab90acde48001122,-1,five_seed_score_ensemble,1 96 16 74,1 96 16 74,True,0.0,0.0,0.0
2wikimultihopqa,9724141c0bda11eba7f7acde48001122,-1,five_seed_score_ensemble,1 12 14 13,1 12 14 13,True,0.2,0.2,0.0
2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,-1,five_seed_score_ensemble,0 1 2 5,0 1 2 5,True,0.0,0.0,0.0
2wikimultihopqa,990dabb40bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,13 1 14 50,13 1 14 50,True,0.25,0.25,0.0
2wikimultihopqa,99abc1cc085511ebbd59ac1f6bf848b6,-1,five_seed_score_ensemble,15 24 12 1,15 24 12 1,True,0.25,0.25,0.0
2wikimultihopqa,a0a12e3c0bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,8 33 1 10,8 33 1 10,True,0.2,0.2,0.0
2wikimultihopqa,a1c998940bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,31 18 19 32,31 18 19 32,True,0.6,0.6,0.0
2wikimultihopqa,a4f646340bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,0 48 23 32,0 48 23 32,True,0.2,0.2,0.0
2wikimultihopqa,a5f7d55508f211ebbdaaac1f6bf848b6,-1,five_seed_score_ensemble,1 32 4 2,1 32 4 2,True,0.16666666666666666,0.16666666666666666,0.0
2wikimultihopqa,a8b90372089211ebbd73ac1f6bf848b6,-1,five_seed_score_ensemble,50 49 26 8,50 49 26 8,True,0.16666666666666666,0.16666666666666666,0.0
2wikimultihopqa,a8f4816708ad11ebbd83ac1f6bf848b6,-1,five_seed_score_ensemble,0 41 24 1,0 41 24 1,True,0.16666666666666666,0.16666666666666666,0.0
2wikimultihopqa,abba19f80bda11eba7f7acde48001122,-1,five_seed_score_ensemble,39 48 16 0,39 48 16 0,True,0.0,0.0,0.0
2wikimultihopqa,addcd4880bd911eba7f7acde48001122,-1,five_seed_score_ensemble,34 67 32 33,34 67 32 33,True,0.0,0.0,0.0
2wikimultihopqa,ae08cb4a0bdb11eba7f7acde48001122,-1,five_seed_score_ensemble,8 0 1 24,8 0 1 24,True,0.75,0.75,0.0
2wikimultihopqa,b597a2a40baf11ebab90acde48001122,-1,five_seed_score_ensemble,12 10 18 9,12 10 18 9,True,0.0,0.0,0.0
2wikimultihopqa,b5dfb818089011ebbd72ac1f6bf848b6,-1,five_seed_score_ensemble,61 136 0 58,61 136 0 58,True,0.4,0.4,0.0
2wikimultihopqa,b642318c0bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,27 25 26 28,27 25 26 28,True,0.0,0.0,0.0
2wikimultihopqa,b7393e6a084911ebbd55ac1f6bf848b6,-1,five_seed_score_ensemble,24 3 8 16,24 3 8 16,True,0.2,0.2,0.0
2wikimultihopqa,bf67b3e7089e11ebbd78ac1f6bf848b6,-1,five_seed_score_ensemble,0 41 32 28,0 41 32 28,True,0.14285714285714285,0.14285714285714285,0.0
2wikimultihopqa,c34451720bdc11eba7f7acde48001122,-1,five_seed_score_ensemble,9 8 12 4,9 8 12 4,True,0.2857142857142857,0.2857142857142857,0.0
2wikimultihopqa,c4f1253a0bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,20 58 46 44,20 58 46 44,True,0.14285714285714285,0.14285714285714285,0.0
2wikimultihopqa,c789d1a20bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,4 3 2 29,4 3 2 29,True,0.25,0.25,0.0
2wikimultihopqa,cb035c3c0bdc11eba7f7acde48001122,-1,five_seed_score_ensemble,70 56 1 24,70 56 1 24,True,0.2,0.2,0.0
2wikimultihopqa,ccf4967c0bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,4 17 16 8,4 17 16 8,True,0.5,0.5,0.0
2wikimultihopqa,cd3131380bdb11eba7f7acde48001122,-1,five_seed_score_ensemble,34 13 19 20,34 13 19 20,True,0.2,0.2,0.0
2wikimultihopqa,d10e511a0bda11eba7f7acde48001122,-1,five_seed_score_ensemble,1 8 17 0,1 8 17 0,True,0.0,0.0,0.0
2wikimultihopqa,d20fdacc0bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,54 56 1 66,54 56 1 66,True,0.25,0.25,0.0
2wikimultihopqa,d277d83e0bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,25 35 45 10,25 35 45 10,True,0.14285714285714285,0.14285714285714285,0.0
2wikimultihopqa,d27933600baf11ebab90acde48001122,-1,five_seed_score_ensemble,25 7 9 1,25 7 9 1,True,0.0,0.0,0.0
2wikimultihopqa,d3f31923087111ebbd63ac1f6bf848b6,-1,five_seed_score_ensemble,7 1 8 3,7 1 8 3,True,0.2,0.2,0.0
2wikimultihopqa,da177f520bda11eba7f7acde48001122,-1,five_seed_score_ensemble,24 25 5 8,24 25 5 8,True,0.0,0.0,0.0
2wikimultihopqa,dc5b9266091f11ebbdaeac1f6bf848b6,-1,five_seed_score_ensemble,0 24 1 6,0 24 1 6,True,0.2,0.2,0.0
2wikimultihopqa,dc69969e0bdc11eba7f7acde48001122,-1,five_seed_score_ensemble,12 8 23 26,12 8 23 26,True,0.3333333333333333,0.3333333333333333,0.0
2wikimultihopqa,df90c8440bda11eba7f7acde48001122,-1,five_seed_score_ensemble,1 59 24 0,1 59 24 0,True,0.3333333333333333,0.3333333333333333,0.0
2wikimultihopqa,e172d3b20baf11ebab90acde48001122,-1,five_seed_score_ensemble,2 16 32 88,2 16 32 88,True,0.2,0.2,0.0
2wikimultihopqa,e38e55b40bdb11eba7f7acde48001122,-1,five_seed_score_ensemble,1 4 59 2,1 4 59 2,True,0.3333333333333333,0.3333333333333333,0.0
2wikimultihopqa,eaeffe520bae11ebab90acde48001122,-1,five_seed_score_ensemble,47 35 45 24,47 35 45 24,True,0.14285714285714285,0.14285714285714285,0.0
2wikimultihopqa,eecbf0620bdb11eba7f7acde48001122,-1,five_seed_score_ensemble,17 31 32 30,17 31 32 30,True,0.3333333333333333,0.3333333333333333,0.0
2wikimultihopqa,f2987f240bdd11eba7f7acde48001122,-1,five_seed_score_ensemble,12 18 16 0,12 18 16 0,True,0.2,0.2,0.0
2wikimultihopqa,f6b058440bdc11eba7f7acde48001122,-1,five_seed_score_ensemble,1 0 11 16,1 0 11 16,True,0.0,0.0,0.0
2wikimultihopqa,fa3a75300baf11ebab90acde48001122,-1,five_seed_score_ensemble,3 28 30 18,3 28 30 18,True,0.25,0.25,0.0
2wikimultihopqa,fb2e3c99089811ebbd77ac1f6bf848b6,-1,five_seed_score_ensemble,8 1 4 7,8 1 4 7,True,0.0,0.0,0.0
2wikimultihopqa,fb9c5cb208c411ebbd8eac1f6bf848b6,-1,five_seed_score_ensemble,1 21 4 5,1 21 4 5,True,0.16666666666666666,0.16666666666666666,0.0
musique,2hop__107905_110222,-1,five_seed_score_ensemble,16 73 56 75,16 73 56 75,True,0.0,0.0,0.0
musique,2hop__115515_779396,-1,five_seed_score_ensemble,72 8 30 1,72 8 30 1,True,0.0,0.0,0.0
musique,2hop__128945_47686,-1,five_seed_score_ensemble,48 8 13 16,48 8 13 16,True,0.0,0.0,0.0
musique,2hop__131951_643670,-1,five_seed_score_ensemble,2 40 16 24,2 40 16 24,True,0.2857142857142857,0.2857142857142857,0.0
musique,2hop__133116_533882,-1,five_seed_score_ensemble,24 28 32 16,24 28 32 16,True,0.2,0.2,0.0
musique,2hop__13353_85402,-1,five_seed_score_ensemble,1 5 0 34,1 5 0 34,True,0.08695652173913043,0.08695652173913043,0.0
musique,2hop__159741_161674,-1,five_seed_score_ensemble,8 72 80 16,8 72 80 16,True,0.0,0.0,0.0
musique,2hop__16581_16569,-1,five_seed_score_ensemble,24 80 8 29,24 80 8 29,True,0.0,0.0,0.0
musique,2hop__170341_43945,-1,five_seed_score_ensemble,16 50 45 32,16 50 45 32,True,0.0,0.0,0.0
musique,2hop__196348_150107,-1,five_seed_score_ensemble,32 56 33 36,32 56 33 36,True,0.0,0.0,0.0
musique,2hop__216959_204037,-1,five_seed_score_ensemble,48 53 56 57,48 53 56 57,True,0.16666666666666666,0.16666666666666666,0.0
musique,2hop__22930_23241,-1,five_seed_score_ensemble,6 7 56 104,6 7 56 104,True,0.15384615384615385,0.15384615384615385,0.0
musique,2hop__230022_68489,-1,five_seed_score_ensemble,64 56 8 48,64 56 8 48,True,0.0,0.0,0.0
musique,2hop__242045_2684,-1,five_seed_score_ensemble,60 61 80 82,60 61 80 82,True,0.0,0.0,0.0
musique,2hop__243084_523417,-1,five_seed_score_ensemble,43 39 46 32,43 39 46 32,True,0.0,0.0,0.0
musique,2hop__252311_366220,-1,five_seed_score_ensemble,42 41 40 5,42 41 40 5,True,0.0,0.0,0.0
musique,2hop__278022_71701,-1,five_seed_score_ensemble,40 24 16 11,40 24 16 11,True,0.0,0.0,0.0
musique,2hop__301587_233146,-1,five_seed_score_ensemble,24 34 69 32,24 34 69 32,True,0.25,0.25,0.0
musique,2hop__30390_92972,-1,five_seed_score_ensemble,72 48 32 40,72 48 32 40,True,0.0,0.0,0.0
musique,2hop__30905_213732,-1,five_seed_score_ensemble,9 53 57 42,9 53 57 42,True,0.14285714285714285,0.14285714285714285,0.0
musique,2hop__311694_129669,-1,five_seed_score_ensemble,24 56 55 6,24 56 55 6,True,0.1111111111111111,0.1111111111111111,0.0
musique,2hop__33288_157788,-1,five_seed_score_ensemble,72 48 64 27,72 48 64 27,True,0.08333333333333333,0.08333333333333333,0.0
musique,2hop__35173_17335,-1,five_seed_score_ensemble,32 64 8 82,32 64 8 82,True,0.1111111111111111,0.1111111111111111,0.0
musique,2hop__36269_73244,-1,five_seed_score_ensemble,32 8 48 40,32 8 48 40,True,0.058823529411764705,0.058823529411764705,0.0
musique,2hop__36747_18974,-1,five_seed_score_ensemble,56 8 33 38,56 8 33 38,True,0.13333333333333333,0.13333333333333333,0.0
musique,2hop__39063_212301,-1,five_seed_score_ensemble,8 36 56 40,8 36 56 40,True,0.0,0.0,0.0
musique,2hop__417937_158105,-1,five_seed_score_ensemble,65 8 32 24,65 8 32 24,True,0.0,0.0,0.0
musique,2hop__418941_429437,-1,five_seed_score_ensemble,8 17 24 0,8 17 24 0,True,0.1,0.1,0.0
musique,2hop__446324_620302,-1,five_seed_score_ensemble,11 48 16 42,11 48 16 42,True,0.0,0.0,0.0
musique,2hop__452580_70131,-1,five_seed_score_ensemble,75 65 8 32,75 65 8 32,True,0.0,0.0,0.0
musique,2hop__458672_20057,-1,five_seed_score_ensemble,32 16 56 0,32 16 56 0,True,0.0,0.0,0.0
musique,2hop__51113_84616,-1,five_seed_score_ensemble,27 13 12 48,27 13 12 48,True,0.14285714285714285,0.14285714285714285,0.0
musique,2hop__551235_310309,-1,five_seed_score_ensemble,56 69 16 24,56 69 16 24,True,0.0,0.0,0.0
musique,2hop__569582_304416,-1,five_seed_score_ensemble,24 0 32 16,24 0 32 16,True,0.18181818181818182,0.18181818181818182,0.0
musique,2hop__581084_828685,-1,five_seed_score_ensemble,8 64 42 44,8 64 42 44,True,0.2857142857142857,0.2857142857142857,0.0
musique,2hop__58939_213732,-1,five_seed_score_ensemble,56 64 86 87,56 64 86 87,True,0.2857142857142857,0.2857142857142857,0.0
musique,2hop__623501_297043,-1,five_seed_score_ensemble,8 4 25 11,8 4 25 11,True,0.0,0.0,0.0
musique,2hop__646573_83769,-1,five_seed_score_ensemble,24 25 3 40,24 25 3 40,True,0.0,0.0,0.0
musique,2hop__686395_141338,-1,five_seed_score_ensemble,56 48 51 17,56 48 51 17,True,0.0,0.0,0.0
musique,2hop__708145_30351,-1,five_seed_score_ensemble,96 40 80 48,96 40 80 48,True,0.0,0.0,0.0
musique,2hop__709357_136043,-1,five_seed_score_ensemble,48 16 52 8,48 16 52 8,True,0.0,0.0,0.0
musique,2hop__71016_75184,-1,five_seed_score_ensemble,64 72 80 41,64 72 80 41,True,0.0,0.0,0.0
musique,2hop__713299_55227,-1,five_seed_score_ensemble,112 104 96 32,112 104 96 32,True,0.0,0.0,0.0
musique,2hop__71871_494136,-1,five_seed_score_ensemble,48 40 64 0,48 40 64 0,True,0.0,0.0,0.0
musique,2hop__731956_126089,-1,five_seed_score_ensemble,45 44 80 24,45 44 80 24,True,0.25,0.25,0.0
musique,2hop__75207_46837,-1,five_seed_score_ensemble,32 49 24 82,32 49 24 82,True,0.08333333333333333,0.08333333333333333,0.0
musique,2hop__75207_53316,-1,five_seed_score_ensemble,24 76 80 10,24 76 80 10,True,0.1,0.1,0.0
musique,2hop__77601_814677,-1,five_seed_score_ensemble,72 16 73 8,72 16 73 8,True,0.0,0.0,0.0
musique,2hop__781079_9237,-1,five_seed_score_ensemble,64 40 72 66,64 40 72 66,True,0.09090909090909091,0.09090909090909091,0.0
musique,2hop__799936_20273,-1,five_seed_score_ensemble,24 8 66 10,24 8 66 10,True,0.07142857142857142,0.07142857142857142,0.0
musique,2hop__802991_443552,-1,five_seed_score_ensemble,24 62 72 66,24 62 72 66,True,0.2727272727272727,0.2727272727272727,0.0
musique,2hop__814856_110882,-1,five_seed_score_ensemble,32 36 8 49,32 36 8 49,True,0.0,0.0,0.0
musique,2hop__846415_88165,-1,five_seed_score_ensemble,59 32 40 60,59 32 40 60,True,0.42857142857142855,0.42857142857142855,0.0
musique,2hop__853227_68633,-1,five_seed_score_ensemble,56 2 1 0,56 2 1 0,True,0.0,0.0,0.0
musique,2hop__87589_362941,-1,five_seed_score_ensemble,34 82 27 35,34 82 27 35,True,0.125,0.125,0.0
musique,2hop__9223_9237,-1,five_seed_score_ensemble,16 32 48 72,16 32 48 72,True,0.07142857142857142,0.07142857142857142,0.0
musique,2hop__9_59409,-1,five_seed_score_ensemble,32 40 48 41,32 40 48 41,True,0.0,0.0,0.0
musique,3hop1__103890_10659_67187,-1,five_seed_score_ensemble,99 49 101 52,99 49 101 52,True,0.10526315789473684,0.10526315789473684,0.0
musique,3hop1__106864_160713_77246,-1,five_seed_score_ensemble,112 72 12 10,112 72 12 10,True,0.04,0.04,0.0
musique,3hop1__108881_720914_41132,-1,five_seed_score_ensemble,0 80 48 40,0 80 48 40,True,0.05555555555555555,0.05555555555555555,0.0
musique,3hop1__109422_720914_41132,-1,five_seed_score_ensemble,27 88 40 0,27 88 40 0,True,0.1111111111111111,0.1111111111111111,0.0
musique,3hop1__127716_157828_239539,-1,five_seed_score_ensemble,32 8 33 48,32 8 33 48,True,0.2,0.2,0.0
musique,3hop1__131820_59747_90139,-1,five_seed_score_ensemble,48 42 40 25,48 42 40 25,True,0.058823529411764705,0.058823529411764705,0.0
musique,3hop1__132795_40769_64047,-1,five_seed_score_ensemble,8 64 34 9,8 64 34 9,True,0.13333333333333333,0.13333333333333333,0.0
musique,3hop1__132798_40769_64047,-1,five_seed_score_ensemble,16 48 60 26,16 48 60 26,True,0.1,0.1,0.0
musique,3hop1__136016_87694_64412,-1,five_seed_score_ensemble,56 32 16 50,56 32 16 50,True,0.1,0.1,0.0
musique,3hop1__136083_87694_124169,-1,five_seed_score_ensemble,64 16 2 17,64 16 2 17,True,0.0,0.0,0.0
musique,3hop1__140345_2053_5289,-1,five_seed_score_ensemble,8 32 9 24,8 32 9 24,True,0.1,0.1,0.0
musique,3hop1__160324_131905_41948,-1,five_seed_score_ensemble,24 0 73 64,24 0 73 64,True,0.0625,0.0625,0.0
musique,3hop1__222979_40769_64047,-1,five_seed_score_ensemble,80 48 64 16,80 48 64 16,True,0.0,0.0,0.0
musique,3hop1__275261_443779_52195,-1,five_seed_score_ensemble,9 11 10 73,9 11 10 73,True,0.0,0.0,0.0
musique,3hop1__326941_366209_84283,-1,five_seed_score_ensemble,8 0 40 32,8 0 40 32,True,0.08333333333333333,0.08333333333333333,0.0
musique,3hop1__572324_568433_47686,-1,five_seed_score_ensemble,64 66 24 56,64 66 24 56,True,0.0,0.0,0.0
musique,3hop1__593597_40769_64047,-1,five_seed_score_ensemble,40 24 64 12,40 24 64 12,True,0.11764705882352941,0.11764705882352941,0.0
musique,3hop1__603558_87694_64412,-1,five_seed_score_ensemble,32 64 36 86,32 64 36 86,True,0.09090909090909091,0.09090909090909091,0.0
musique,3hop1__617062_127905_92225,-1,five_seed_score_ensemble,16 48 42 0,16 48 42 0,True,0.07692307692307693,0.07692307692307693,0.0
musique,3hop1__68981_91191_16530,-1,five_seed_score_ensemble,80 88 82 96,80 88 82 96,True,0.016666666666666666,0.016666666666666666,0.0
musique,3hop1__751782_2053_5289,-1,five_seed_score_ensemble,48 32 24 0,48 32 24 0,True,0.09090909090909091,0.09090909090909091,0.0
musique,3hop1__79462_91850_685675,-1,five_seed_score_ensemble,72 34 32 49,72 34 32 49,True,0.0,0.0,0.0
musique,3hop1__801799_547811_80702,-1,five_seed_score_ensemble,8 44 56 40,8 44 56 40,True,0.0,0.0,0.0
musique,3hop1__857241_503371_21711,-1,five_seed_score_ensemble,40 24 10 7,40 24 10 7,True,0.09090909090909091,0.09090909090909091,0.0
musique,3hop1__857_846_7770,-1,five_seed_score_ensemble,88 89 90 72,88 89 90 72,True,0.0,0.0,0.0
musique,3hop2__127483_79978_10557,-1,five_seed_score_ensemble,33 64 32 40,33 64 32 40,True,0.058823529411764705,0.058823529411764705,0.0
musique,3hop2__132957_132967_40768,-1,five_seed_score_ensemble,64 32 40 9,64 32 40 9,True,0.07142857142857142,0.07142857142857142,0.0
musique,3hop2__49541_121067_51068,-1,five_seed_score_ensemble,72 56 48 19,72 56 48 19,True,0.07692307692307693,0.07692307692307693,0.0
musique,3hop2__569322_467331_162182,-1,five_seed_score_ensemble,8 48 56 9,8 48 56 9,True,0.07142857142857142,0.07142857142857142,0.0
musique,3hop2__607269_467331_162182,-1,five_seed_score_ensemble,48 32 25 16,48 32 25 16,True,0.0,0.0,0.0
musique,3hop2__655849_467331_162182,-1,five_seed_score_ensemble,32 0 21 16,32 0 21 16,True,0.23076923076923078,0.23076923076923078,0.0
musique,4hop1__129721_32392_823060_610794,-1,five_seed_score_ensemble,44 33 8 21,44 33 8 21,True,0.11764705882352941,0.11764705882352941,0.0
musique,4hop1__152562_5274_458768_33633,-1,five_seed_score_ensemble,24 32 56 48,24 32 56 48,True,0.1,0.1,0.0
musique,4hop1__152562_5274_458768_33637,-1,five_seed_score_ensemble,5 9 6 48,5 9 6 48,True,0.058823529411764705,0.058823529411764705,0.0
musique,4hop1__3496_5274_458768_33677,-1,five_seed_score_ensemble,64 32 56 28,64 32 56 28,True,0.05263157894736842,0.05263157894736842,0.0
musique,4hop1__61681_53706_795904_580996,-1,five_seed_score_ensemble,0 2 66 43,0 2 66 43,True,0.06666666666666667,0.06666666666666667,0.0
musique,4hop1__636860_49925_13759_736921,-1,five_seed_score_ensemble,16 17 63 18,16 17 63 18,True,0.03571428571428571,0.03571428571428571,0.0
musique,4hop2__161602_474028_88460_126088,-1,five_seed_score_ensemble,74 18 40 56,74 18 40 56,True,0.058823529411764705,0.058823529411764705,0.0
musique,4hop2__5206_14670_8987_8529,-1,five_seed_score_ensemble,64 0 66 1,64 0 66 1,True,0.0,0.0,0.0
musique,4hop3__316459_41402_599212_13584,-1,five_seed_score_ensemble,24 32 74 48,24 32 74 48,True,0.043478260869565216,0.043478260869565216,0.0
musique,4hop3__630723_88460_30152_20999,-1,five_seed_score_ensemble,16 88 28 17,16 88 28 17,True,0.0,0.0,0.0
musique,4hop3__813358_24325_125104_10557,-1,five_seed_score_ensemble,72 50 55 64,72 50 55 64,True,0.08695652173913043,0.08695652173913043,0.0
musique,4hop3__839787_88460_30152_20999,-1,five_seed_score_ensemble,32 16 8 40,32 16 8 40,True,0.05555555555555555,0.05555555555555555,0.0
