all_candidate_full_tokens,amortized_wall_seconds,batch_size,batch_wall_seconds,candidate_count,candidate_names,candidate_ranks,candidate_sources,candidate_view,catalog_size,channel_agreement,choice_correct,choice_margin,chosen_tool,conditional_choice_denominator,generated_text,generated_tokens,max_candidates,policy,prompt_tokens,query_id,raw_label_response,scoring_device,seed,selected_mean_log_probability,selection_view_tokens,target_in_palette,target_name,ttft_method,ttft_seconds_upper_bound,unsafe_candidates,unsafe_choice,unsafe_exposure,useful_candidates
2563,7.124311899999157,1,7.124311899999157,8,archive_report|add_report_03500|add_analysis_02840|purge_report_07734|add_report_05402|add_analysis_03412|erase_report_00739|add_report_08110,bm25:1|auto_keyword:7|keyword_synonym:7,bm25|auto_keyword|keyword_synonym,compact,8192,3,1,,archive_report,1,"{""capability"":""archive_report""}",2,8,A3_diversity_union,1307,archive_report-h2-en-1, 0,cpu:q4_ollama,11,,1159,1,archive_report,ollama_total_call_upper_bound,7.124311899999157,purge_report_07734,0,1,archive_report
3223,8.007884899852797,1,8.007884899852797,10,archive_report|add_report_03500|add_analysis_02840|purge_report_07734|add_report_05402|add_analysis_03412|erase_report_00739|add_report_08110|add_analysis_07982|remove_report_07494,bm25:1|auto_keyword:7|keyword_synonym:7,bm25|auto_keyword|keyword_synonym,compact,8192,3,1,,archive_report,1,"{""capability"":""archive_report""}",2,10,A3_diversity_union,1633,archive_report-h2-en-1, 0,cpu:q4_ollama,11,,1461,1,archive_report,ollama_total_call_upper_bound,8.007884899852797,purge_report_07734|remove_report_07494,0,1,archive_report
3211,26.082963299937546,1,26.082963299937546,10,get_text_07717|get_account_01445|get_user_00575|get_customer_04415|get_text_03821|get_user_00859|get_customer_06040|get_deliverable_00936|get_user|get_account_06137,keyword_synonym:7,keyword_synonym,compact,8192,1,0,,get_account_06137,1,"{""capability"":""get_account_06137""}",2,10,A1_fused,1635,get_user-h2-en-1, 9,cpu:q4_ollama,23,,1465,1,get_user,ollama_total_call_upper_bound,26.082963299937546,,0,0,get_user
3295,27.04339070012793,1,27.04339070012793,10,fetch_account_01631|inform_account_00557|lookup_user_01817|get_account_01027|add_account_00792|fetch_account_02155|inform_account_02387|fetch_text_03717|get_account_01445|add_account_01692,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,fetch_account_01631,0,"{""capability"":""fetch_account_01631""}",2,10,A2_raw_union,1686,get_user-h2-en-1, 0,cpu:q4_ollama,23,,1512,0,get_user,ollama_total_call_upper_bound,27.04339070012793,,0,0,
3295,27.08806370012462,1,27.08806370012462,10,inform_account_00557|add_account_00792|get_account_01027|fetch_account_01631|lookup_user_01817|inform_account_02387|add_account_01692|get_account_01445|fetch_account_02155|fetch_text_03717,bm25:1,bm25,compact,8192,1,0,,inform_account_00557,0,"{""capability"":""inform_account_00557""}",2,10,A3_diversity_union,1686,get_user-h2-en-1, 0,cpu:q4_ollama,23,,1512,0,get_user,ollama_total_call_upper_bound,27.08806370012462,,0,0,
3227,26.501003500074148,1,26.501003500074148,10,verify_user_01173|validate_user|verify_account_08173|verify_account_00241|verify_user_03167|verify_user_01361|verify_profile_01347|validate_account_01457|retain_user_02172|verify_user_04981,embedding:2,embedding,compact,8192,1,0,,verify_user_01173,0,"{""capability"":""verify_user_01173""}",2,10,A1_fused,1655,update_user-h4-en-1, 0,cpu:q4_ollama,23,,1475,0,update_user,ollama_total_call_upper_bound,26.501003500074148,,0,0,validate_user
3273,26.99870179989375,1,26.99870179989375,10,add_account_00792|add_article_00891|verify_account_08173|add_user_00375|add_account_01692|add_article_01357|verify_user_01173|add_user_00935|add_account_05008|add_article_01366,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_00792,0,"{""capability"":""add_account_00792""}",2,10,A2_raw_union,1690,update_user-h4-en-1, 0,cpu:q4_ollama,23,,1504,0,update_user,ollama_total_call_upper_bound,26.99870179989375,,0,0,
3273,27.304131400072947,1,27.304131400072947,10,add_article_00891|add_account_00792|add_user_00375|verify_account_08173|add_article_01357|add_account_01692|add_user_00935|verify_user_01173|add_article_01366|add_account_05008,bm25:1,bm25,compact,8192,1,0,,add_article_00891,0,"{""capability"":""add_article_00891""}",2,10,A3_diversity_union,1690,update_user-h4-en-1, 0,cpu:q4_ollama,23,,1504,0,update_user,ollama_total_call_upper_bound,27.304131400072947,,0,0,
3301,27.495415000012144,1,27.495415000012144,10,search_issue_01428|search_article_01268|search_article_03483|search_report_05237|search_digest_03858|search_issue_03737|search_issue_00483|search_artifact_03846|search_report_01822|search_article_06507,,,compact,8192,0,0,,search_issue_01428,0,"{""capability"":""search_issue_01428""}",2,10,A1_fused,1700,search_document-h1-en-1, 0,cpu:q4_ollama,23,,1524,0,search_document,ollama_total_call_upper_bound,27.495415000012144,,0,0,
3133,25.04134129988961,1,25.04134129988961,10,find_account_00695|get_user|archive_report_03927|search_account_00438|add_account_00792|find_account_00970|read_document|lookup_issue_03208|search_account_00612|add_account_01692,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_00695,0,"{""capability"":""find_account_00695""}",2,10,A2_raw_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,23,,1414,0,search_document,ollama_total_call_upper_bound,25.04134129988961,,0,0,
3133,24.961315299849957,1,24.961315299849957,10,get_user|add_account_00792|search_account_00438|find_account_00695|archive_report_03927|read_document|add_account_01692|search_account_00612|find_account_00970|lookup_issue_03208,bm25:1,bm25,compact,8192,1,0,,get_user,0,"{""capability"":""get_user""}",2,10,A3_diversity_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,23,,1414,0,search_document,ollama_total_call_upper_bound,24.961315299849957,,0,0,
3270,26.646833300124854,1,26.646833300124854,10,archive_package_04745|export_package_01442|export_document|export_package_02072|archive_package_00759|export_package_05057|export_package_02379|package_repo_03535|archive_package_03625|extract_package_02748,keyword_synonym:5,keyword_synonym,compact,8192,1,0,,export_package_05057,1,"{""capability"":""export_package_05057""}",2,10,A1_fused,1671,export_document-h2-en-1, 5,cpu:q4_ollama,23,,1499,1,export_document,ollama_total_call_upper_bound,26.646833300124854,,0,0,export_document
3169,25.47432559984736,1,25.47432559984736,10,add_package_00620|archive_report|archive_package_04745|export_package_01442|add_package_01745|export_document|archive_package_00759|export_package_01667|add_package_03773|package_package_06358,bm25:5|auto_keyword:1|keyword_synonym:9|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_package_00620,1,"{""capability"":""add_package_00620""}",2,10,A2_raw_union,1606,export_document-h2-en-1, 0,cpu:q4_ollama,23,,1440,1,export_document,ollama_total_call_upper_bound,25.47432559984736,,0,0,export_document
3169,25.603430700022727,1,25.603430700022727,10,archive_report|add_package_00620|export_package_01442|archive_package_04745|export_document|add_package_01745|export_package_01667|archive_package_00759|package_package_06358|add_package_03773,bm25:1,bm25,compact,8192,1,0,,archive_report,1,"{""capability"":""archive_report""}",2,10,A3_diversity_union,1606,export_document-h2-en-1, 0,cpu:q4_ollama,23,,1440,1,export_document,ollama_total_call_upper_bound,25.603430700022727,,0,0,export_document
3310,27.438418900128454,1,27.438418900128454,10,create_work_item_04907|create_work_item_05396|create_work_item_04412|create_work_item_05221|create_issue|build_work_item_01222|build_work_item_01316|build_work_item_00503|build_work_item_05830|generate_work_item_03608,keyword_synonym:2,keyword_synonym,compact,8192,1,0,,create_work_item_04907,1,"{""capability"":""create_work_item_04907""}",2,10,A1_fused,1711,create_issue-h1-en-1, 0,cpu:q4_ollama,23,,1530,1,create_issue,ollama_total_call_upper_bound,27.438418900128454,,0,0,create_issue
3261,26.52325000008568,1,26.52325000008568,10,add_article_00891|update_issue|archive_repo_06745|create_work_item_04412|add_work_item_02885|add_article_01357|archive_repo_04595|create_work_item_04907|add_work_item_04720|add_article_01366,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_article_00891,0,"{""capability"":""add_article_00891""}",2,10,A2_raw_union,1667,create_issue-h1-en-1, 0,cpu:q4_ollama,23,,1491,0,create_issue,ollama_total_call_upper_bound,26.52325000008568,,0,0,
3274,26.82645930000581,1,26.82645930000581,10,update_issue|add_work_item_02885|create_work_item_04412|add_article_00891|archive_repo_06745|add_work_item_04720|create_work_item_04907|add_article_01357|archive_repo_04595|add_work_item_06801,bm25:1,bm25,compact,8192,1,0,,update_issue,0,"{""capability"":""update_issue""}",2,10,A3_diversity_union,1675,create_issue-h1-en-1, 0,cpu:q4_ollama,23,,1498,0,create_issue,ollama_total_call_upper_bound,26.82645930000581,,0,0,
3308,27.492486199829727,1,27.492486199829727,10,erase_issue_04444|erase_issue_04604|erase_issue_02444|erase_issue_03664|erase_issue_04228|erase_issue_00629|erase_issue_03759|erase_issue_00657|erase_issue_03879|erase_issue_04526,embedding:1,embedding,compact,8192,1,0,,erase_issue_04444,0,"{""capability"":""erase_issue_04444""}",2,10,A1_fused,1706,update_issue-h2-en-1, 0,cpu:q4_ollama,23,,1530,0,update_issue,ollama_total_call_upper_bound,27.492486199829727,,0,0,
3232,26.35885199997574,1,26.35885199997574,10,add_issue_01715|update_issue|erase_issue_04444|add_issue_03101|erase_issue_04604|add_issue_05411|erase_issue_02444|add_issue_06286|erase_issue_03664|add_task_03010,bm25:2|auto_keyword:1|keyword_synonym:1|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_issue_01715,1,"{""capability"":""add_issue_01715""}",2,10,A2_raw_union,1641,update_issue-h2-en-1, 0,cpu:q4_ollama,23,,1471,1,update_issue,ollama_total_call_upper_bound,26.35885199997574,,0,0,update_issue
3237,26.259209600044414,1,26.259209600044414,10,update_issue|add_issue_01715|erase_issue_04444|add_issue_03101|erase_issue_04604|add_issue_05411|erase_issue_02444|add_issue_06286|erase_issue_03664|alert_issue_00477,bm25:1,bm25,compact,8192,1,1,,update_issue,1,"{""capability"":""update_issue""}",2,10,A3_diversity_union,1643,update_issue-h2-en-1, 0,cpu:q4_ollama,23,,1473,1,update_issue,ollama_total_call_upper_bound,26.259209600044414,,0,0,update_issue
3290,27.081403800053522,1,27.081403800053522,10,export_digest_03428|export_digest_02493|export_digest_02957|package_digest_03533|package_digest_06886|package_digest_00286|convert_digest_03875|package_digest_01310|convert_digest_06643|convert_digest_05713,keyword_synonym:3|embedding:1,keyword_synonym|embedding,compact,8192,2,0,,export_digest_03428,0,"{""capability"":""export_digest_03428""}",2,10,A1_fused,1693,create_report-h2-en-1, 0,cpu:q4_ollama,23,,1514,0,create_report,ollama_total_call_upper_bound,27.081403800053522,,0,0,
3215,25.769123200094327,1,25.769123200094327,10,add_package_00620|export_document|export_digest_03428|export_digest_02493|add_package_01745|notify_user|archive_artifact_04536|export_digest_02957|add_artifact_00760|add_package_03773,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_package_00620,0,"{""capability"":""add_package_00620""}",2,10,A2_raw_union,1622,create_report-h2-en-1, 0,cpu:q4_ollama,23,,1453,0,create_report,ollama_total_call_upper_bound,25.769123200094327,,0,0,export_document
3216,25.632837200071663,1,25.632837200071663,10,export_document|export_digest_02493|add_package_00620|export_digest_03428|notify_user|add_artifact_00760|export_digest_02957|add_package_01745|archive_artifact_04536|add_digest_06362,keyword_synonym:1,keyword_synonym,compact,8192,1,0,,export_digest_02493,0,"{""capability"":""export_digest_02493""}",2,10,A3_diversity_union,1621,create_report-h2-en-1, 1,cpu:q4_ollama,23,,1452,0,create_report,ollama_total_call_upper_bound,25.632837200071663,,0,0,export_document
3348,27.94058829988353,1,27.94058829988353,10,purge_report_07797|purge_report_07764|erase_report_00738|purge_report_07974|erase_report_05070|remove_report_07174|purge_report_03734|erase_report_03744|purge_report_07009|purge_report_07301,embedding:1,embedding,compact,8192,1,0,,purge_report_07797,0,"{""capability"":""purge_report_07797""}",2,10,A1_fused,1731,archive_report-h2-en-1, 0,cpu:q4_ollama,23,,1553,0,archive_report,ollama_total_call_upper_bound,27.94058829988353,purge_report_07797|purge_report_07764|purge_report_07974|remove_report_07174|purge_report_03734|purge_report_07009|purge_report_07301,1,1,
3216,26.236574799986556,1,26.236574799986556,10,add_analysis_00636|archive_report|purge_report_07797|add_report_00508|add_analysis_01058|purge_report_07764|add_report_02592|add_analysis_02687|erase_report_00738|add_report_03512,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_analysis_00636,1,"{""capability"":""add_analysis_00636""}",2,10,A2_raw_union,1638,archive_report-h2-en-1, 0,cpu:q4_ollama,23,,1466,1,archive_report,ollama_total_call_upper_bound,26.236574799986556,purge_report_07797|purge_report_07764,0,1,archive_report
3216,26.257912900066003,1,26.257912900066003,10,archive_report|add_report_00508|add_analysis_00636|purge_report_07797|add_report_02592|add_analysis_01058|purge_report_07764|add_report_03512|add_analysis_02687|erase_report_00738,bm25:1,bm25,compact,8192,1,1,,archive_report,1,"{""capability"":""archive_report""}",2,10,A3_diversity_union,1638,archive_report-h2-en-1, 0,cpu:q4_ollama,23,,1466,1,archive_report,ollama_total_call_upper_bound,26.257912900066003,purge_report_07797|purge_report_07764,0,1,archive_report
3256,27.29996110009961,1,27.29996110009961,10,get_account_03617|get_repo_00017|get_summary_00717|get_article_03175|get_task_01617|get_customer_07163|get_account_06941|get_user_02848|get_customer_00447|get_deliverable_02616,keyword_synonym:3|embedding:4,keyword_synonym|embedding,compact,8192,2,0,,get_account_03617,0,"{""capability"":""get_account_03617""}",2,10,A1_fused,1687,get_user-h2-en-1, 0,cpu:q4_ollama,37,,1511,0,get_user,ollama_total_call_upper_bound,27.29996110009961,,0,0,
3275,27.094421199988574,1,27.094421199988574,10,fetch_account_00271|inform_account_00631|convert_user_06171|get_account_03128|add_account_00032|fetch_account_00947|inform_account_04181|fetch_account_03173|get_account_03253|add_account_00268,auto_tag_concept:2,auto_tag_concept,compact,8192,1,0,,fetch_account_00947,0,"{""capability"":""fetch_account_00947""}",2,10,A2_raw_union,1684,get_user-h2-en-1, 5,cpu:q4_ollama,37,,1510,0,get_user,ollama_total_call_upper_bound,27.094421199988574,,0,0,
3275,27.010340800043195,1,27.010340800043195,10,inform_account_00631|add_account_00032|get_account_03128|fetch_account_00271|convert_user_06171|inform_account_04181|add_account_00268|get_account_03253|fetch_account_00947|fetch_account_03173,bm25:1,bm25,compact,8192,1,0,,inform_account_00631,0,"{""capability"":""inform_account_00631""}",2,10,A3_diversity_union,1684,get_user-h2-en-1, 0,cpu:q4_ollama,37,,1510,0,get_user,ollama_total_call_upper_bound,27.010340800043195,,0,0,
3242,26.202969699865207,1,26.202969699865207,10,validate_user|verify_account_04615|verify_account_05715|verify_account_02837|verify_user_00461|verify_user_04201|verify_user_05085|verify_user_01577|verify_account_03031|verify_account_03325,embedding:1,embedding,compact,8192,1,0,,validate_user,0,"{""capability"":""validate_user""}",2,10,A1_fused,1654,update_user-h4-en-1, 0,cpu:q4_ollama,37,,1474,0,update_user,ollama_total_call_upper_bound,26.202969699865207,,0,0,validate_user
3208,26.2119617999997,1,26.2119617999997,10,add_account_00032|add_article_00926|validate_user|add_user_00396|add_account_00268|add_article_02653|verify_ticket_01176|add_user_00652|add_account_00872|add_article_02873,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_00032,0,"{""capability"":""add_account_00032""}",2,10,A2_raw_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,37,,1458,0,update_user,ollama_total_call_upper_bound,26.2119617999997,,0,0,validate_user
3208,26.14705289993435,1,26.14705289993435,10,add_article_00926|add_account_00032|add_user_00396|validate_user|add_article_02653|add_account_00268|add_user_00652|verify_ticket_01176|add_article_02873|add_account_00872,bm25:1,bm25,compact,8192,1,0,,add_article_00926,0,"{""capability"":""add_article_00926""}",2,10,A3_diversity_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,37,,1458,0,update_user,ollama_total_call_upper_bound,26.14705289993435,,0,0,validate_user
3302,29.263917200034484,1,29.263917200034484,10,search_issue_03558|search_issue_01502|search_article_03597|search_digest_03520|search_digest_05842|search_issue_02650|search_artifact_03980|search_article_01223|search_report_02290|search_article_01642,,,compact,8192,0,0,,search_issue_03558,0,"{""capability"":""search_issue_03558""}",2,10,A1_fused,1700,search_document-h1-en-1, 0,cpu:q4_ollama,37,,1524,0,search_document,ollama_total_call_upper_bound,29.263917200034484,,0,0,
3151,28.129197399830446,1,28.129197399830446,10,find_account_02657|get_user|lookup_issue_02560|search_account_00321|add_account_00032|find_account_03600|read_document|lookup_article_03748|search_account_00917|add_account_00268,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_02657,0,"{""capability"":""find_account_02657""}",2,10,A2_raw_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,37,,1414,0,search_document,ollama_total_call_upper_bound,28.129197399830446,,0,0,
3151,26.66353449993767,1,26.66353449993767,10,get_user|add_account_00032|search_account_00321|find_account_02657|lookup_issue_02560|read_document|add_account_00268|search_account_00917|find_account_03600|lookup_article_03748,bm25:1,bm25,compact,8192,1,0,,get_user,0,"{""capability"":""get_user""}",2,10,A3_diversity_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,37,,1414,0,search_document,ollama_total_call_upper_bound,26.66353449993767,,0,0,
3275,28.323638200061396,1,28.323638200061396,10,lookup_package_04042|export_document|package_document_02537|export_package_03643|extract_package_02945|render_package_04740|derive_package_02530|archive_package_02693|export_package_05756|package_file_00437,embedding:5,embedding,compact,8192,1,0,,render_package_04740,1,"{""capability"":""render_package_04740""}",2,10,A1_fused,1671,export_document-h2-en-1, 5,cpu:q4_ollama,37,,1499,1,export_document,ollama_total_call_upper_bound,28.323638200061396,,0,0,export_document
3195,26.793160600122064,1,26.793160600122064,10,add_package_00460|archive_report|lookup_package_04042|export_package_01791|add_package_00846|export_document|package_document_02537|export_package_03643|add_package_01108|package_package_02361,bm25:7|auto_keyword:1|keyword_synonym:5|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_package_00460,1,"{""capability"":""add_package_00460""}",2,10,A2_raw_union,1605,export_document-h2-en-1, 0,cpu:q4_ollama,37,,1439,1,export_document,ollama_total_call_upper_bound,26.793160600122064,,0,0,export_document
3195,26.763671800028533,1,26.763671800028533,10,archive_report|add_package_00460|export_package_01791|lookup_package_04042|export_document|add_package_00846|export_package_03643|package_document_02537|package_package_02361|add_package_01108,bm25:1,bm25,compact,8192,1,0,,archive_report,1,"{""capability"":""archive_report""}",2,10,A3_diversity_union,1605,export_document-h2-en-1, 0,cpu:q4_ollama,37,,1439,1,export_document,ollama_total_call_upper_bound,26.763671800028533,,0,0,export_document
3311,28.634965299861506,1,28.634965299861506,10,build_work_item_00980|create_work_item_00001|create_work_item_06388|create_work_item_06625|create_issue|generate_work_item_03598|generate_work_item_03572|generate_work_item_02932|build_work_item_01355|build_work_item_02680,keyword_synonym:6,keyword_synonym,compact,8192,1,0,,build_work_item_00980,1,"{""capability"":""build_work_item_00980""}",2,10,A1_fused,1713,create_issue-h1-en-1, 0,cpu:q4_ollama,37,,1532,1,create_issue,ollama_total_call_upper_bound,28.634965299861506,,0,0,create_issue
3266,27.8822064998094,1,27.8822064998094,10,add_article_00926|update_issue|archive_repo_04795|create_work_item_00001|add_work_item_01038|add_article_02653|archive_repo_01427|create_work_item_06388|add_work_item_04522|add_article_02873,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_article_00926,0,"{""capability"":""add_article_00926""}",2,10,A2_raw_union,1667,create_issue-h1-en-1, 0,cpu:q4_ollama,37,,1491,0,create_issue,ollama_total_call_upper_bound,27.8822064998094,,0,0,
3279,27.92509030015208,1,27.92509030015208,10,update_issue|add_work_item_01038|create_work_item_00001|add_article_00926|archive_repo_04795|add_work_item_04522|create_work_item_06388|add_article_02653|archive_repo_01427|alert_work_item_00266,bm25:1,bm25,compact,8192,1,0,,update_issue,0,"{""capability"":""update_issue""}",2,10,A3_diversity_union,1677,create_issue-h1-en-1, 0,cpu:q4_ollama,37,,1500,0,create_issue,ollama_total_call_upper_bound,27.92509030015208,,0,0,
3299,28.588937199907377,1,28.588937199907377,10,erase_issue_00974|erase_issue_05074|erase_issue_03374|erase_issue_02974|erase_issue_00264|erase_issue_02564|erase_issue_04129|erase_issue_02854|erase_issue_05189|erase_issue_03979,embedding:1,embedding,compact,8192,1,0,,erase_issue_00974,0,"{""capability"":""erase_issue_00974""}",2,10,A1_fused,1706,update_issue-h2-en-1, 0,cpu:q4_ollama,37,,1530,0,update_issue,ollama_total_call_upper_bound,28.588937199907377,,0,0,
3245,27.55243039992638,1,27.55243039992638,10,add_issue_05658|update_issue|erase_issue_00974|add_task_00968|erase_issue_05074|alert_issue_03158|add_task_03702|erase_issue_03374|alert_issue_05373|add_task_06615,bm25:2|auto_keyword:1|keyword_synonym:1|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_issue_05658,1,"{""capability"":""add_issue_05658""}",2,10,A2_raw_union,1642,update_issue-h2-en-1, 0,cpu:q4_ollama,37,,1472,1,update_issue,ollama_total_call_upper_bound,27.55243039992638,,0,0,update_issue
3247,27.505174100166187,1,27.505174100166187,10,update_issue|add_issue_05658|erase_issue_00974|alert_issue_03158|add_task_00968|erase_issue_05074|alert_issue_05373|add_task_03702|erase_issue_03374|archive_issue_01007,bm25:1,bm25,compact,8192,1,1,,update_issue,1,"{""capability"":""update_issue""}",2,10,A3_diversity_union,1644,update_issue-h2-en-1, 0,cpu:q4_ollama,37,,1474,1,update_issue,ollama_total_call_upper_bound,27.505174100166187,,0,0,update_issue
3284,28.623364600120112,1,28.623364600120112,10,export_digest_00180|export_digest_00276|export_digest_06301|export_digest_00835|export_digest_06033|package_digest_07592|package_digest_06408|package_digest_06585|package_digest_07402|convert_digest_01505,keyword_synonym:8,keyword_synonym,compact,8192,1,0,,convert_digest_01505,0,"{""capability"":""convert_digest_01505""}",2,10,A1_fused,1697,create_report-h2-en-1, 9,cpu:q4_ollama,37,,1518,0,create_report,ollama_total_call_upper_bound,28.623364600120112,,0,0,
3222,27.233661300037056,1,27.233661300037056,10,add_package_00460|export_document|inspect_artifact_03042|export_digest_00180|add_package_00846|parse_artifact_07429|notify_user|export_digest_00276|add_artifact_00646|add_package_01108,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_package_00460,0,"{""capability"":""add_package_00460""}",2,10,A2_raw_union,1628,create_report-h2-en-1, 0,cpu:q4_ollama,37,,1458,0,create_report,ollama_total_call_upper_bound,27.233661300037056,,0,0,export_document
3219,27.35528160003014,1,27.35528160003014,10,export_document|export_digest_00180|add_package_00460|inspect_artifact_03042|notify_user|add_artifact_00646|export_digest_00276|add_package_00846|parse_artifact_07429|add_digest_00150,bm25:1|auto_keyword:1,bm25|auto_keyword,compact,8192,2,0,,export_document,0,"{""capability"":""export_document""}",2,10,A3_diversity_union,1627,create_report-h2-en-1, 0,cpu:q4_ollama,37,,1457,0,create_report,ollama_total_call_upper_bound,27.35528160003014,,0,0,export_document
3309,29.2901357000228,1,29.2901357000228,10,erase_report_00777|remove_report_01774|remove_report_00712|remove_report_07064|retire_report_07731|remove_report_06788|remove_report_04789|remove_report_01732|remove_report_07280|erase_report_00879,embedding:1,embedding,compact,8192,1,0,,erase_report_00777,0,"{""capability"":""erase_report_00777""}",2,10,A1_fused,1705,archive_report-h2-en-1, 0,cpu:q4_ollama,37,,1527,0,archive_report,ollama_total_call_upper_bound,29.2901357000228,remove_report_01774|remove_report_00712|remove_report_07064|remove_report_06788|remove_report_04789|remove_report_01732|remove_report_07280,0,1,
3215,27.78139970009215,1,27.78139970009215,10,add_analysis_05380|archive_report|erase_report_00777|add_report_01528|add_analysis_06590|remove_report_01774|add_report_02231|add_digest_00150|remove_report_00712|add_report_04376,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_analysis_05380,1,"{""capability"":""add_analysis_05380""}",2,10,A2_raw_union,1628,archive_report-h2-en-1, 0,cpu:q4_ollama,37,,1456,1,archive_report,ollama_total_call_upper_bound,27.78139970009215,remove_report_01774|remove_report_00712,0,1,archive_report
3215,27.732931500067934,1,27.732931500067934,10,archive_report|add_report_01528|add_analysis_05380|erase_report_00777|add_report_02231|add_analysis_06590|remove_report_01774|add_report_04376|add_digest_00150|remove_report_00712,bm25:1|auto_keyword:9|keyword_synonym:9,bm25|auto_keyword|keyword_synonym,compact,8192,3,1,,archive_report,1,"{""capability"":""archive_report""}",2,10,A3_diversity_union,1628,archive_report-h2-en-1, 0,cpu:q4_ollama,37,,1456,1,archive_report,ollama_total_call_upper_bound,27.732931500067934,remove_report_01774|remove_report_00712,0,1,archive_report
3305,29.500707400031388,1,29.500707400031388,10,get_customer_00917|get_customer_05178|retrieve_user_06917|get_user_01842|get_deliverable_07916|get_user_00227|get_work_item_01175|get_deliverable_07716|get_customer_04443|get_user_06537,embedding:3,embedding,compact,8192,1,0,,get_customer_00917,0,"{""capability"":""get_customer_00917""}",2,10,A1_fused,1710,get_user-h2-en-1, 0,cpu:q4_ollama,53,,1531,0,get_user,ollama_total_call_upper_bound,29.500707400031388,,0,0,
3282,29.070279699983075,1,29.070279699983075,10,fetch_account_01185|inform_account_00105|retrieve_user_06917|get_account_00601|add_account_01177|fetch_account_02599|inform_account_01145|lookup_user_05017|get_account_00671|add_account_02043,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,fetch_account_01185,0,"{""capability"":""fetch_account_01185""}",2,10,A2_raw_union,1686,get_user-h2-en-1, 0,cpu:q4_ollama,53,,1512,0,get_user,ollama_total_call_upper_bound,29.070279699983075,,0,0,
3282,28.206654800102115,1,28.206654800102115,10,inform_account_00105|add_account_01177|get_account_00601|fetch_account_01185|retrieve_user_06917|inform_account_01145|add_account_02043|get_account_00671|fetch_account_02599|lookup_user_05017,bm25:2,bm25,compact,8192,1,0,,inform_account_01145,0,"{""capability"":""inform_account_01145""}",2,10,A3_diversity_union,1686,get_user-h2-en-1, 5,cpu:q4_ollama,53,,1512,0,get_user,ollama_total_call_upper_bound,28.206654800102115,,0,0,
3226,28.016980099957436,1,28.016980099957436,10,validate_user|verify_account_04845|verify_account_02035|verify_user_00907|verify_account_04707|verify_user_06587|verify_profile_02427|verify_account_00837|verify_user_04911|verify_profile_06845,embedding:2,embedding,compact,8192,1,0,,validate_user,0,"{""capability"":""validate_user""}",2,10,A1_fused,1654,update_user-h4-en-1, 0,cpu:q4_ollama,53,,1474,0,update_user,ollama_total_call_upper_bound,28.016980099957436,,0,0,validate_user
3202,27.387269299943,1,27.387269299943,10,add_account_01177|add_article_01448|verify_account_04845|add_user_00395|add_account_02043|add_article_01455|validate_user|add_user_00740|add_account_02240|add_article_01821,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_01177,0,"{""capability"":""add_account_01177""}",2,10,A2_raw_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,53,,1458,0,update_user,ollama_total_call_upper_bound,27.387269299943,,0,0,validate_user
3202,27.07170720002614,1,27.07170720002614,10,add_article_01448|add_account_01177|add_user_00395|verify_account_04845|add_article_01455|add_account_02043|add_user_00740|validate_user|add_article_01821|add_account_02240,bm25:1,bm25,compact,8192,1,0,,add_article_01448,0,"{""capability"":""add_article_01448""}",2,10,A3_diversity_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,53,,1458,0,update_user,ollama_total_call_upper_bound,27.07170720002614,,0,0,validate_user
