argument_semantic_correct,call_parse_valid,candidate_names,capability_choice_correct,condition,enum_type_valid,execution_acceptance,execution_reason,generated_name,generated_text,generated_tokens,hardness_level,host_rejection,materialization_seconds,max_candidates,model_invocations,native_kv_bytes,phase_a_capability_tokens,phase_a_ttft_seconds,phase_b_capability_tokens,phase_b_ttft_seconds,phase_transition_overhead_seconds,prompt_tokens,query_id,required_argument_coverage,required_tool_recall_at_k,retry_count,schema_valid_call,selected_name,target_name,task_success,total_capability_tokens,total_ttft_seconds,unsafe_tool_choice,wall_clock_seconds,wrong_tool_choice,wrong_tool_execution_attempt
1,1,export_document|archive_report,1,T3_oracle_full,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.00032510003075003624,2,1,27983872,244,0.36788280005566776,0,0.0,0.0,194,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,244,0.36788280005566776,0,4.463375400053337,0,0
1,1,export_document|archive_report|extract_metadata|create_issue,1,T0_full_all,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.0002949000336229801,4,1,108953600,950,0.8190824999473989,0,0.0,0.0,397,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,950,0.8190824999473989,0,4.909116599941626,0,0
0,0,export_document|archive_report|extract_metadata|create_issue,0,T1_selection_only,1,0,malformed_call,,"{""name"":""export_document"",""arguments"":{""document_id"":""d42""}}",16,H2,1,0.0005767000839114189,4,1,40026112,349,0.8372337999753654,0,0.0,0.0,416,export_document-h2-en-1,0,1,0,0,,export_document,0,349,0.8372337999753654,0,2.888463200069964,0,0
1,1,export_document|archive_report|extract_metadata|create_issue,1,T2_selection_to_full,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",37,H2,0,0.0022710999473929405,4,2,68009984,349,0.8364759001415223,244,0.37096589989960194,0.0020880999509245157,610,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,593,1.2074418000411242,0,6.060905699850991,0,0
1,1,export_document|archive_report|extract_metadata|create_issue,1,T3_oracle_full,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.00025819987058639526,4,1,27983872,244,0.3668535999022424,0,0.0,0.0,194,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,244,0.3668535999022424,0,4.239341199863702,0,0
1,1,export_document|archive_report|extract_metadata|create_issue|create_report|read_document,1,T0_full_all,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.0004811000544577837,6,1,162856960,1420,1.13283080002293,0,0.0,0.0,537,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,1420,1.13283080002293,0,5.078084900043905,0,0
0,0,export_document|archive_report|extract_metadata|create_issue|create_report|read_document,0,T1_selection_only,1,0,malformed_call,,"{""name"":""read_document"",""arguments"":{""document_id"":""d42""}}",16,H2,1,0.00018780003301799297,6,1,60096512,524,1.188156200107187,0,0.0,0.0,591,export_document-h2-en-1,0,1,0,0,,export_document,0,524,1.188156200107187,0,3.2869818001054227,0,0
1,1,export_document|archive_report|extract_metadata|create_issue|create_report|read_document,1,T2_selection_to_full,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",37,H2,0,0.00205690017901361,6,2,88080384,524,1.2102429000660777,244,0.3815202999394387,0.001813200069591403,785,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,768,1.5917632000055164,0,6.465155100217089,0,0
1,1,export_document|archive_report|extract_metadata|create_issue|create_report|read_document,1,T3_oracle_full,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.00016569998115301132,6,1,27983872,244,0.3686261000111699,0,0.0,0.0,194,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,244,0.3686261000111699,0,4.450770800001919,0,0
1,1,export_document|archive_report|extract_metadata|create_issue|create_report|read_document|search_document|purge_archive,1,T0_full_all,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.0006905999034643173,8,1,216645632,1889,1.458066200139001,0,0.0,0.0,664,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,1889,1.458066200139001,0,5.547966599930078,0,0
0,0,export_document|archive_report|extract_metadata|create_issue|create_report|read_document|search_document|purge_archive,0,T1_selection_only,1,0,malformed_call,,"{""name"":""tool_name"",""arguments"":{}}",11,H2,1,0.00044560013338923454,8,1,80166912,699,1.59604680002667,0,0.0,0.0,766,export_document-h2-en-1,0,1,0,0,,export_document,0,699,1.59604680002667,0,3.014550000196323,0,0
0,1,export_document|archive_report|extract_metadata|create_issue|create_report|read_document|search_document|purge_archive,0,T2_selection_to_full,1,1,executed,read_document,"<tool_call>\n{""name"": ""read_document"", ""arguments"": {""document_id"": ""d42""}}\n</tool_call>",31,H2,0,0.0020583001896739006,8,2,106659840,699,1.6342335999943316,231,0.35937309986911714,0.0017182000447064638,947,export_document-h2-en-1,0,1,0,1,read_document,export_document,0,930,1.9936066998634487,0,6.051269800169393,1,1
1,1,export_document|archive_report|extract_metadata|create_issue|create_report|read_document|search_document|purge_archive,1,T3_oracle_full,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.000304599991068244,8,1,27983872,244,0.3732050999533385,0,0.0,0.0,194,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,244,0.3732050999533385,0,4.288124399958178,0,0
1,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T0_full_all,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.0010474000591784716,18,1,485703680,4235,3.594905599951744,0,0.0,0.0,1352,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,4235,3.594905599951744,0,8.710973100038245,0,0
0,0,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T1_selection_only,1,0,malformed_call,,"{""name"":""update_user"",""arguments"":{""status"":""d42"",""user_id"":""d42""}}",22,H2,1,0.0005489999894052744,18,1,179716096,1567,4.7917245998978615,0,0.0,0.0,1634,export_document-h2-en-1,0,1,0,0,,export_document,0,1567,4.7917245998978615,0,9.190480899997056,0,0
0,0,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T2_selection_to_full,1,0,malformed_call,,,7,H2,1,0.00043409992940723896,18,1,179716096,1567,4.829732300015166,0,0.0,0.0,1634,export_document-h2-en-1,0,1,0,0,download,export_document,0,1567,4.829732300015166,0,6.091571899829432,1,0
1,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T3_oracle_full,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.0004292998928576708,18,1,27983872,244,0.3998664999380708,0,0.0,0.0,194,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,244,0.3998664999380708,0,4.449087099870667,0,0
0,1,create_issue|update_issue,1,T0_full_all,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",30,H1,0,0.00026849983260035515,2,1,55394304,483,0.544939799932763,0,0.0,0.0,273,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,483,0.544939799932763,0,4.79098859988153,0,0
0,0,create_issue|update_issue,0,T1_selection_only,1,0,malformed_call,,"{""name"":""create_issue"",""arguments"":{""repository_id"":""repo9"",""title"":""File Routing audit""}}",21,H1,1,0.00010859989561140537,2,1,20529152,179,0.40941140009090304,0,0.0,0.0,246,create_issue-h1-en-1,0,1,0,0,,create_issue,0,179,0.40941140009090304,0,3.2316886000335217,0,0
0,1,create_issue|update_issue,1,T2_selection_to_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",38,H1,0,0.0019145002588629723,2,2,48054272,179,0.4125598000828177,240,0.37360720010474324,0.0018001000862568617,441,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,419,0.7861670001875609,0,5.760105800349265,0,0
0,1,create_issue|update_issue,1,T3_oracle_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",30,H1,0,0.00019509997218847275,2,1,27525120,240,0.3715904001146555,0,0.0,0.0,195,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,240,0.3715904001146555,0,4.4531521000899374,0,0
0,1,create_issue|update_issue|create_report|update_user,1,T0_full_all,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",30,H1,0,0.00039590010419487953,4,1,110559232,964,0.8474651998840272,0,0.0,0.0,426,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,964,0.8474651998840272,0,4.856329299975187,0,0
0,0,create_issue|update_issue|create_report|update_user,0,T1_selection_only,1,0,malformed_call,,"{""name"":""create_issue"",""arguments"":{""repository_id"":""repo9"",""title"":""File Routing audit""}}",21,H1,1,0.00036429986357688904,4,1,40943616,357,0.8438029999379069,0,0.0,0.0,424,create_issue-h1-en-1,0,1,0,0,,create_issue,0,357,0.8438029999379069,0,3.662763699889183,0,0
0,1,create_issue|update_issue|create_report|update_user,1,T2_selection_to_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",38,H1,0,0.0019179999362677336,4,2,68468736,357,0.8512424000073224,240,0.37224440020509064,0.0017564999870955944,619,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,597,1.223486800212413,0,6.343313600169495,0,0
0,1,create_issue|update_issue|create_report|update_user,1,T3_oracle_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",30,H1,0,0.00010950001887977123,4,1,27525120,240,0.3667106998618692,0,0.0,0.0,195,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,240,0.3667106998618692,0,4.452869999920949,0,0
0,1,create_issue|update_issue|create_report|update_user|export_document|search_document,1,T0_full_all,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",30,H1,0,0.0005184998735785484,6,1,165150720,1440,1.1703148998785764,0,0.0,0.0,564,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,1440,1.1703148998785764,0,5.265152199892327,0,0
0,0,create_issue|update_issue|create_report|update_user|export_document|search_document,0,T1_selection_only,1,0,malformed_call,,"{""name"":""create_issue"",""arguments"":{""repository_id"":""repo9"",""title"":""File Routing audit""}}",21,H1,1,0.00045299995690584183,6,1,61014016,532,1.2122427998110652,0,0.0,0.0,599,create_issue-h1-en-1,0,1,0,0,,create_issue,0,532,1.2122427998110652,0,4.084616799838841,0,0
0,1,create_issue|update_issue|create_report|update_user|export_document|search_document,1,T2_selection_to_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",38,H1,0,0.0019519999623298645,6,2,88539136,532,1.2182265999726951,240,0.38978009996935725,0.0014812999870628119,794,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,772,1.6080066999420524,0,6.800131999887526,0,0
0,1,create_issue|update_issue|create_report|update_user|export_document|search_document,1,T3_oracle_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",30,H1,0,0.0001254999078810215,6,1,27525120,240,0.3766429000534117,0,0.0,0.0,195,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,240,0.3766429000534117,0,4.346367799909785,0,0
0,1,create_issue|update_issue|create_report|update_user|export_document|search_document|extract_metadata|read_document,1,T0_full_all,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",30,H1,0,0.0006679999642074108,8,1,218480640,1905,1.50965670007281,0,0.0,0.0,691,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,1905,1.50965670007281,0,5.612874099984765,0,0
0,0,create_issue|update_issue|create_report|update_user|export_document|search_document|extract_metadata|read_document,0,T1_selection_only,1,0,malformed_call,,"{""name"":""create_issue"",""arguments"":{""repository_id"":""repo9""}}",15,H1,1,0.0002445001155138016,8,1,80625664,703,1.775063700042665,0,0.0,0.0,770,create_issue-h1-en-1,0,1,0,0,,create_issue,0,703,1.775063700042665,0,3.743172500282526,0,0
0,1,create_issue|update_issue|create_report|update_user|export_document|search_document|extract_metadata|read_document,1,T2_selection_to_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",38,H1,0,0.0018210997804999352,8,2,108150784,703,1.7938753999769688,240,0.38324339990504086,0.0015047998167574406,965,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,943,2.1771187998820096,0,7.210978799499571,0,0
0,1,create_issue|update_issue|create_report|update_user|export_document|search_document|extract_metadata|read_document,1,T3_oracle_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",30,H1,0,0.00013529998250305653,8,1,27525120,240,0.37539489986374974,0,0.0,0.0,195,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,240,0.37539489986374974,0,4.377890199888498,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T0_full_all,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""9"", ""title"": ""File Routing audit""}}\n</tool_call>",29,H1,0,0.0014090000186115503,18,1,485703680,4235,3.6026846000459045,0,0.0,0.0,1352,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,4235,3.6026846000459045,0,8.725278099998832,0,0
0,0,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T1_selection_only,1,0,malformed_call,,"{""name"":""create_issue"",""arguments"":{""repository_id"":""repo9"",""title"":""File Routing audit""}}",21,H1,1,0.0005767999682575464,18,1,179716096,1567,4.827180399792269,0,0.0,0.0,1634,create_issue-h1-en-1,0,1,0,0,,create_issue,0,1567,4.827180399792269,0,8.991714799776673,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T2_selection_to_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",38,H1,0,0.0021456999238580465,18,2,207241216,1567,4.83505789982155,240,0.4004765001591295,0.0017498999368399382,1829,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,1807,5.235534399980679,0,10.678899899823591,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T3_oracle_full,1,1,executed,create_issue,"<tool_call>\n{""name"": ""create_issue"", ""arguments"": {""repository_id"": ""repo9"", ""title"": ""File Routing audit""}}\n</tool_call>",30,H1,0,0.0002256000880151987,18,1,27525120,240,0.3889492000453174,0,0.0,0.0,195,create_issue-h1-en-1,1,1,0,1,create_issue,create_issue,0,240,0.3889492000453174,0,4.287758700083941,0,0
0,1,update_issue|create_issue,1,T0_full_all,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""issue-4"", ""status"": ""active""}}\n</tool_call>",29,H2,0,0.00027629989199340343,2,1,55394304,483,0.5417166000697762,0,0.0,0.0,271,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,483,0.5417166000697762,0,4.660112699959427,0,0
0,0,update_issue|create_issue,0,T1_selection_only,1,0,malformed_call,,"{""name"":""update_issue"",""arguments"":{""status"":""active""}}",13,H2,1,0.00014289980754256248,2,1,20529152,179,0.40635049995034933,0,0.0,0.0,244,update_issue-h2-en-1,0,1,0,0,,update_issue,0,179,0.40635049995034933,0,2.156246299855411,0,0
0,1,update_issue|create_issue,1,T2_selection_to_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",35,H2,0,0.0022682000417262316,2,2,48283648,179,0.40873379982076585,242,0.37429840001277626,0.002140199998393655,437,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,421,0.7830321998335421,0,5.311221899930388,0,0
0,1,update_issue|create_issue,1,T3_oracle_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",27,H2,0,0.00013979990035295486,2,1,27754496,242,0.37188599980436265,0,0.0,0.0,193,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,242,0.37188599980436265,0,4.027845099801198,0,0
0,1,update_issue|create_issue|archive_report|update_user,1,T0_full_all,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""issue-4"", ""status"": ""active""}}\n</tool_call>",29,H2,0,0.00020999996922910213,4,1,109871104,958,0.8287331000901759,0,0.0,0.0,410,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,958,0.8287331000901759,0,4.85195569996722,0,0
0,0,update_issue|create_issue|archive_report|update_user,0,T1_selection_only,1,0,malformed_call,,"{""name"":""update_issue"",""arguments"":{""issue_id"":""4"",""status"":""back_on_active_board""}}",21,H2,1,0.0008314000442624092,4,1,40370176,352,0.8441705000586808,0,0.0,0.0,417,update_issue-h2-en-1,0,1,0,0,,update_issue,0,352,0.8441705000586808,0,3.621076200157404,0,0
0,1,update_issue|create_issue|archive_report|update_user,1,T2_selection_to_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",35,H2,0,0.003379399888217449,4,2,68124672,352,0.8435750000644475,242,0.3720667001325637,0.003237399971112609,610,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,594,1.2156417001970112,0,5.829587599961087,0,0
0,1,update_issue|create_issue|archive_report|update_user,1,T3_oracle_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",27,H2,0,0.00024640001356601715,4,1,27754496,242,0.37170540005899966,0,0.0,0.0,193,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,242,0.37170540005899966,0,3.890436999965459,0,0
0,1,update_issue|create_issue|archive_report|update_user|update_document|export_document,1,T0_full_all,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""issue-4"", ""status"": ""active""}}\n</tool_call>",29,H2,0,0.0004811999388039112,6,1,165380096,1442,1.1689112999010831,0,0.0,0.0,561,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,1442,1.1689112999010831,0,5.0215127998963,0,0
0,0,update_issue|create_issue|archive_report|update_user|update_document|export_document,0,T1_selection_only,1,0,malformed_call,,"{""name"":""update_issue"",""arguments"":{""issue_id"":""4"",""status"":""back""}}",18,H2,1,0.0002234999556094408,6,1,60669952,529,1.2045567000750452,0,0.0,0.0,594,update_issue-h2-en-1,0,1,0,0,,update_issue,0,529,1.2045567000750452,0,3.50269309990108,0,0
0,1,update_issue|create_issue|archive_report|update_user|update_document|export_document,1,T2_selection_to_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",35,H2,0,0.002440899843350053,6,2,88424448,529,1.2323848998639733,242,0.3988812000025064,0.001869899919256568,787,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,771,1.6312660998664796,0,6.237448699772358,0,0
0,1,update_issue|create_issue|archive_report|update_user|update_document|export_document,1,T3_oracle_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",27,H2,0,0.00013900012709200382,6,1,27754496,242,0.37267559999600053,0,0.0,0.0,193,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,242,0.37267559999600053,0,3.9952003001235425,0,0
0,1,update_issue|create_issue|archive_report|update_user|update_document|export_document|search_document|create_report,1,T0_full_all,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""issue-4"", ""status"": ""active""}}\n</tool_call>",29,H2,0,0.0006146999076008797,8,1,219168768,1911,1.5199792999774218,0,0.0,0.0,698,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,1911,1.5199792999774218,0,5.523373299976811,0,0
0,0,update_issue|create_issue|archive_report|update_user|update_document|export_document|search_document|create_report,0,T1_selection_only,1,0,malformed_call,,"{""name"":""update_issue"",""arguments"":{""issue_id"":""4"",""status"":""back""}}",18,H2,1,0.0003049001097679138,8,1,80510976,702,1.6095609997864813,0,0.0,0.0,767,update_issue-h2-en-1,0,1,0,0,,update_issue,0,702,1.6095609997864813,0,4.027485100086778,0,0
0,1,update_issue|create_issue|archive_report|update_user|update_document|export_document|search_document|create_report,1,T2_selection_to_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",35,H2,0,0.002659300109371543,8,2,108265472,702,1.6370961000211537,242,0.39453710010275245,0.002054499927908182,960,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,944,2.031633200123906,0,6.516736400313675,0,0
0,1,update_issue|create_issue|archive_report|update_user|update_document|export_document|search_document|create_report,1,T3_oracle_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",27,H2,0,0.00020239991135895252,8,1,27754496,242,0.37711379979737103,0,0.0,0.0,193,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,242,0.37711379979737103,0,3.8924240998458117,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T0_full_all,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""issue-4"", ""status"": ""active""}}\n</tool_call>",29,H2,0,0.0024574999697506428,18,1,485703680,4235,3.6146594998426735,0,0.0,0.0,1350,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,4235,3.6146594998426735,0,8.731971999863163,0,0
0,0,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T1_selection_only,1,0,malformed_call,,"{""name"":""create_issue"",""arguments"":{""repository_id"":""!!ref:tool:paper6_5:search_repository:v1!!"",""title"":""issue-4""}}",34,H2,1,0.00038599991239607334,18,1,179716096,1567,4.8232793000061065,0,0.0,0.0,1632,update_issue-h2-en-1,0,1,0,0,,update_issue,0,1567,4.8232793000061065,0,11.734189999988303,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T2_selection_to_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",35,H2,0,0.002056000055745244,18,2,207470592,1567,4.821478900033981,242,0.3905901999678463,0.0014921000692993402,1825,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,1809,5.212069100001827,0,10.568842200096697,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T3_oracle_full,1,1,executed,update_issue,"<tool_call>\n{""name"": ""update_issue"", ""arguments"": {""issue_id"": ""4"", ""status"": ""active""}}\n</tool_call>",27,H2,0,0.00025200005620718,18,1,27754496,242,0.39861689996905625,0,0.0,0.0,193,update_issue-h2-en-1,1,1,0,1,update_issue,update_issue,0,242,0.39861689996905625,0,3.9996013999916613,0,0
1,1,export_document|create_report,1,T0_full_all,1,1,executed,create_report,"<tool_call>\n{""name"": ""create_report"", ""arguments"": {""artifact_id"": ""artifact-d42-pdf"", ""title"": ""PRA Digest""}}\n</tool_call>",33,H2,0,0.00027680001221597195,2,1,55279616,482,0.5416854000650346,0,0.0,0.0,271,create_report-h2-en-1,1,1,0,1,create_report,create_report,1,482,0.5416854000650346,0,4.968806100077927,0,0
0,0,export_document|create_report,0,T1_selection_only,1,0,malformed_call,,"{""name"":""create_report"",""arguments"":{""artifact_id"":""!!ref:tool:paper6_5:export_document:v1!!"",""title"":""PRA Digest""}}",34,H2,1,0.0003098000306636095,2,1,20529152,179,0.41528509999625385,0,0.0,0.0,247,create_report-h2-en-1,0,1,0,0,,create_report,0,179,0.41528509999625385,0,4.969020900083706,0,0
0,1,export_document|create_report,1,T2_selection_to_full,1,1,executed,create_report,"<tool_call>\n{""name"": ""create_report"", ""arguments"": {""artifact_id"": ""d42"", ""title"": ""PRA Digest""}}\n</tool_call>",39,H2,0,0.0016817997675389051,2,2,47710208,179,0.41488649998791516,237,0.36864870018325746,0.0015819999389350414,441,create_report-h2-en-1,1,1,0,1,create_report,create_report,0,416,0.7835352001711726,0,6.016235999763012,0,0
