protocol_revision,model,case_id,case_class,seed,baseline,expected_initial_action,decision_target_action,predicted_action,mechanism_correct,recognized_insufficient,under_expansion,over_expansion,evidence_recall,task_success,answer,expected_answer,compact_tokens,visible_tokens,materialized_tokens,materialized_bytes,network_bytes,active_kv_bytes,expansions,explicit_expansions,pra_selected_chunks,round_trips,model_passes,decision_latency_seconds,answer_latency_seconds,decision_error,decision_raw,full_ceiling_eligible
progressive-context-v1,qwen3:0.6b,c1-deployment,C1_FULL,53,CCR_TOOL,MATERIALIZE_FULL,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,164,214,50,197,197,0,1,1,0,1,2,1.3578405000735074,1.9878897999878973,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c1-deployment,C1_FULL,71,FULL,MATERIALIZE_FULL,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,164,214,50,197,197,0,1,0,0,1,1,0.0,1.9606168000027537,,,1
progressive-context-v1,qwen3:0.6b,c1-deployment,C1_FULL,71,COMPACT_ONLY,MATERIALIZE_FULL,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,164,164,0,0,0,0,0,0,0,0,1,0.0,0.8496933002024889,,,1
progressive-context-v1,qwen3:0.6b,c1-deployment,C1_FULL,71,PRA_AUTO,MATERIALIZE_FULL,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,164,164,0,0,0,0,0,0,2,0,1,0.0,0.8496933002024889,,,1
progressive-context-v1,qwen3:0.6b,c1-deployment,C1_FULL,71,MODEL_ESCALATION,MATERIALIZE_FULL,MATERIALIZE_FULL,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,164,164,0,0,0,0,0,0,0,0,2,1.5416514000389725,0.8496933002024889,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c1-deployment,C1_FULL,71,PRA_PLUS_MODEL,MATERIALIZE_FULL,MATERIALIZE_FULL,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,164,164,0,0,0,0,0,0,2,0,2,1.5416514000389725,0.8496933002024889,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c1-deployment,C1_FULL,71,CCR_TOOL,MATERIALIZE_FULL,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,164,214,50,197,197,0,1,1,0,1,2,1.4958780999295413,1.9606168000027537,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,11,FULL,MATERIALIZE_MORE,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,0,0,1,1,0.0,3.9116475998889655,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,11,COMPACT_ONLY,MATERIALIZE_MORE,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,256,256,0,0,0,0,0,0,0,0,1,0.0,0.9086301000788808,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,11,PRA_AUTO,MATERIALIZE_MORE,,PRA_AUTO,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,303,47,186,186,0,1,0,2,1,1,0.0,1.560308299958706,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,11,MODEL_ESCALATION,MATERIALIZE_MORE,MATERIALIZE_MORE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.7821925000753254,3.9116475998889655,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,11,PRA_PLUS_MODEL,MATERIALIZE_MORE,CONTINUE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,715,458,1829,1829,0,2,1,2,2,2,1.5559350999537855,3.7803673001471907,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,11,CCR_TOOL,MATERIALIZE_MORE,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.595610300078988,3.9116475998889655,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,23,FULL,MATERIALIZE_MORE,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,0,0,1,1,0.0,3.8491134999785572,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,23,COMPACT_ONLY,MATERIALIZE_MORE,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,256,256,0,0,0,0,0,0,0,0,1,0.0,1.082272500032559,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,23,PRA_AUTO,MATERIALIZE_MORE,,PRA_AUTO,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,303,47,186,186,0,1,0,2,1,1,0.0,1.499460499966517,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,23,MODEL_ESCALATION,MATERIALIZE_MORE,MATERIALIZE_MORE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.7734197999816388,3.8491134999785572,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,23,PRA_PLUS_MODEL,MATERIALIZE_MORE,CONTINUE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,715,458,1829,1829,0,2,1,2,2,2,1.5551687001716346,3.972051599994302,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,23,CCR_TOOL,MATERIALIZE_MORE,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.760951800039038,3.8491134999785572,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,37,FULL,MATERIALIZE_MORE,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,0,0,1,1,0.0,3.9804402000736445,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,37,COMPACT_ONLY,MATERIALIZE_MORE,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,256,256,0,0,0,0,0,0,0,0,1,0.0,1.1114302999339998,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,37,PRA_AUTO,MATERIALIZE_MORE,,PRA_AUTO,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,303,47,186,186,0,1,0,2,1,1,0.0,1.6485047999303788,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,37,MODEL_ESCALATION,MATERIALIZE_MORE,MATERIALIZE_MORE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.5586625998839736,3.9804402000736445,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,37,PRA_PLUS_MODEL,MATERIALIZE_MORE,CONTINUE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,715,458,1829,1829,0,2,1,2,2,2,1.4692620998248458,3.808002799982205,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,37,CCR_TOOL,MATERIALIZE_MORE,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.547935799928382,3.9804402000736445,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,53,FULL,MATERIALIZE_MORE,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,0,0,1,1,0.0,3.7219231999479234,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,53,COMPACT_ONLY,MATERIALIZE_MORE,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,256,256,0,0,0,0,0,0,0,0,1,0.0,1.0852753999643028,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,53,PRA_AUTO,MATERIALIZE_MORE,,PRA_AUTO,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,303,47,186,186,0,1,0,2,1,1,0.0,1.3777721000369638,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,53,MODEL_ESCALATION,MATERIALIZE_MORE,MATERIALIZE_MORE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.559621499851346,3.7219231999479234,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,53,PRA_PLUS_MODEL,MATERIALIZE_MORE,CONTINUE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,715,458,1829,1829,0,2,1,2,2,2,1.5512886999640614,3.9479501999448985,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,53,CCR_TOOL,MATERIALIZE_MORE,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.7781136999838054,3.7219231999479234,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,71,FULL,MATERIALIZE_MORE,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,0,0,1,1,0.0,3.826833400176838,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,71,COMPACT_ONLY,MATERIALIZE_MORE,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,256,256,0,0,0,0,0,0,0,0,1,0.0,1.0865422999486327,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,71,PRA_AUTO,MATERIALIZE_MORE,,PRA_AUTO,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,303,47,186,186,0,1,0,2,1,1,0.0,1.6289649999234825,,,1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,71,MODEL_ESCALATION,MATERIALIZE_MORE,MATERIALIZE_MORE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.6670578999910504,3.826833400176838,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,71,PRA_PLUS_MODEL,MATERIALIZE_MORE,CONTINUE,MATERIALIZE_FULL,0,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,715,458,1829,1829,0,2,1,2,2,2,1.5196275999769568,3.9643424001988024,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-deployment,C2_MORE,71,CCR_TOOL,MATERIALIZE_MORE,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,256,668,411,1643,1643,0,1,1,0,1,2,1.79326259996742,3.826833400176838,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,11,FULL,CURSOR_QUERY,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,0,0,2,1,0.0,4.442002800060436,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,11,COMPACT_ONLY,CURSOR_QUERY,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,1,0.0,2.357738599879667,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,11,PRA_AUTO,CURSOR_QUERY,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,1,0.0,2.124357899883762,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,11,MODEL_ESCALATION,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,2,1.8056933998595923,2.4779922999441624,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,11,PRA_PLUS_MODEL,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,2,1.813822900177911,2.4763725001830608,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,11,CCR_TOOL,CURSOR_QUERY,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,1,0,2,2,2.497786099789664,4.415830499958247,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,23,FULL,CURSOR_QUERY,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,0,0,2,1,0.0,4.171281700022519,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,23,COMPACT_ONLY,CURSOR_QUERY,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,1,0.0,2.4969480000436306,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,23,PRA_AUTO,CURSOR_QUERY,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,1,0.0,2.3021914998535067,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,23,MODEL_ESCALATION,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,2,1.7846476999111474,2.4801859001163393,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,23,PRA_PLUS_MODEL,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,2,1.8456916001159698,2.2529307999648154,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,23,CCR_TOOL,CURSOR_QUERY,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,1,0,2,2,2.397393000079319,4.313175200019032,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,37,FULL,CURSOR_QUERY,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,0,0,2,1,0.0,4.356104800011963,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,37,COMPACT_ONLY,CURSOR_QUERY,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,1,0.0,2.335709100123495,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,37,PRA_AUTO,CURSOR_QUERY,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,1,0.0,2.300638899905607,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,37,MODEL_ESCALATION,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,2,1.7762670000083745,2.475722400005907,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,37,PRA_PLUS_MODEL,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,2,1.7957548000849783,2.297115200199187,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,37,CCR_TOOL,CURSOR_QUERY,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,1,0,2,2,2.4801090999972075,4.270481999963522,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,53,FULL,CURSOR_QUERY,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,0,0,2,1,0.0,4.260661700041965,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,53,COMPACT_ONLY,CURSOR_QUERY,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,1,0.0,2.2859881001058966,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,53,PRA_AUTO,CURSOR_QUERY,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,1,0.0,2.292515200097114,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,53,MODEL_ESCALATION,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,2,1.7890188000164926,2.445498100016266,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,53,PRA_PLUS_MODEL,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,2,1.6915502999909222,2.4623321001417935,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,53,CCR_TOOL,CURSOR_QUERY,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,1,0,2,2,2.2911863999906927,4.4526311999652535,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,71,FULL,CURSOR_QUERY,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,0,0,2,1,0.0,4.117251500021666,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,71,COMPACT_ONLY,CURSOR_QUERY,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,1,0.0,2.196348100202158,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,71,PRA_AUTO,CURSOR_QUERY,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,1,0.0,2.3957130999770015,,,1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,71,MODEL_ESCALATION,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,0,1,2,1.777522300137207,2.491926599992439,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,71,PRA_PLUS_MODEL,CURSOR_QUERY,CURSOR_QUERY,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,385,385,112,447,447,0,1,0,2,1,2,1.792396199889481,2.315999200101942,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-deployment,C3_CURSOR,71,CCR_TOOL,CURSOR_QUERY,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,385,796,523,2090,2090,0,2,1,0,2,2,2.5578010000754148,4.542633000062779,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,11,FULL,SEARCH_RECORD,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,447,245,977,977,0,1,0,0,1,1,0.0,2.7006163999903947,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,11,COMPACT_ONLY,SEARCH_RECORD,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,196,196,0,0,0,0,0,0,0,0,1,0.0,1.058166499948129,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,11,PRA_AUTO,SEARCH_RECORD,,PRA_AUTO,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,228,32,127,127,0,1,0,2,1,1,0.0,1.5553389999549836,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,11,MODEL_ESCALATION,SEARCH_RECORD,SEARCH_RECORD,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,196,196,0,0,0,0,0,0,0,0,2,1.6907957999501377,1.058166499948129,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,11,PRA_PLUS_MODEL,SEARCH_RECORD,CONTINUE,CONTINUE,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,228,32,127,127,0,1,0,2,1,2,1.3961493000388145,1.5553389999549836,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,11,CCR_TOOL,SEARCH_RECORD,,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,196,196,0,0,0,0,0,0,0,0,2,1.4633788999635726,1.058166499948129,,"<think>

</think>

{""decision"": ""continue""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,23,FULL,SEARCH_RECORD,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,447,245,977,977,0,1,0,0,1,1,0.0,2.7055943000596017,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,23,COMPACT_ONLY,SEARCH_RECORD,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,196,196,0,0,0,0,0,0,0,0,1,0.0,1.1187831000424922,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,23,PRA_AUTO,SEARCH_RECORD,,PRA_AUTO,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,228,32,127,127,0,1,0,2,1,1,0.0,1.551764499861747,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,23,MODEL_ESCALATION,SEARCH_RECORD,SEARCH_RECORD,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,196,196,0,0,0,0,0,0,0,0,2,1.5728881999384612,1.1187831000424922,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,23,PRA_PLUS_MODEL,SEARCH_RECORD,CONTINUE,CONTINUE,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,228,32,127,127,0,1,0,2,1,2,1.3837975999340415,1.551764499861747,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,23,CCR_TOOL,SEARCH_RECORD,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,447,245,977,977,0,1,1,0,1,2,1.3248480001930147,2.7055943000596017,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,37,FULL,SEARCH_RECORD,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,447,245,977,977,0,1,0,0,1,1,0.0,2.764477200107649,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,37,COMPACT_ONLY,SEARCH_RECORD,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,196,196,0,0,0,0,0,0,0,0,1,0.0,1.0410730999428779,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,37,PRA_AUTO,SEARCH_RECORD,,PRA_AUTO,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,228,32,127,127,0,1,0,2,1,1,0.0,1.475838900078088,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,37,MODEL_ESCALATION,SEARCH_RECORD,SEARCH_RECORD,CONTINUE,0,0,1,0,0,0,UNKNOWN,DEPLOY-01-OK,196,196,0,0,0,0,0,0,0,0,2,1.563636900158599,1.0410730999428779,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,37,PRA_PLUS_MODEL,SEARCH_RECORD,CONTINUE,CONTINUE,1,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,228,32,127,127,0,1,0,2,1,2,1.3927670000120997,1.475838900078088,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,37,CCR_TOOL,SEARCH_RECORD,,RETRIEVE,1,1,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,447,245,977,977,0,1,1,0,1,2,1.2993652001023293,2.764477200107649,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,53,FULL,SEARCH_RECORD,,,0,0,0,0,1,1,DEPLOY-01-OK,DEPLOY-01-OK,196,447,245,977,977,0,1,0,0,1,1,0.0,2.7078799998853356,,,1
progressive-context-v1,qwen3:0.6b,c4-deployment,C4_SEARCH,53,COMPACT_ONLY,SEARCH_RECORD,,CONTINUE,0,0,0,0,0,0,UNKNOWN,DEPLOY-01-OK,196,196,0,0,0,0,0,0,0,0,1,0.0,0.9003751999698579,,,1
