partition,dataset,example_id,seed,hop,transition,query_state_id,query_reconstruction_mode,query_support_mode,facet_type,facet_count,K_search,candidate_parent_count,source_parent,oracle_parent,candidate_parent_ids,candidate_native_rank,candidate_query_rank,candidate_score,successor_candidate_recall,mrr,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_6,recall_at_8,recall_at_11,oracle_margin,winning_facet,winning_facet_family,winning_facet_span,winning_facet_text,winning_facet_includes_a,question,source_a_text,oracle_b_text,B_ceiling,theta,activated,active_parent_count,logical_reference_tokens,logical_parent_count,conceptual_active_parent_count,conceptual_active_parent_fraction,materialized_parent_count,materialized_native_kv_tokens,active_native_kv_fraction,native_kv_bytes,peak_native_kv_tokens,peak_active_parent_count,query_support_tokens,native_k_candidate_comparisons,semantic_comparisons,search_comparisons,reencoding_time,memory_projection_time,query_projection_time,candidate_scoring_time,native_search_time,prefill_to_ready_time,model_baseline_gpu_allocated_bytes,total_reencoding_peak_gpu_allocated_bytes,total_reencoding_peak_gpu_reserved_bytes,incremental_reencoding_peak_allocated_bytes,routing_peak_gpu_allocated_bytes,routing_peak_gpu_reserved_bytes,incremental_routing_peak_allocated_bytes,cpu_reference_cache_bytes,gpu_reference_cache_bytes,gist_cache_bytes,projected_parent_cache_bytes,query_facet_tensor_bytes,candidate_score_tensor_bytes,h2d_transfer_bytes,h2d_transfer_events,h2d_transfer_time,currently_materialized_parent_count,tpot,generation_performed,static_query_rank,rank_movement_from_q0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_then_memory,query_then_memory,question_and_memory,w2_s1_dynamic,276,6,5,[0],[5],"[2, 4, 1, 3, 5]",5,3,0.1830931156873703,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.12359689176082611,264,memory_a_window_2,"[267, 269]",houn,True,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[4],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,277,6049792,1380,6051172,0.6351343999849632,0.0004613999626599252,0.001221699989400804,0.0027261999784968793,0.031175400014035404,0.6707190999295563,1192115712,1294055424,1333788672,101939712,15180800,358612992,1414656,620984671,9245528,24576,3072,1130496,5520,10403656,9,,0,,False,3,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_then_memory,query_then_memory,question_and_memory,w2_s1_dynamic,276,8,5,[0],[5],"[2, 4, 1, 3, 5]",5,3,0.1830931156873703,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.12359689176082611,264,memory_a_window_2,"[267, 269]",houn,True,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[4],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,277,6049792,1380,6051172,0.6351343999849632,0.0004613999626599252,0.001221699989400804,0.003328000020701438,0.031175400014035404,0.6713208999717608,1192115712,1294055424,1333788672,101939712,15180800,358612992,1414656,620984671,9245528,24576,3072,1130496,5520,10403656,9,,0,,False,3,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_then_memory,query_then_memory,question_and_memory,w2_s1_dynamic,276,11,5,[0],[5],"[2, 4, 1, 3, 5]",5,3,0.1830931156873703,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.12359689176082611,264,memory_a_window_2,"[267, 269]",houn,True,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[4],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,277,6049792,1380,6051172,0.6351343999849632,0.0004613999626599252,0.001221699989400804,0.0029842000221833587,0.031175400014035404,0.6709770999732427,1192115712,1294055424,1333788672,101939712,15180800,358612992,1414656,620984671,9245528,24576,3072,1130496,5520,10403656,9,,0,,False,3,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,21,1,1,[0],[5],[2],5,2,,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,False,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[2],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,21,6049792,21,6049813,0.6395615999936126,0.0004613999626599252,0.0007813000120222569,0.0015193999861367047,0.031175400014035404,0.6734990999684669,1192115712,1296244736,1335885824,104129024,13874176,358612992,108032,620984671,9245528,24576,3072,86016,84,9359256,9,,0,,False,2,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,21,2,2,[0],[5],"[2, 4]",5,3,,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,False,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[4],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,21,6049792,42,6049834,0.6395615999936126,0.0004613999626599252,0.0007813000120222569,0.0018093999824486673,0.031175400014035404,0.6737890999647789,1192115712,1296244736,1335885824,104129024,13874176,358612992,108032,620984671,9245528,24576,3072,86016,168,9359256,9,,0,,False,3,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,21,3,3,[0],[5],"[2, 4, 1]",5,4,,0.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,False,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[4],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,21,6049792,63,6049855,0.6395615999936126,0.0004613999626599252,0.0007813000120222569,0.001653800019994378,0.031175400014035404,0.6736335000023246,1192115712,1296244736,1335885824,104129024,13874176,358612992,108032,620984671,9245528,24576,3072,86016,252,9359256,9,,0,,False,4,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,21,4,4,[0],[5],"[2, 4, 1, 3]",5,5,,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,False,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[3],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,21,6049792,84,6049876,0.6395615999936126,0.0004613999626599252,0.0007813000120222569,0.00183119997382164,0.031175400014035404,0.6738108999561518,1192115712,1296244736,1335885824,104129024,13874176,358612992,108032,620984671,9245528,24576,3072,86016,336,9359256,9,,0,,False,5,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,21,5,5,[0],[5],"[2, 4, 1, 3, 5]",5,3,0.13933929800987244,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16457051038742065,19,question_window_2,"[21, 23]",in Alabama,False,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[3],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,21,6049792,105,6049897,0.6395615999936126,0.0004613999626599252,0.0007813000120222569,0.0020182000007480383,0.031175400014035404,0.6739978999830782,1192115712,1296244736,1335885824,104129024,13874176,358612992,108032,620984671,9245528,24576,3072,86016,420,9359256,9,,0,,False,3,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,21,6,5,[0],[5],"[2, 4, 1, 3, 5]",5,3,0.13933929800987244,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16457051038742065,19,question_window_2,"[21, 23]",in Alabama,False,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[3],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,21,6049792,105,6049897,0.6395615999936126,0.0004613999626599252,0.0007813000120222569,0.002426000020932406,0.031175400014035404,0.6744057000032626,1192115712,1296244736,1335885824,104129024,13874176,358612992,108032,620984671,9245528,24576,3072,86016,420,9359256,9,,0,,False,3,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,21,8,5,[0],[5],"[2, 4, 1, 3, 5]",5,3,0.13933929800987244,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16457051038742065,19,question_window_2,"[21, 23]",in Alabama,False,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[3],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,21,6049792,105,6049897,0.6395615999936126,0.0004613999626599252,0.0007813000120222569,0.0016758000128902495,0.031175400014035404,0.6736554999952205,1192115712,1296244736,1335885824,104129024,13874176,358612992,108032,620984671,9245528,24576,3072,86016,420,9359256,9,,0,,False,3,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,21,11,5,[0],[5],"[2, 4, 1, 3, 5]",5,3,0.13933929800987244,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16457051038742065,19,question_window_2,"[21, 23]",in Alabama,False,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[3],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,21,6049792,105,6049897,0.6395615999936126,0.0004613999626599252,0.0007813000120222569,0.0026231000083498657,0.031175400014035404,0.6746027999906801,1192115712,1296244736,1335885824,104129024,13874176,358612992,108032,620984671,9245528,24576,3072,86016,420,9359256,9,,0,,False,3,0
validation,hotpotqa,5a84c4bb5542991dd0999dec,11,1,0,5a84c4bb5542991dd0999dec:t1:query_separator_memory,query_separator_memory,question_and_memory,w2_s1_dynamic,276,1,1,[0],[5],[2],5,2,,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,False,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,"Actinic keratosis: Actinic keratosis (AK) is a pre-cancerous patch of thick, scaly, or crusty skin.
Actinic keratosis: These growths are more common in fair-skinned people and those who are frequently in the sun.
Actinic keratosis: They usually form when skin gets damaged by ultraviolet (UV) radiation from the sun or indoor tanning beds. AKs are considered potentially pre-cancerous; left untreated, they may turn into a type of cancer called Squamous cell skin cancer.
Actinic keratosis: Untreated lesions have up to a 20% risk of progression to squamous cell carcinoma, so treatment by a dermatologist is recommended.
John Charles Cutler: John Charles Cutler (June 29, 1915 – February 8, 2003) was a senior surgeon, and the acting chief of the venereal disease program in the United States Public Health Service.
John Charles Cutler: After his death, his involvement in several controversial and unethical medical studies of syphilis was revealed, including the Guatemala and the Tuskegee syphilis experiments.
Calhoun Colored School: The Calhoun Colored School","[""is go unseen in infants so that they develop the symptoms of latent syphilis, including damage to their bones, teeth, eyes, ears, and brain.\nTuskegee syphilis experiment: The Tuskegee Study of Untreated Syphilis in the Negro Male, also known as the Tuskegee Syphilis Study or Tuskegee Syphilis Experiment ( ) was an infamous clinical study conducted between 1932 and 1972 by the U.S. Public Health Service.\nTuskegee syphilis experiment: The purpose of this study was to observe the natural progression of untreated syphilis in rural African-American men in Alabama under the guise of receiving free health care from the United States government.\nNatural Progression: Natural Progression is a 2004 album by the Canadian hip hop group Sweatshop Union.\nNatural Progression: Natural Progression established Sweatshop Union as a player in the conscious underground rap scene.""]",1,,[2],1,1477,6,2,0.3333333333333333,0,0,0.0,0,0,2,277,6049792,276,6050068,0.6395615999936126,0.0004613999626599252,0.0009935999987646937,0.0010902000358328223,0.031175400014035404,0.6732822000049055,1192115712,1296244736,1335885824,104129024,15180800,358612992,1414656,620984671,9245528,24576,3072,1130496,1104,10403736,9,,0,,False,2,0
