partition,dataset,example_id,seed,root_mode,root_parent,entry_facet,root_available,K_search,B_ceiling,B_label,theta_edge,theta_goal,max_hops,strategy,different_facet_goal,goal_triggered,goal_correct,false_goal,goal_precision,terminal_parent,terminal_facet,terminal_classification,terminal_text,question,path,path_depth,stop_reason,visited,visited_count,frontier_size,nodes_expanded,raw_proposals,edge_admitted_candidates,duplicate_proposals,cycles_prevented,peak_frontier,goal_tests,goal_comparisons,adjacency_lookup_comparisons,native_dot_products,oracle_parent,oracle_recall,oracle_precision,complete_oracle,later_oracle_recall,chain_complete,search_seconds,goal_test_seconds,cpu_dedup_seconds,root_routing_seconds,graph_index_build_seconds,total_routing_seconds,candidate_tensor_bytes,logical_reference_tokens,logical_parent_count,conceptual_active_parent_count,conceptual_active_parent_fraction,materialized_parent_count,materialized_native_kv_tokens,active_native_kv_fraction,native_kv_bytes,peak_active_parent_count,query_facet_count,query_support_tokens,cpu_reference_cache_bytes,adjacency_cache_bytes,goal_cache_bytes,routing_cache_bytes,h2d_transfer_bytes,h2d_transfer_seconds,prep_baseline_gpu_allocated_bytes,prep_peak_gpu_allocated_bytes,prep_peak_gpu_reserved_bytes,search_peak_gpu_allocated_bytes,search_peak_gpu_reserved_bytes,active_kv_tokens,generation_performed,tpot,theta_edge_label,theta_goal_label,condition_id,root_count_requested
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,7,42,6,36,6,6,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.003842199977952987,0.0003787000314332545,8.900067768990993e-06,0.0008038000087253749,0.21019900002283975,0.21484500000951812,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_breadth_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,best_first,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.000451300002168864,8.990004425868392e-05,5.89998671784997e-06,0.0008038000087253749,0.21019900002283975,0.211454100033734,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,best_first,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.00039300002390518785,9.360001422464848e-05,4.700035788118839e-06,0.0008038000087253749,0.21019900002283975,0.21139580005547032,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,best_first,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.0004848999669775367,8.00999696366489e-05,4.699977580457926e-06,0.0008038000087253749,0.21019900002283975,0.21148769999854267,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,0.04641332477331157,4,best_first,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.0004561000387184322,0.00011689995881170034,2.2199994418770075e-05,0.0008038000087253749,0.21019900002283975,0.21145890007028356,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q85,K11_Bnone_Eq25_Gq85_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,0.09909437894821181,4,best_first,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.00037050002720206976,7.370003731921315e-05,4.999979864805937e-06,0.0008038000087253749,0.21019900002283975,0.2113733000587672,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q90,K11_Bnone_Eq25_Gq90_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,0.17289698421955102,4,best_first,False,1.0,0.0,1.0,0.0,0,12,false_semantic_closure,[source token span 0:256],What film did Lela Rochon based on a John Grisham novel?,"[1, 0]",1,goal,"[1, 6, 4, 0]",4,1,1,6,3,0,0,1,3,48,6,49168144,"[1, 6]",1.0,0.5,1.0,1.0,1.0,0.000513700011651963,0.0002066000015474856,4.700035788118839e-06,0.0008038000087253749,0.21019900002283975,0.2115165000432171,160,1753,7,4,0.5714285714285714,0,0,0.0,0,4,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q95,K11_Bnone_Eq25_Gq95_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,2,12,6,6,1,6,6,96,12,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0011294999858364463,0.0004024000372737646,7.099995855242014e-06,0.0008038000087253749,0.21019900002283975,0.21213230001740158,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,beam,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.0004181999829597771,7.320003351196647e-05,4.799978341907263e-06,0.0008038000087253749,0.21019900002283975,0.2114210000145249,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,beam,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.0005168999778106809,0.0002169999643228948,4.299974534660578e-06,0.0008038000087253749,0.21019900002283975,0.2115197000093758,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,beam,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.0003698999644257128,6.920000305399299e-05,4.200031980872154e-06,0.0008038000087253749,0.21019900002283975,0.21137269999599084,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,0.04641332477331157,4,beam,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.00034339999547228217,6.859999848529696e-05,4.299974534660578e-06,0.0008038000087253749,0.21019900002283975,0.2113462000270374,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q85,K11_Bnone_Eq25_Gq85_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,0.09909437894821181,4,beam,False,1.0,1.0,0.0,1.0,6,12,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.00034119997872039676,6.86999992467463e-05,4.299974534660578e-06,0.0008038000087253749,0.21019900002283975,0.21134400001028553,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q90,K11_Bnone_Eq25_Gq90_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,0.17289698421955102,4,beam,False,1.0,0.0,1.0,0.0,0,12,false_semantic_closure,[source token span 0:256],What film did Lela Rochon based on a John Grisham novel?,"[1, 0]",1,goal,"[1, 6, 4, 0]",4,1,1,6,3,0,0,1,3,48,6,49168144,"[1, 6]",1.0,0.5,1.0,1.0,1.0,0.00048149999929592013,0.00019319989951327443,4.199973773211241e-06,0.0008038000087253749,0.21019900002283975,0.21148430003086105,160,1753,7,4,0.5714285714285714,0,0,0.0,0,4,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q95,K11_Bnone_Eq25_Gq95_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,23,oracle,[1],"{""1"": 12}",1.0,11,,none,12.308167695999146,,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 5, 3]",7,4,7,42,6,34,8,4,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0022201999672688544,0.00038439990021288395,2.7999980375170708e-05,0.0008038000087253749,0.21019900002283975,0.21322299999883398,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,breadth_first,False,1.0,1.0,0.0,1.0,6,11,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.00033650000113993883,6.829999620094895e-05,4.599976819008589e-06,0.0008691999828442931,0.21019900002283975,0.211404700006824,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_breadth_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,7,42,6,36,6,6,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0021865000016987324,0.0003766000154428184,6.399990525096655e-06,0.0008691999828442931,0.21019900002283975,0.21325470000738278,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_breadth_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,7,42,6,36,6,6,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0029446000116877258,0.00038030004361644387,1.070008147507906e-05,0.0008691999828442931,0.21019900002283975,0.21401280001737177,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_breadth_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,0.04641332477331157,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,7,42,6,36,6,6,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0032722000032663345,0.0005656000575982034,1.2399978004395962e-05,0.0008691999828442931,0.21019900002283975,0.21434040000895038,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q85,K11_Bnone_Eq25_Gq85_H4_breadth_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,0.09909437894821181,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,7,42,6,36,6,6,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0032777999876998365,0.00047699996503069997,1.0000017937272787e-05,0.0008691999828442931,0.21019900002283975,0.21434599999338388,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q90,K11_Bnone_Eq25_Gq90_H4_breadth_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,0.17289698421955102,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,7,42,6,36,6,6,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0027888999902643263,0.0006678999052383006,7.800059393048286e-06,0.0008691999828442931,0.21019900002283975,0.21385709999594837,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q95,K11_Bnone_Eq25_Gq95_H4_breadth_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,7,42,6,36,6,6,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.002334499964490533,0.00040499999886378646,6.89999433234334e-06,0.0008691999828442931,0.21019900002283975,0.21340269997017458,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_breadth_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,best_first,False,1.0,1.0,0.0,1.0,6,11,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.0003659999929368496,7.409998215734959e-05,4.699977580457926e-06,0.0008691999828442931,0.21019900002283975,0.2114341999986209,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,2,12,6,6,1,6,6,96,12,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0010102000087499619,0.00040149997221305966,6.599992047995329e-06,0.0008691999828442931,0.21019900002283975,0.212078400014434,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,2,12,6,6,1,6,6,96,12,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0010117999627254903,0.0004029000410810113,6.89999433234334e-06,0.0008691999828442931,0.21019900002283975,0.21207999996840954,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,0.04641332477331157,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,2,12,6,6,1,6,6,96,12,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0019320999854244292,0.001014100038446486,9.000010322779417e-06,0.0008691999828442931,0.21019900002283975,0.21300029999110848,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q85,K11_Bnone_Eq25_Gq85_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,0.09909437894821181,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,2,12,6,6,1,6,6,96,12,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.001591400010511279,0.0005167999770492315,1.0600022505968809e-05,0.0008691999828442931,0.21019900002283975,0.21265960001619533,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q90,K11_Bnone_Eq25_Gq90_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,0.17289698421955102,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,2,12,6,6,1,6,6,96,12,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0014202000456862152,0.0005953000509180129,8.700008038431406e-06,0.0008691999828442931,0.21019900002283975,0.21248840005137026,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q95,K11_Bnone_Eq25_Gq95_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 3, 5]",7,6,2,12,6,6,1,6,6,96,12,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.001422500004991889,0.0005812000599689782,9.399955160915852e-06,0.0008691999828442931,0.21019900002283975,0.21249070001067594,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_best_first_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,beam,False,1.0,1.0,0.0,1.0,6,11,oracle_evidence,[source token span 1536:1753],What film did Lela Rochon based on a John Grisham novel?,"[1, 6]",1,goal,"[1, 6]",2,1,1,6,1,0,0,1,1,16,6,49168144,"[1, 6]",1.0,1.0,1.0,1.0,1.0,0.00044730002991855145,8.600001456215978e-05,6.199989002197981e-06,0.0008691999828442931,0.21019900002283975,0.2115155000356026,160,1753,7,2,0.2857142857142857,0,0,0.0,0,2,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 5, 3]",7,4,7,42,6,34,8,4,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0028701999690383673,0.00048430002061650157,3.980001201853156e-05,0.0008691999828442931,0.21019900002283975,0.21393839997472242,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 5, 3]",7,4,7,42,6,34,8,4,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.0028644000412896276,0.00048210000386461616,3.950000973418355e-05,0.0008691999828442931,0.21019900002283975,0.21393260004697368,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,0.04641332477331157,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 5, 3]",7,4,7,42,6,34,8,4,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.002855400030966848,0.0004822000046260655,3.8700003642588854e-05,0.0008691999828442931,0.21019900002283975,0.2139236000366509,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q85,K11_Bnone_Eq25_Gq85_H4_beam_goal_calibration,1
validation,hotpotqa,5ae6143f5542996de7b71b2d,37,oracle,[1],"{""1"": 11}",1.0,11,,none,12.308167695999146,0.09909437894821181,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,What film did Lela Rochon based on a John Grisham novel?,[],,visited_budget,"[1, 6, 4, 0, 2, 5, 3]",7,4,7,42,6,34,8,4,6,96,42,49168144,"[1, 6]",1.0,0.2857142857142857,1.0,1.0,1.0,0.00405659998068586,0.0009654999594204128,4.529999569058418e-05,0.0008691999828442931,0.21019900002283975,0.2151247999863699,160,1753,7,7,1.0,0,0,0.0,0,7,16,16,620984671,196,448,644,10909848,0.0036299999919719994,23838720,102995968,123731968,0,0,0,False,,q25,q90,K11_Bnone_Eq25_Gq90_H4_beam_goal_calibration,1
