active_native_tokens,answer_correct,case_id,condition,confusability,constraint_violation,evidence_available,evidence_materialized,evidence_selected,format_compliant,generated_text,generation_seconds,materialization_seconds,oracle_task_graph,prompt_tokens,protocol,required_evidence_use,routing_seconds,scenario,seed,candidate_native_tokens,candidate_records,cross_task_contamination,index_seconds,materialized_bytes,post_materialization_resident_detail_kv_bytes,post_materialization_routing_index_bytes,query_encoding_seconds,requested_native_tokens,required_record_recall,required_records,resident_detail_kv_bytes,router,routing_index_bytes,scope_policy,selected_chunks,selected_records,top_k,consumption_mode
0,0,resumption-medium-s53,PRA_SESSION_VISIBLE,medium,1,1,1,1,1,ANSWER=beacon.,1.9122294997796416,5.00681470008567,1,424,paper8-production-pra-oracle-scope-v1,0.0,0.23223310010507703,resumption,53,429,8,0.8333333333333334,1.6133802998811007,4119,11726848,192512,0.1738660999108106,233,1.0,1,1757184,paper7_native_hybrid,32768,session,8,6,8,typed_selected_detail
0,1,resumption-medium-s53,PRA_TASK_LOCAL_VISIBLE,medium,0,1,1,1,1,ANSWER=umber,1.0083167001139373,1.036391400033608,1,151,paper8-production-pra-oracle-scope-v1,1.0,0.11565600009635091,resumption,53,44,1,0.0,0.1883645998314023,871,2150400,36864,0.14909769990481436,44,1.0,1,180224,paper7_native_hybrid,4096,task_local,2,1,8,typed_selected_detail
0,1,resumption-medium-s53,PRA_TASK_STRUCT_VISIBLE,medium,0,1,1,1,1,ANSWER=umber,1.02397680003196,1.063944400055334,1,151,paper8-production-pra-oracle-scope-v1,1.0,0.12948869983665645,resumption,53,44,1,0.0,0.21797660016454756,871,2199552,36864,0.12992130010388792,44,1.0,1,180224,paper7_native_hybrid,4096,task_structural,2,1,8,typed_selected_detail
0,0,conflicting_state-medium-s71,FULL_SESSION,medium,1,1,1,1,1,ANSWER=amber,1.6668497999198735,0.0,1,569,paper8-production-pra-oracle-scope-v1,0.0,0.0,conflicting_state,71,,,,,,,,,,,,,,,,,,,
0,1,conflicting_state-medium-s71,FULL_TASK_SCOPE,medium,0,1,1,1,1,ANSWER=ember,1.0440920002292842,0.0,1,137,paper8-production-pra-oracle-scope-v1,1.0,0.0,conflicting_state,71,,,,,,,,,,,,,,,,,,,
0,0,conflicting_state-medium-s71,COMPACT_ONLY,medium,1,0,1,1,1,ANSWER= cobalt,1.9823156998027116,0.0,1,529,paper8-production-pra-oracle-scope-v1,0.0,0.0,conflicting_state,71,,,,,,,,,,,,,,,,,,,
253,0,conflicting_state-medium-s71,PRA_SESSION,medium,0,0,0,1,1,ANSWER= <value> resolve_acme>,2.102754499996081,4.898026099894196,1,74,paper8-production-pra-oracle-scope-v1,0.0,0.2612535001244396,conflicting_state,71,431,8,0.8333333333333334,1.4992932002060115,4283,12029952,198656,0.1642570998519659,253,1.0,1,1765376,paper7_native_hybrid,32768,session,8,6,8,
49,0,conflicting_state-medium-s71,PRA_TASK_LOCAL,medium,0,1,1,1,1,ANSWER= <value> resolve_acme>,2.3686510000843555,0.9732872999738902,1,74,paper8-production-pra-oracle-scope-v1,0.0,0.11101069999858737,conflicting_state,71,49,1,0.0,0.2229204000905156,909,2428928,38912,0.20315040019340813,49,1.0,1,200704,paper7_native_hybrid,4096,task_local,2,1,8,
49,0,conflicting_state-medium-s71,PRA_TASK_STRUCT,medium,0,1,1,1,1,ANSWER= <value> resolve_acme>,2.1571462999563664,0.9580836999230087,1,74,paper8-production-pra-oracle-scope-v1,0.0,0.10318100010044873,conflicting_state,71,49,1,0.0,0.19297900004312396,909,2416640,38912,0.1634114000480622,49,1.0,1,200704,paper7_native_hybrid,4096,task_structural,2,1,8,
0,0,conflicting_state-medium-s71,PRA_SESSION_VISIBLE,medium,1,0,0,1,1,ANSWER=forest.,1.8463302000891417,5.013404899975285,1,461,paper8-production-pra-oracle-scope-v1,0.0,0.21817500004544854,conflicting_state,71,431,8,0.8333333333333334,1.613326899940148,4283,12029952,198656,0.17200090014375746,253,1.0,1,1765376,paper7_native_hybrid,32768,session,8,6,8,typed_selected_detail
0,1,conflicting_state-medium-s71,PRA_TASK_LOCAL_VISIBLE,medium,0,1,1,1,1,ANSWER=ember,1.0282143000513315,1.044301199959591,1,161,paper8-production-pra-oracle-scope-v1,1.0,0.11796290008351207,conflicting_state,71,49,1,0.0,0.2255991999991238,909,2428928,38912,0.17111070011742413,49,1.0,1,200704,paper7_native_hybrid,4096,task_local,2,1,8,typed_selected_detail
0,1,conflicting_state-medium-s71,PRA_TASK_STRUCT_VISIBLE,medium,0,1,1,1,1,ANSWER=ember,1.054962099995464,1.0247512999922037,1,161,paper8-production-pra-oracle-scope-v1,1.0,0.1271085999906063,conflicting_state,71,49,1,0.0,0.2273351000621915,909,2416640,38912,0.14900940004736185,49,1.0,1,200704,paper7_native_hybrid,4096,task_structural,2,1,8,typed_selected_detail
0,1,independent_parallel-high-s11,FULL_SESSION,high,0,1,1,1,1,ANSWER=grove,1.9737857000436634,0.0,1,575,paper8-production-pra-oracle-scope-v1,1.0,0.0,independent_parallel,11,,,,,,,,,,,,,,,,,,,
0,1,independent_parallel-high-s11,FULL_TASK_SCOPE,high,0,1,1,1,1,ANSWER=grove,1.168659099843353,0.0,1,152,paper8-production-pra-oracle-scope-v1,1.0,0.0,independent_parallel,11,,,,,,,,,,,,,,,,,,,
0,0,independent_parallel-high-s11,COMPACT_ONLY,high,1,0,1,1,1,ANSWER=drift,1.6919903000816703,0.0,1,535,paper8-production-pra-oracle-scope-v1,0.0,0.0,independent_parallel,11,,,,,,,,,,,,,,,,,,,
232,0,independent_parallel-high-s11,PRA_SESSION,high,0,0,0,1,1,ANSWER= <code>Verification Code for scope t7778889922222,4.429446300026029,4.9344182999338955,1,76,paper8-production-pra-oracle-scope-v1,0.0,0.25175980012863874,independent_parallel,11,443,8,0.8333333333333334,1.8478975999169052,4150,11857920,194560,0.16814399999566376,232,1.0,1,1814528,paper7_native_hybrid,32768,session,8,6,8,
64,0,independent_parallel-high-s11,PRA_TASK_LOCAL,high,0,1,1,1,1,ANSWER= <code>Verification Code for scope t7772222228889,4.401566199958324,0.9900905000977218,1,76,paper8-production-pra-oracle-scope-v1,0.0,0.13160480000078678,independent_parallel,11,64,1,0.0,0.20360509981401265,975,2572288,40960,0.15556750004179776,64,1.0,1,262144,paper7_native_hybrid,4096,task_local,2,1,8,
64,0,independent_parallel-high-s11,PRA_TASK_STRUCT,high,0,1,1,1,1,ANSWER= <code>Verification Code for scope t7772222228889,4.276166599942371,0.9789855000562966,1,76,paper8-production-pra-oracle-scope-v1,0.0,0.09765889984555542,independent_parallel,11,64,1,0.0,0.21337060001678765,975,2560000,40960,0.15682789986021817,64,1.0,1,262144,paper7_native_hybrid,4096,task_structural,2,1,8,
0,0,independent_parallel-high-s11,PRA_SESSION_VISIBLE,high,1,0,0,1,1,ANSWER=beacon,1.6347305001690984,4.971959000220522,1,432,paper8-production-pra-oracle-scope-v1,0.0,0.2534864000044763,independent_parallel,11,443,8,0.8333333333333334,1.8038381999358535,4150,11857920,194560,0.18011409998871386,232,1.0,1,1814528,paper7_native_hybrid,32768,session,8,6,8,typed_selected_detail
0,1,independent_parallel-high-s11,PRA_TASK_LOCAL_VISIBLE,high,0,1,1,1,1,ANSWER=grove.,1.4257320000324398,1.0956371000502259,1,176,paper8-production-pra-oracle-scope-v1,1.0,0.10631630010902882,independent_parallel,11,64,1,0.0,0.20744280004873872,975,2572288,40960,0.1788248000666499,64,1.0,1,262144,paper7_native_hybrid,4096,task_local,2,1,8,typed_selected_detail
0,1,independent_parallel-high-s11,PRA_TASK_STRUCT_VISIBLE,high,0,1,1,1,1,ANSWER=grove.,1.4299335000105202,1.0402726999018341,1,176,paper8-production-pra-oracle-scope-v1,1.0,0.09027510019950569,independent_parallel,11,64,1,0.0,0.20749929989688098,975,2560000,40960,0.17048810003325343,64,1.0,1,262144,paper7_native_hybrid,4096,task_structural,2,1,8,typed_selected_detail
0,0,linear_dependency-high-s23,FULL_SESSION,high,0,1,1,1,1,ANSWER=+t7 +t6 +t5 +t3 +t4 +t2 +t1,5.018693300196901,0.0,1,582,paper8-production-pra-oracle-scope-v1,0.0,0.0,linear_dependency,23,,,,,,,,,,,,,,,,,,,
0,1,linear_dependency-high-s23,FULL_TASK_SCOPE,high,0,1,1,1,1,ANSWER=+delta+ember,1.4807514999993145,0.0,1,215,paper8-production-pra-oracle-scope-v1,1.0,0.0,linear_dependency,23,,,,,,,,,,,,,,,,,,,
0,0,linear_dependency-high-s23,COMPACT_ONLY,high,1,0,1,1,1,ANSWER=+lilac +moss +birch +cobalt,3.7588688998948783,0.0,1,544,paper8-production-pra-oracle-scope-v1,0.0,0.0,linear_dependency,23,,,,,,,,,,,,,,,,,,,
231,0,linear_dependency-high-s23,PRA_SESSION,high,0,0,0,1,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,3.8418580999132246,5.2610058998689055,1,82,paper8-production-pra-oracle-scope-v1,0.0,0.31831720005720854,linear_dependency,23,444,8,0.6666666666666666,1.5944272000342607,4146,11849728,192512,0.12023760005831718,231,1.0,2,1818624,paper7_native_hybrid,32768,session,8,6,8,
63,0,linear_dependency-high-s23,PRA_TASK_LOCAL,high,0,0,0,0,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,4.152041699970141,0.9473033000249416,1,82,paper8-production-pra-oracle-scope-v1,0.0,0.08151090005412698,linear_dependency,23,63,1,0.0,0.22197389998473227,975,2457600,38912,0.23799450020305812,63,0.5,2,258048,paper7_native_hybrid,4096,task_local,2,1,8,
114,0,linear_dependency-high-s23,PRA_TASK_STRUCT,high,0,1,1,1,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,4.140953900059685,1.947144899982959,1,82,paper8-production-pra-oracle-scope-v1,0.0,0.16015119990333915,linear_dependency,23,114,2,0.0,0.3762380999978632,1875,4898816,77824,0.12896170001477003,114,1.0,2,466944,paper7_native_hybrid,8192,task_structural,4,2,8,
0,0,linear_dependency-high-s23,PRA_SESSION_VISIBLE,high,0,0,0,1,1,ANSWER=Acme Atlas release status verified. The authoritative verification code is delta.,3.6843793999869376,4.927341099828482,1,436,paper8-production-pra-oracle-scope-v1,0.5,0.24908440001308918,linear_dependency,23,444,8,0.6666666666666666,1.528080599848181,4146,11849728,192512,0.1949146999977529,231,1.0,2,1818624,paper7_native_hybrid,32768,session,8,6,8,typed_selected_detail
0,0,linear_dependency-high-s23,PRA_TASK_LOCAL_VISIBLE,high,0,0,0,0,1,ANSWER=Atlas release status verified. The authoritative verification code is ember.,2.7524105000775307,0.897400600137189,1,181,paper8-production-pra-oracle-scope-v1,0.5,0.09267759998328984,linear_dependency,23,63,1,0.0,0.22125329985283315,975,2457600,38912,0.15869330009445548,63,0.5,2,258048,paper7_native_hybrid,4096,task_local,2,1,8,typed_selected_detail
0,0,linear_dependency-high-s23,PRA_TASK_STRUCT_VISIBLE,high,0,1,1,1,1,ANSWER=+Acme Atlas release status verified. The authoritative verification code is ember.,3.5222664000466466,1.9471467998810112,1,261,paper8-production-pra-oracle-scope-v1,0.5,0.1151781000662595,linear_dependency,23,114,2,0.0,0.3716947000939399,1875,4898816,77824,0.15242890012450516,114,1.0,2,466944,paper7_native_hybrid,8192,task_structural,4,2,8,typed_selected_detail
0,0,join-high-s37,FULL_SESSION,high,1,1,1,1,1,ANSWER=+saffron+onyx+quartz+pearl+river,4.011603000108153,0.0,1,574,paper8-production-pra-oracle-scope-v1,1.0,0.0,join,37,,,,,,,,,,,,,,,,,,,
0,0,join-high-s37,FULL_TASK_SCOPE,high,1,1,1,1,1,ANSWER=+task=t7+tool=deployment_status+verified=false+verification_code=saffron,3.9478705001529306,0.0,1,329,paper8-production-pra-oracle-scope-v1,0.0,0.0,join,37,,,,,,,,,,,,,,,,,,,
0,0,join-high-s37,COMPACT_ONLY,high,0,0,1,1,1,ANSWER=Task t7.,2.107293500099331,0.0,1,539,paper8-production-pra-oracle-scope-v1,0.0,0.0,join,37,,,,,,,,,,,,,,,,,,,
232,0,join-high-s37,PRA_SESSION,high,0,0,0,0,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,4.046163800172508,4.770131900208071,1,82,paper8-production-pra-oracle-scope-v1,0.0,0.24920159997418523,join,37,460,8,0.5,1.652241799980402,4138,11800576,196608,0.19205000018700957,232,0.6666666666666666,3,1884160,paper7_native_hybrid,36864,session,8,6,8,
74,0,join-high-s37,PRA_TASK_LOCAL,high,0,0,0,0,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,4.268566499929875,1.2761154999025166,1,82,paper8-production-pra-oracle-scope-v1,0.0,0.13378220004960895,join,37,74,1,0.0,0.21436279988847673,1228,3231744,53248,0.16900759981945157,74,0.0,3,303104,paper7_native_hybrid,6144,task_local,3,1,8,
203,0,join-high-s37,PRA_TASK_STRUCT,high,0,0,0,1,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,4.32398679992184,3.8537189001217484,1,82,paper8-production-pra-oracle-scope-v1,0.0,0.1818172000348568,join,37,228,4,0.0,0.8367728998418897,3575,9543680,155648,0.17055549984797835,203,1.0,3,933888,paper7_native_hybrid,18432,task_structural,8,4,8,
0,0,join-high-s37,PRA_SESSION_VISIBLE,high,0,0,0,0,1,ANSWER=Acme Atlas release status superseded. The authoritative verification code is river.,3.8564264001324773,4.962629299843684,1,430,paper8-production-pra-oracle-scope-v1,0.3333333333333333,0.3049657999072224,join,37,460,8,0.5,1.7608525999821723,4138,11800576,196608,0.16793019999749959,232,0.6666666666666666,3,1884160,paper7_native_hybrid,36864,session,8,6,8,typed_selected_detail
0,0,join-high-s37,PRA_TASK_LOCAL_VISIBLE,high,1,0,0,0,1,ANSWER=Atlas release status superseded. The authoritative verification code is saffron.,3.566522799897939,1.198076399974525,1,203,paper8-production-pra-oracle-scope-v1,0.0,0.13444290007464588,join,37,74,1,0.0,0.23169129993766546,1228,3231744,53248,0.1538188001140952,74,0.0,3,303104,paper7_native_hybrid,6144,task_local,3,1,8,typed_selected_detail
0,0,join-high-s37,PRA_TASK_STRUCT_VISIBLE,high,1,0,0,1,1,ANSWER=Atlas release status superseded. The authoritative verification code is saffron.,3.9405620000325143,4.078498199814931,1,401,paper8-production-pra-oracle-scope-v1,0.0,0.16236749989911914,join,37,228,4,0.0,0.824248000048101,3575,9543680,155648,0.18565719993785024,203,1.0,3,933888,paper7_native_hybrid,18432,task_structural,8,4,8,typed_selected_detail
0,1,resumption-high-s53,FULL_SESSION,high,0,1,1,1,1,ANSWER=beacon,1.7424349999055266,0.0,1,569,paper8-production-pra-oracle-scope-v1,1.0,0.0,resumption,53,,,,,,,,,,,,,,,,,,,
0,1,resumption-high-s53,FULL_TASK_SCOPE,high,0,1,1,1,1,ANSWER=beacon,1.0372632998041809,0.0,1,133,paper8-production-pra-oracle-scope-v1,1.0,0.0,resumption,53,,,,,,,,,,,,,,,,,,,
0,1,resumption-high-s53,COMPACT_ONLY,high,0,1,1,1,1,ANSWER=beacon,1.9157667998224497,0.0,1,536,paper8-production-pra-oracle-scope-v1,1.0,0.0,resumption,53,,,,,,,,,,,,,,,,,,,
233,0,resumption-high-s53,PRA_SESSION,high,0,0,0,1,1,ANSWER= <code>Verification Code for scope t0000000>00>00,4.050203999970108,4.756094699958339,1,76,paper8-production-pra-oracle-scope-v1,0.0,0.25335370004177094,resumption,53,445,8,0.8333333333333334,1.5100724000949413,4142,11714560,192512,0.11760280001908541,233,1.0,1,1822720,paper7_native_hybrid,32768,session,8,6,8,
46,0,resumption-high-s53,PRA_TASK_LOCAL,high,0,1,1,1,1,ANSWER= <value> resolved>resolved>0000000000000,3.872581000206992,0.995415500132367,1,76,paper8-production-pra-oracle-scope-v1,0.0,0.15374310011975467,resumption,53,46,1,0.0,0.2472840000409633,874,2240512,36864,0.11952159996144474,46,1.0,1,188416,paper7_native_hybrid,4096,task_local,2,1,8,
46,0,resumption-high-s53,PRA_TASK_STRUCT,high,0,1,1,1,1,ANSWER= <value> resolved>resolved>0000000000000,4.042515799868852,0.9174473998136818,1,76,paper8-production-pra-oracle-scope-v1,0.0,0.08452609996311367,resumption,53,46,1,0.0,0.16429869993589818,874,2277376,36864,0.16625080001540482,46,1.0,1,188416,paper7_native_hybrid,4096,task_structural,2,1,8,
0,0,resumption-high-s53,PRA_SESSION_VISIBLE,high,1,0,0,1,1,ANSWER=heather,1.6015200999099761,4.86790159996599,1,426,paper8-production-pra-oracle-scope-v1,0.0,0.24857939989306033,resumption,53,445,8,0.8333333333333334,1.556000899989158,4142,11714560,192512,0.16351080010645092,233,1.0,1,1822720,paper7_native_hybrid,32768,session,8,6,8,typed_selected_detail
0,1,resumption-high-s53,PRA_TASK_LOCAL_VISIBLE,high,0,1,1,1,1,ANSWER=beacon,1.1721776998601854,1.1032610998954624,1,156,paper8-production-pra-oracle-scope-v1,1.0,0.123597800033167,resumption,53,46,1,0.0,0.19332879991270602,874,2240512,36864,0.1444472000002861,46,1.0,1,188416,paper7_native_hybrid,4096,task_local,2,1,8,typed_selected_detail
0,1,resumption-high-s53,PRA_TASK_STRUCT_VISIBLE,high,0,1,1,1,1,ANSWER=beacon,1.1038438000250608,0.9681228999979794,1,156,paper8-production-pra-oracle-scope-v1,1.0,0.17771640000864863,resumption,53,46,1,0.0,0.21575759979896247,874,2277376,36864,0.10020899982191622,46,1.0,1,188416,paper7_native_hybrid,4096,task_structural,2,1,8,typed_selected_detail
0,0,conflicting_state-high-s71,FULL_SESSION,high,1,1,1,1,1,ANSWER=indigo,2.2028570999391377,0.0,1,570,paper8-production-pra-oracle-scope-v1,0.0,0.0,conflicting_state,71,,,,,,,,,,,,,,,,,,,
0,1,conflicting_state-high-s71,FULL_TASK_SCOPE,high,0,1,1,1,1,ANSWER=linen,1.1801775000058115,0.0,1,137,paper8-production-pra-oracle-scope-v1,1.0,0.0,conflicting_state,71,,,,,,,,,,,,,,,,,,,
0,0,conflicting_state-high-s71,COMPACT_ONLY,high,1,0,1,1,1,ANSWER=juniper,2.043591500027105,0.0,1,530,paper8-production-pra-oracle-scope-v1,0.0,0.0,conflicting_state,71,,,,,,,,,,,,,,,,,,,
253,0,conflicting_state-high-s71,PRA_SESSION,high,0,0,0,1,1,ANSWER= <value> resolve_acme>,2.056266500148922,4.827045700047165,1,74,paper8-production-pra-oracle-scope-v1,0.0,0.24409150006249547,conflicting_state,71,432,8,0.8333333333333334,1.4870690000243485,4283,11816960,192512,0.16379059990867972,253,1.0,1,1769472,paper7_native_hybrid,32768,session,8,6,8,
49,0,conflicting_state-high-s71,PRA_TASK_LOCAL,high,0,1,1,1,1,ANSWER= <value> resolve_acme>,1.850093899993226,0.9545438000932336,1,74,paper8-production-pra-oracle-scope-v1,0.0,0.3708271000068635,conflicting_state,71,49,1,0.0,0.20077369990758598,909,2355200,38912,0.3261900001671165,49,1.0,1,200704,paper7_native_hybrid,4096,task_local,2,1,8,
49,0,conflicting_state-high-s71,PRA_TASK_STRUCT,high,0,1,1,1,1,ANSWER= <value> resolve_acme>,2.048216999974102,1.0100545000750571,1,74,paper8-production-pra-oracle-scope-v1,0.0,0.122029900085181,conflicting_state,71,49,1,0.0,0.20648079994134605,909,2367488,38912,0.16085750004276633,49,1.0,1,200704,paper7_native_hybrid,4096,task_structural,2,1,8,
0,0,conflicting_state-high-s71,PRA_SESSION_VISIBLE,high,1,0,0,1,1,ANSWER=indigo,1.8796397999394685,5.118457400007173,1,461,paper8-production-pra-oracle-scope-v1,0.0,0.2618436999619007,conflicting_state,71,432,8,0.8333333333333334,1.4806244000792503,4283,11816960,192512,0.15895599988289177,253,1.0,1,1769472,paper7_native_hybrid,32768,session,8,6,8,typed_selected_detail
0,1,conflicting_state-high-s71,PRA_TASK_LOCAL_VISIBLE,high,0,1,1,1,1,ANSWER=linen,1.1734925999771804,1.0353757000993937,1,161,paper8-production-pra-oracle-scope-v1,1.0,0.11013430007733405,conflicting_state,71,49,1,0.0,0.21533340006135404,909,2355200,38912,0.1726830000989139,49,1.0,1,200704,paper7_native_hybrid,4096,task_local,2,1,8,typed_selected_detail
0,1,conflicting_state-high-s71,PRA_TASK_STRUCT_VISIBLE,high,0,1,1,1,1,ANSWER=linen,1.3427861998789012,1.02985560009256,1,161,paper8-production-pra-oracle-scope-v1,1.0,0.13439769996330142,conflicting_state,71,49,1,0.0,0.21450979984365404,909,2367488,38912,0.14400390000082552,49,1.0,1,200704,paper7_native_hybrid,4096,task_structural,2,1,8,typed_selected_detail
