model,dataset,example_id,condition,adaptive_channel,controller_seed_channels,reference_answer,selected_chunk_ids,evidence_recall,precision,mrr,gold_token_logprobs,gold_sequence_logprob,gold_mean_token_logprob,gold_first_token_probability,gold_first_token_rank,teacher_forced_seconds,direct_context_attention_mass,generated_answer,generation_seconds,em,f1,answer_contained,materialized_unique_tokens,native_kv_token_states,native_kv_bytes,active_kv_fraction,gold_logprob_delta_vs_disabled
qwen3_0_6b,hotpotqa,5abc5955554299114383a118,disabled,semantic,semantic|semantic|semantic|semantic|semantic,Midnight Madness,,0.0,0.0,0.0,"[-0.11531134694814682, -8.583032467868179e-06, -1.0132738680113107e-05]",-0.11533006280660629,-0.03844335675239563,0.8910886645317078,1,0.14967399998567998,,Midnight Madness was released first.,0.7869702000170946,0.0,0.5714285714285715,1.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5abc5955554299114383a118,shuffled,semantic,semantic|semantic|semantic|semantic|semantic,Midnight Madness,benchmark://hotpotqa/5abc5955554299114383a118#chunk=1344:1376|benchmark://hotpotqa/5abc5955554299114383a118#chunk=576:608|benchmark://hotpotqa/5abc5955554299114383a118#chunk=768:800|benchmark://hotpotqa/5abc5955554299114383a118#chunk=736:768,0.0,0.0,0.0,"[-0.011999682523310184, -9.894321920000948e-06, -2.5152843591058627e-05]",-0.012034730054438114,-0.004011576995253563,0.9880720376968384,1,0.164610399864614,,Midnight Madness was released first.,0.8594747001770884,0.0,0.5714285714285715,1.0,128,512,1048576,0.08333333333333333,0.03443177975714207
qwen3_0_6b,hotpotqa,5abc5955554299114383a118,irrelevant,semantic,semantic|semantic|semantic|semantic|semantic,Midnight Madness,benchmark://hotpotqa/5abc5955554299114383a118#chunk=96:128|benchmark://hotpotqa/5abc5955554299114383a118#chunk=128:160|benchmark://hotpotqa/5abc5955554299114383a118#chunk=160:192|benchmark://hotpotqa/5abc5955554299114383a118#chunk=192:224,0.0,0.0,0.0,"[-0.0457921139895916, -4.887569048150908e-06, -7.70062324590981e-05]",-0.04587400704622269,-0.015291335992515087,0.9552405476570129,1,0.16417110012844205,,Midnight Madness was released first.,0.868908200180158,0.0,0.5714285714285715,1.0,128,512,1048576,0.08333333333333333,0.023152020759880543
qwen3_0_6b,hotpotqa,5abc5955554299114383a118,empty,semantic,semantic|semantic|semantic|semantic|semantic,Midnight Madness,,0.0,0.0,0.0,"[-0.11531134694814682, -8.583032467868179e-06, -1.0132738680113107e-05]",-0.11533006280660629,-0.03844335675239563,0.8910886645317078,1,0.14918150007724762,,Midnight Madness was released first.,0.7798053999431431,0.0,0.5714285714285715,1.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5abc5955554299114383a118,bounded_direct_context,semantic,semantic|semantic|semantic|semantic|semantic,Midnight Madness,,0.0,0.0,0.0,"[-3.3610005378723145, -7.152531907195225e-06, -5.245195097813848e-06]",-3.3610129356384277,-1.120337724685669,0.03470052406191826,3,4.640898300101981,0.0618036687374115,Return to Oz was released first.,4.952873800182715,0.0,0.0,0.0,0,0,0,0.0,-1.0818943679332733
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,semantic,exact,exact|exact|exact|exact|exact,1872,benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=32:64|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=992:1024|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1312:1344|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=960:992,1.0,0.25,1.0,"[-2.634533166885376, -0.5062510967254639, -2.1596224308013916, -2.410750389099121]",-7.711156845092773,-1.9277892112731934,0.07175246626138687,2,0.37170840008184314,,The Quai d'Auteuil was renamed in 1905 in,1.7347460999153554,0.0,0.0,0.0,128,512,1048576,0.08550434201736808,0.3175933361053467
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,exact,exact,exact|exact|exact|exact|exact,1872,benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1024:1056|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1056:1088|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=0:32|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1184:1216,0.5,0.25,0.3333333333333333,"[-3.7486536502838135, -1.8350303173065186, -2.4918618202209473, -2.455331325531006]",-10.530877113342285,-2.6327192783355713,0.023549431934952736,2,0.16909179999493062,,The Quai d'Auteuil was renamed in 1905 in,1.7227469000499696,0.0,0.0,0.0,128,512,1048576,0.08550434201736808,-0.38733673095703125
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,bm25,exact,exact|exact|exact|exact|exact,1872,benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=0:32|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=960:992|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1024:1056|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=928:960,0.5,0.25,1.0,"[-3.756918430328369, -1.1027979850769043, -2.417294502258301, -2.4234519004821777]",-9.700462341308594,-2.4251155853271484,0.023355601355433464,2,0.16762869991362095,,The Quai d'Auteuil was renamed in 1904 in,1.7180198000278324,0.0,0.0,0.0,128,512,1048576,0.08550434201736808,-0.1797330379486084
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,approximate,exact,exact|exact|exact|exact|exact,1872,benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=0:32|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1024:1056|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1056:1088|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1088:1120,0.5,0.25,1.0,"[-3.720201253890991, -1.43417227268219, -2.5216288566589355, -2.470937728881836]",-10.146940231323242,-2.5367350578308105,0.02422909252345562,2,0.17072880011983216,,The Quai d'Auteuil was renamed in 1905 in,1.708910800050944,0.0,0.0,0.0,128,512,1048576,0.08550434201736808,-0.2913525104522705
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,hybrid,exact,exact|exact|exact|exact|exact,1872,benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=64:96|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=960:992|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=0:32|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=928:960,1.0,0.5,1.0,"[-3.625001907348633, -1.2959413528442383, -2.2550253868103027, -2.458287000656128]",-9.634255409240723,-2.4085638523101807,0.026649044826626778,3,0.16741789993830025,,The Quai d'Auteuil was renamed in 1904 in,1.7336736000142992,0.0,0.0,0.0,128,512,1048576,0.08550434201736808,-0.16318130493164062
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,adaptive,exact,exact|exact|exact|exact|exact,1872,benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1024:1056|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1056:1088|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=0:32|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=1184:1216,0.5,0.25,0.3333333333333333,"[-3.7486536502838135, -1.8350303173065186, -2.4918618202209473, -2.455331325531006]",-10.530877113342285,-2.6327192783355713,0.023549431934952736,2,0.1692856999579817,,The Quai d'Auteuil was renamed in 1905 in,1.747244699858129,0.0,0.0,0.0,128,512,1048576,0.08550434201736808,-0.38733673095703125
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,oracle,exact,exact|exact|exact|exact|exact,1872,benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=32:64|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=0:32|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=64:96|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=96:128,1.0,0.75,1.0,"[-3.3836588859558105, -0.8213262557983398, -2.2983181476593018, -2.4654242992401123]",-8.968728065490723,-2.2421820163726807,0.033923108130693436,2,0.16674520005472004,,The Quai d'Auteuil was renamed in 1905 in,1.8219546999316663,0.0,0.0,0.0,128,512,1048576,0.08550434201736808,0.003200531005859375
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,disabled,exact,exact|exact|exact|exact|exact,1872,,0.0,0.0,0.0,"[-3.0819928646087646, -1.2384250164031982, -2.2116641998291016, -2.4494478702545166]",-8.98153018951416,-2.24538254737854,0.04586775600910187,3,0.15288160019554198,,The Quai d'Auteuil was renamed in 1904 in,1.5340305999852717,0.0,0.0,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,shuffled,exact,exact|exact|exact|exact|exact,1872,benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=256:288|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=992:1024|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=640:672|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=128:160,0.0,0.0,0.0,"[-3.647095203399658, -1.5192698240280151, -2.592745542526245, -2.5061957836151123]",-10.26530647277832,-2.56632661819458,0.026066739112138748,2,0.1677606999874115,,The Quai d'Auteuil was renamed in 1904 in,1.7067565999459475,0.0,0.0,0.0,128,512,1048576,0.08550434201736808,-0.32094407081604004
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,irrelevant,exact,exact|exact|exact|exact|exact,1872,benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=96:128|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=128:160|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=160:192|benchmark://hotpotqa/5ae5429355429908b63265c5#chunk=192:224,0.0,0.0,0.0,"[-3.8166961669921875, -1.4824427366256714, -2.389111042022705, -2.454423666000366]",-10.14267349243164,-2.53566837310791,0.022000368684530258,2,0.16699540009722114,,The Quai d'Auteuil was renamed in 1904 in,1.693179199937731,0.0,0.0,0.0,128,512,1048576,0.08550434201736808,-0.2902858257293701
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,empty,exact,exact|exact|exact|exact|exact,1872,,0.0,0.0,0.0,"[-3.0819928646087646, -1.2384250164031982, -2.2116641998291016, -2.4494478702545166]",-8.98153018951416,-2.24538254737854,0.04586775600910187,3,0.15339170000515878,,The Quai d'Auteuil was renamed in 1904 in,1.6279829000122845,0.0,0.0,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5ae5429355429908b63265c5,bounded_direct_context,exact,exact|exact|exact|exact|exact,1872,,0.0,0.0,0.0,"[-3.4736294746398926, -3.199387788772583, -0.014960004016757011, -0.0010776671115309]",-6.6890549659729,-1.672263741493225,0.031004304066300392,4,4.584813000168651,0.05184810608625412,The aviator in whose honour the Quai d'Auteuil was renamed was,5.870524400146678,0.0,0.0,0.0,0,0,0,0.0,0.5731188058853149
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,semantic,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=96:128|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1088:1120|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=32:64|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1056:1088,0.5,0.25,0.3333333333333333,"[-4.349415302276611, -3.2649619579315186, -0.056607089936733246]",-7.670984268188477,-2.556994915008545,0.012914362363517284,6,0.33922909991815686,,"The term ""punk rock"" was coined by CREEM.",1.4192330001387745,0.0,0.4,1.0,128,512,1048576,0.08333333333333333,0.7952110767364502
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,exact,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=0:32|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1024:1056|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1088:1120|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1312:1344,1.0,0.25,1.0,"[-4.111052513122559, -2.022120237350464, -0.21216411888599396]",-6.3453369140625,-2.1151123046875,0.016390513628721237,6,0.1750859001185745,,"The term ""punk rock"" was coined by CREEM.",1.4067437001504004,0.0,0.4,1.0,128,512,1048576,0.08333333333333333,1.2370936870574951
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,bm25,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=0:32|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=832:864|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=160:192|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=192:224,1.0,0.25,1.0,"[-3.8838813304901123, -3.0364246368408203, -0.48643290996551514]",-7.406738758087158,-2.4689130783081055,0.020570827648043633,6,0.17935910006053746,,"The term ""punk"" was coined by CREEM to describe a genre of rock",1.7168658000882715,0.0,0.2666666666666667,0.0,128,512,1048576,0.08333333333333333,0.8832929134368896
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,approximate,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=0:32|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1024:1056|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1056:1088|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1088:1120,1.0,0.25,1.0,"[-4.2708821296691895, -2.596510648727417, -0.14825820922851562]",-7.015650749206543,-2.338550329208374,0.013969454914331436,6,0.1737910001538694,,"The term ""punk rock"" was coined by CREEM.",1.4085434000007808,0.0,0.4,1.0,128,512,1048576,0.08333333333333333,1.013655662536621
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,hybrid,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=96:128|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1088:1120|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1056:1088|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=32:64,0.5,0.25,0.25,"[-4.349415302276611, -3.2649619579315186, -0.056607089936733246]",-7.670984268188477,-2.556994915008545,0.012914362363517284,6,0.17336559994146228,,"The term ""punk rock"" was coined by CREEM.",1.5139892001170665,0.0,0.4,1.0,128,512,1048576,0.08333333333333333,0.7952110767364502
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,adaptive,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=96:128|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1088:1120|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=32:64|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1056:1088,0.5,0.25,0.3333333333333333,"[-4.349415302276611, -3.2649619579315186, -0.056607089936733246]",-7.670984268188477,-2.556994915008545,0.012914362363517284,6,0.17646509991027415,,"The term ""punk rock"" was coined by CREEM.",1.4264613001141697,0.0,0.4,1.0,128,512,1048576,0.08333333333333333,0.7952110767364502
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,oracle,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=0:32|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=32:64|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=64:96|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=96:128,1.0,0.75,1.0,"[-4.172542095184326, -2.986539363861084, -0.07651472091674805]",-7.235596179962158,-2.411865472793579,0.01541302539408207,7,0.17508259997703135,,"The famous term coined by CREEM for describing a genre of rock is ""punk",1.725010999944061,0.0,0.25,0.0,128,512,1048576,0.08333333333333333,0.940340518951416
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,disabled,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",,0.0,0.0,0.0,"[-4.613484859466553, -5.265018939971924, -0.1781144142150879]",-10.056617736816406,-3.352205991744995,0.009917196817696095,7,0.16152129997499287,,"The famous term coined by CREEM for describing a genre of rock is ""s",1.53788059996441,0.0,0.125,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,shuffled,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=480:512|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=1280:1312|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=800:832|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=64:96,0.5,0.25,0.25,"[-4.207479953765869, -5.1949663162231445, -0.46355482935905457]",-9.86600112915039,-3.2886672019958496,0.014883830212056637,7,0.17646009987220168,,"The famous term is ""rock and roll.""",1.115276199998334,0.0,0.22222222222222224,0.0,128,512,1048576,0.08333333333333333,0.06353878974914551
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,irrelevant,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=128:160|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=160:192|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=192:224|benchmark://hotpotqa/5ab91ef3554299753720f708#chunk=224:256,0.0,0.0,0.0,"[-3.8187856674194336, -4.955938339233398, -0.36431410908699036]",-9.1390380859375,-3.0463461875915527,0.021954447031021118,4,0.17472860007546842,,"The famous term coined by CREEM for describing a genre of rock is ""s",1.8054076000116765,0.0,0.125,0.0,128,512,1048576,0.08333333333333333,0.3058598041534424
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,empty,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",,0.0,0.0,0.0,"[-4.613484859466553, -5.265018939971924, -0.1781144142150879]",-10.056617736816406,-3.352205991744995,0.009917196817696095,7,0.15856830007396638,,"The famous term coined by CREEM for describing a genre of rock is ""s",1.5504089000169188,0.0,0.125,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5ab91ef3554299753720f708,bounded_direct_context,semantic,semantic|semantic|semantic|semantic|hybrid,"""punk rock",,0.0,0.0,0.0,"[-5.163950443267822, -7.806734085083008, -0.001193526084534824]",-12.971878051757812,-4.3239593505859375,0.005719061940908432,5,4.6908708000555634,0.07020225375890732,"CREEM coined the term **""punk rock""** in the 19",5.598702900111675,0.0,0.3636363636363636,1.0,0,0,0,0.0,-0.9717533588409424
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,semantic,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=96:128|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=928:960|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=32:64|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1120:1152,0.75,0.5,1.0,"[-9.446301460266113, -0.9307596683502197, -9.963351249694824, -1.4411958456039429]",-21.78160858154297,-5.445402145385742,7.898110925452784e-05,10,0.31700429995544255,,The team coached by the current head coach of the Washington Redskins is the **Miami,1.7364870000164956,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,2.876180648803711
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,exact,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=0:32|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1024:1056|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1056:1088|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1088:1120,0.25,0.25,1.0,"[-15.113304138183594, -1.8294992446899414, -12.695050239562988, -2.150498390197754]",-31.78835105895996,-7.94708776473999,2.73133849759688e-07,671,0.1641442000400275,,The team coached by the current head coach of the Washington Redskins is the Arena Bowl,1.7882676001172513,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.3744950294494629
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,bm25,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=832:864|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1280:1312|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1408:1440|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1056:1088,0.0,0.0,0.0,"[-15.545669555664062, -1.4587987661361694, -11.578414916992188, -2.353323459625244]",-30.936206817626953,-7.734051704406738,1.7725618306485558e-07,1103,0.16526989988051355,,The team coached by the current head coach of the Washington Redskins is the Arena Bowl,1.723373900167644,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.5875310897827148
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,approximate,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=0:32|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1024:1056|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1056:1088|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1088:1120,0.25,0.25,1.0,"[-15.113304138183594, -1.8294992446899414, -12.695050239562988, -2.150498390197754]",-31.78835105895996,-7.94708776473999,2.73133849759688e-07,671,0.1673171001020819,,The team coached by the current head coach of the Washington Redskins is the Arena Bowl,1.6964252998586744,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.3744950294494629
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,hybrid,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=928:960|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=32:64|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=64:96|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=736:768,0.5,0.5,0.5,"[-9.985053062438965, -0.6410136222839355, -9.298442840576172, -1.589661955833435]",-21.514171600341797,-5.378542900085449,4.6083605411695316e-05,11,0.16598219983279705,,The team coached by the current head coach of the Washington Redskins is the **Miami,1.7098967998754233,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,2.943039894104004
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,adaptive,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=832:864|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1280:1312|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1408:1440|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1056:1088,0.0,0.0,0.0,"[-15.545669555664062, -1.4587987661361694, -11.578414916992188, -2.353323459625244]",-30.936206817626953,-7.734051704406738,1.7725618306485558e-07,1103,0.16860019997693598,,The team coached by the current head coach of the Washington Redskins is the Arena Bowl,1.7108509000390768,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.5875310897827148
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,oracle,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=64:96|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=0:32|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=96:128|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=32:64,1.0,1.0,1.0,"[-11.37162971496582, -1.3192038536071777, -11.46230697631836, -1.958540678024292]",-26.11168098449707,-6.527920246124268,1.1517648090375587e-05,35,0.162906400160864,,The team coached by the current head coach of the Washington Redskins is the Arena Bowl,1.8062024000100791,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,1.7936625480651855
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,disabled,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,,0.0,0.0,0.0,"[-16.510337829589844, -2.1655564308166504, -12.765588760375977, -1.8448486328125]",-33.28633117675781,-8.321582794189453,6.755407611080955e-08,902,0.15151550015434623,,The team coached by the current head coach of the Washington Redskins is the Arena Bowl,1.5332010998390615,0.0,0.0,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,shuffled,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=1216:1248|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=32:64|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=800:832|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=192:224,0.25,0.25,0.5,"[-11.73713493347168, -1.4760706424713135, -10.79931640625, -1.749334692955017]",-25.761856079101562,-6.440464019775391,7.991474376467522e-06,40,0.16639479994773865,,The team coached by the current head coach of the Washington Redskins is the **Washington,1.7162746000103652,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,1.8811187744140625
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,irrelevant,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=160:192|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=192:224|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=224:256|benchmark://hotpotqa/5a7c25895542997c3ec972e6#chunk=256:288,0.0,0.0,0.0,"[-15.885674476623535, -2.079146146774292, -12.588505744934082, -1.9398655891418457]",-32.49319076538086,-8.123297691345215,1.2616507660823117e-07,906,0.16558839986100793,,The team coached by the current head coach of the Washington Redskins is the **Washington,1.7012412000913173,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.19828510284423828
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,empty,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,,0.0,0.0,0.0,"[-16.510337829589844, -2.1655564308166504, -12.765588760375977, -1.8448486328125]",-33.28633117675781,-8.321582794189453,6.755407611080955e-08,902,0.1523192001041025,,The team coached by the current head coach of the Washington Redskins is the Arena Bowl,1.5842264001257718,0.0,0.0,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5a7c25895542997c3ec972e6,bounded_direct_context,bm25,bm25|bm25|bm25|bm25|bm25,Orlando Predators,,0.0,0.0,0.0,"[-12.479490280151367, -0.0002051381452474743, -0.00014137222024146467, -4.565611743601039e-05]",-12.47988224029541,-3.1199705600738525,3.8038765524106566e-06,122,4.6519720000214875,0.05322898179292679,The team coached by the current head coach of the Washington Redskins is the Orlando Pred,5.90924259996973,0.0,0.1111111111111111,0.0,0,0,0,0.0,5.201612234115601
qwen3_0_6b,hotpotqa,5ae763aa5542995703ce8c09,semantic,bm25,bm25|bm25|bm25|bm25|bm25,William Dwight Schultz,benchmark://hotpotqa/5ae763aa5542995703ce8c09#chunk=96:128|benchmark://hotpotqa/5ae763aa5542995703ce8c09#chunk=32:64|benchmark://hotpotqa/5ae763aa5542995703ce8c09#chunk=1216:1248|benchmark://hotpotqa/5ae763aa5542995703ce8c09#chunk=1344:1376,0.6666666666666666,0.5,1.0,"[-3.19779896736145, -8.740789413452148, -7.839673042297363]",-19.778261184692383,-6.592753887176514,0.04085202142596245,3,0.35665449989028275,,Chef Mung Daal is voiced by C. H. Greenblatt.,1.9014675999060273,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,5.946608066558838
