cost,cost_regret,dataset,example_id,joint_exact,mean_head_accuracy,model_seed,oracle_cost,oracle_level,oracle_profile,oracle_quality,overprediction,quality,quality_regret,router_latency_seconds,seed,selected_level,selected_profile,underprediction,variant
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0015660000499337912,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007965000113472342,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007872000569477677,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,11,152.0,2,E2_high,1.0,0,1.0,0.0,0.0007877999451011419,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007830000249668956,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.000785200041718781,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008296000305563211,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008276000153273344,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,11,152.0,2,E2_high,1.0,0,1.0,0.0,0.0012239000061526895,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,23,152.0,2,E2_high,1.0,0,1.0,0.0,0.0013933998998254538,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,37,152.0,2,E2_high,1.0,0,1.0,0.0,0.0008586000185459852,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,53,152.0,2,E2_high,1.0,0,1.0,0.0,0.000838099978864193,21,2,E2_high,0,R3A_autoregressive
152.0,144.0,hotpotqa,5a8c8502554299585d9e36d0,0,0.0,71,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008296000305563211,21,2,E2_high,0,R3A_autoregressive
152.0,124.0,hotpotqa,5ab2b863554299295394685a,0,0.0,11,28.0,1,E1_medium,1.0,1,1.0,0.0,0.0008341999491676688,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab2b863554299295394685a,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008351999567821622,21,2,E2_high,0,R3A_autoregressive
152.0,144.0,hotpotqa,5ab2b863554299295394685a,0,0.0,37,8.0,0,E0_low,1.0,1,1.0,0.0,0.0011658999137580395,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab2b863554299295394685a,1,1.0,53,152.0,2,E2_high,1.0,0,1.0,0.0,0.000987500068731606,21,2,E2_high,0,R3A_autoregressive
152.0,124.0,hotpotqa,5ab2b863554299295394685a,0,0.0,71,28.0,1,E1_medium,1.0,1,1.0,0.0,0.0009780999971553683,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008330999407917261,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,23,152.0,2,E2_high,1.0,0,1.0,0.0,0.0008320999331772327,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008307000389322639,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,53,152.0,2,E2_high,1.0,0,1.0,0.0,0.0008437000215053558,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,71,152.0,2,E2_high,1.0,0,1.0,0.0,0.0008318000473082066,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0013062000507488847,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.002022000029683113,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010001999326050282,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007943999953567982,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007897000759840012,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1,1.0,11,152.0,2,E2_high,1.0,0,1.0,0.0,0.0007879999466240406,21,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,23,8.0,0,E0_low,1.0,1,1.0,0.0,0.000836100080050528,21,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,37,8.0,0,E0_low,1.0,1,1.0,0.0,0.0007877000607550144,21,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,53,8.0,0,E0_low,1.0,1,1.0,0.0,0.0007873000577092171,21,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,71,8.0,0,E0_low,1.0,1,1.0,0.0,0.0012529999949038029,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007906999671831727,21,2,E2_high,0,R3A_autoregressive
8.0,-144.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0,0.0,23,152.0,2,E2_high,1.0,0,0.0,1.0,0.0007919000927358866,21,0,E0_low,1,R3A_autoregressive
152.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,1.0,37,152.0,2,E2_high,1.0,0,1.0,0.0,0.0007861999329179525,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007847000379115343,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007813000120222569,21,2,E2_high,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.0015643000369891524,21,0,E0_low,0,R3A_autoregressive
152.0,144.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0,0.0,23,8.0,0,E0_low,1.0,1,1.0,0.0,0.0015125999925658107,21,2,E2_high,0,R3A_autoregressive
28.0,20.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0,0.0,37,8.0,0,E0_low,1.0,1,1.0,0.0,0.0009380999254062772,21,1,E1_medium,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0009237999329343438,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0011202000314369798,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008532999781891704,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008397999918088317,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008440999081358314,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008393999887630343,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008379999781027436,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008345000678673387,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008800000650808215,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008326000533998013,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008435000199824572,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0007894999580457807,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.0021985999774187803,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.0010596000356599689,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0007983000250533223,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0007877999451011419,21,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.000797600019723177,21,0,E0_low,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0011837000492960215,42,2,E2_high,0,R3A_autoregressive
8.0,-144.0,hotpotqa,5a710a915542994082a3e504,0,0.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010375999845564365,42,0,E0_low,1,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010151000460609794,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0009182000067085028,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008769999258220196,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008639000589028001,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008623999310657382,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008663999615237117,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.002064300002530217,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010043000802397728,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,11,152.0,2,E2_high,1.0,0,1.0,0.0,0.0020702999318018556,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.001157199963927269,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.001028900034725666,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010104000102728605,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0009932999964803457,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,11,152.0,2,E2_high,1.0,0,1.0,0.0,0.0009941000025719404,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,23,152.0,2,E2_high,1.0,0,1.0,0.0,0.0009885999606922269,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,37,152.0,2,E2_high,1.0,0,1.0,0.0,0.0009893999667838216,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,53,152.0,2,E2_high,1.0,0,1.0,0.0,0.0009169999975711107,42,2,E2_high,0,R3A_autoregressive
152.0,144.0,hotpotqa,5a8c8502554299585d9e36d0,0,0.0,71,8.0,0,E0_low,1.0,1,1.0,0.0,0.0012125000357627869,42,2,E2_high,0,R3A_autoregressive
152.0,124.0,hotpotqa,5ab2b863554299295394685a,0,0.0,11,28.0,1,E1_medium,1.0,1,1.0,0.0,0.0008571000071242452,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab2b863554299295394685a,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008413000032305717,42,2,E2_high,0,R3A_autoregressive
152.0,144.0,hotpotqa,5ab2b863554299295394685a,0,0.0,37,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008409000001847744,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab2b863554299295394685a,1,1.0,53,152.0,2,E2_high,1.0,0,1.0,0.0,0.00202700006775558,42,2,E2_high,0,R3A_autoregressive
152.0,124.0,hotpotqa,5ab2b863554299295394685a,0,0.0,71,28.0,1,E1_medium,1.0,1,1.0,0.0,0.001245599938556552,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010046999668702483,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,23,152.0,2,E2_high,1.0,0,1.0,0.0,0.0009878999553620815,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.000991299981251359,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,53,152.0,2,E2_high,1.0,0,1.0,0.0,0.0009889999637380242,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,71,152.0,2,E2_high,1.0,0,1.0,0.0,0.000989199965260923,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0019548001000657678,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010362999746575952,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010395999997854233,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008370999712496996,42,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008368000853806734,42,2,E2_high,0,R3A_autoregressive
8.0,-144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,11,152.0,2,E2_high,1.0,0,0.0,1.0,0.0018342999974265695,42,0,E0_low,1,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,23,8.0,0,E0_low,1.0,1,1.0,0.0,0.0013404000783339143,42,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,37,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008758000330999494,42,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,53,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008475999347865582,42,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,71,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008421000093221664,42,2,E2_high,0,R3A_autoregressive
8.0,-144.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0,0.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008428998989984393,42,0,E0_low,1,R3A_autoregressive
8.0,-144.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0,0.0,23,152.0,2,E2_high,1.0,0,0.0,1.0,0.0008439000230282545,42,0,E0_low,1,R3A_autoregressive
152.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,1.0,37,152.0,2,E2_high,1.0,0,1.0,0.0,0.0008467999286949635,42,2,E2_high,0,R3A_autoregressive
8.0,-144.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0,0.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008388999849557877,42,0,E0_low,1,R3A_autoregressive
152.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008533999789506197,42,2,E2_high,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.000843399902805686,42,0,E0_low,0,R3A_autoregressive
152.0,144.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0,0.0,23,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008422000100836158,42,2,E2_high,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008438000222668052,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008439000230282545,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008383000968024135,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.001841600053012371,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.0010935000609606504,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008431000169366598,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0007956000044941902,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0007892000721767545,42,0,E0_low,0,R3A_autoregressive
28.0,20.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0,0.0,11,8.0,0,E0_low,1.0,1,1.0,0.0,0.0007897999603301287,42,1,E1_medium,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.0007890999549999833,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0007928999839350581,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008469000458717346,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008454000344499946,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.0013269999762997031,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.0009083000477403402,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0009512000251561403,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0009065000340342522,42,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0017986000748351216,42,0,E0_low,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0009586999658495188,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008527999743819237,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008490000618621707,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008374999742954969,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008363000815734267,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.000838699983432889,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008477999363094568,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008364999666810036,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008390999864786863,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008339000632986426,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,11,152.0,2,E2_high,1.0,0,1.0,0.0,0.002285399939864874,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010821999749168754,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0014250000240281224,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0015804999275133014,87,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.001248599961400032,87,2,E2_high,0,R3A_autoregressive
