dataset,example_id,partition,question_type,annotated_hops,graph_type,seed,node_id,role,annotated_step,semantic_best_rank,lexical_rank,winning_facet,winning_scale,winning_token_start,winning_token_end,winning_question_offset,winning_decoded_span,target_score,best_distractor_score,oracle_margin,facet_count,score_seconds
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,bridge_comparison,2,disconnected,71,0,root,1,3,5,9,1,18,19,8,B,-0.20210252702236176,-0.10033796727657318,-0.10176455974578857,50,0.002008399984333664
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,bridge_comparison,2,disconnected,71,1,root,1,1,7,9,1,18,19,8,B,-0.10033796727657318,-0.13362735509872437,0.033289387822151184,50,0.002008399984333664
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,bridge_comparison,2,disconnected,71,2,terminal,2,2,2,10,1,19,20,9,esh,0.050406619906425476,0.15134155750274658,-0.1009349375963211,50,0.002008399984333664
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,bridge_comparison,2,disconnected,71,3,terminal,2,3,1,3,1,12,13,2,has,0.10760074108839035,0.21675574779510498,-0.10915500670671463,50,0.002008399984333664
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,11,0,root,1,3,1,15,1,24,25,14,Ch,-0.17945748567581177,-0.10515934228897095,-0.07429814338684082,100,0.0021563999471254647
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,11,1,root,1,1,5,22,1,31,32,21,ir,0.10058894753456116,0.06687285006046295,0.033716097474098206,100,0.0021563999471254647
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,11,2,terminal,2,1,6,0,global,43,44,33,"Which film has the director born earlier, A Guy And A Gal or Chakravarthi Thirumagal?",0.2549383342266083,0.10414080321788788,0.1507975310087204,100,0.0021563999471254647
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,11,3,terminal,2,1,3,22,1,31,32,21,ir,0.10058894753456116,0.06687285006046295,0.033716097474098206,100,0.0021563999471254647
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,23,0,root,1,1,1,18,1,27,28,17,avar,-0.006710715591907501,-0.009091474115848541,0.00238075852394104,100,0.0019720999989658594
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,23,1,root,1,1,5,22,1,31,32,21,ir,0.03960927203297615,0.00261809304356575,0.0369911789894104,100,0.0019720999989658594
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,23,2,terminal,2,1,6,0,global,43,44,33,"Which film has the director born earlier, A Guy And A Gal or Chakravarthi Thirumagal?",0.5009719133377075,0.3475378155708313,0.15343409776687622,100,0.0019720999989658594
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,23,3,terminal,2,1,3,19,1,28,29,18,th,0.15997546911239624,0.14751553535461426,0.012459933757781982,100,0.0019720999989658594
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,37,0,root,1,3,1,18,1,27,28,17,avar,-0.15460115671157837,-0.03365255147218704,-0.12094860523939133,100,0.0017144999583251774
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,37,1,root,1,2,5,22,1,31,32,21,ir,-0.08750341832637787,-0.08682726323604584,-0.0006761550903320312,100,0.0017144999583251774
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,37,2,terminal,2,1,6,0,global,43,44,33,"Which film has the director born earlier, A Guy And A Gal or Chakravarthi Thirumagal?",-0.23923486471176147,-0.49723365902900696,0.2579987943172455,100,0.0017144999583251774
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,37,3,terminal,2,1,3,19,1,28,29,18,th,-0.09940993785858154,-0.10305377840995789,0.0036438405513763428,100,0.0017144999583251774
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,53,0,root,1,1,1,18,1,27,28,17,avar,0.009384654462337494,0.006020247004926205,0.003364407457411289,100,0.0017553000361658633
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,53,1,root,1,2,5,18,1,27,28,17,avar,0.006020247004926205,0.009384654462337494,-0.003364407457411289,100,0.0017553000361658633
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,53,2,terminal,2,1,6,0,global,43,44,33,"Which film has the director born earlier, A Guy And A Gal or Chakravarthi Thirumagal?",0.3282948136329651,0.1029527336359024,0.22534207999706268,100,0.0017553000361658633
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,53,3,terminal,2,1,3,20,1,29,30,19,i,-0.03476423770189285,-0.04076869785785675,0.006004460155963898,100,0.0017553000361658633
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,71,0,root,1,3,1,17,1,26,27,16,r,-0.1597757488489151,-0.10457471013069153,-0.05520103871822357,100,0.0016767000197432935
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,71,1,root,1,1,5,17,1,26,27,16,r,-0.10457471013069153,-0.12160983681678772,0.01703512668609619,100,0.0016767000197432935
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,71,2,terminal,2,1,6,0,global,43,44,33,"Which film has the director born earlier, A Guy And A Gal or Chakravarthi Thirumagal?",-0.042758919298648834,-0.1856415569782257,0.14288263767957687,100,0.0016767000197432935
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,71,3,terminal,2,1,3,17,1,26,27,16,r,-0.10457471013069153,-0.12160983681678772,0.01703512668609619,100,0.0016767000197432935
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,11,0,root,1,2,1,0,global,38,39,28,Do both films Cool Blue and Legend Of The Ancient Sword have the directors that share the same nationality?,0.12197316437959671,0.15101301670074463,-0.02903985232114792,75,0.0019600000232458115
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,11,1,root,1,2,1,0,global,38,39,28,Do both films Cool Blue and Legend Of The Ancient Sword have the directors that share the same nationality?,0.12197316437959671,0.15101301670074463,-0.02903985232114792,75,0.0019600000232458115
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,11,2,terminal,2,2,1,0,global,38,39,28,Do both films Cool Blue and Legend Of The Ancient Sword have the directors that share the same nationality?,0.12197316437959671,0.15101301670074463,-0.02903985232114792,75,0.0019600000232458115
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,11,3,terminal,2,1,3,1,1,10,11,0,Do,-0.15142160654067993,-0.16725991666316986,0.01583831012248993,75,0.0019600000232458115
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,11,4,terminal,2,1,3,1,1,10,11,0,Do,-0.15142160654067993,-0.16725991666316986,0.01583831012248993,75,0.0019600000232458115
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,23,0,root,1,4,1,0,global,38,39,28,Do both films Cool Blue and Legend Of The Ancient Sword have the directors that share the same nationality?,0.23009642958641052,0.39806073904037476,-0.16796430945396423,75,0.0019626999855972826
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,23,1,root,1,2,1,0,global,38,39,28,Do both films Cool Blue and Legend Of The Ancient Sword have the directors that share the same nationality?,0.28280115127563477,0.39806073904037476,-0.11525958776473999,75,0.0019626999855972826
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,23,2,terminal,2,4,1,0,global,38,39,28,Do both films Cool Blue and Legend Of The Ancient Sword have the directors that share the same nationality?,0.23009642958641052,0.39806073904037476,-0.16796430945396423,75,0.0019626999855972826
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,23,3,terminal,2,1,3,3,1,12,13,2,films,0.10279787331819534,0.07756601274013519,0.02523186057806015,75,0.0019626999855972826
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,23,4,terminal,2,1,3,3,1,12,13,2,films,0.10279787331819534,0.07756601274013519,0.02523186057806015,75,0.0019626999855972826
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,37,0,root,1,2,1,0,global,38,39,28,Do both films Cool Blue and Legend Of The Ancient Sword have the directors that share the same nationality?,-0.24534821510314941,-0.22202998399734497,-0.023318231105804443,75,0.0019146999693475664
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,37,1,root,1,1,1,4,1,13,14,3,Cool,-0.08804488927125931,-0.10420164465904236,0.01615675538778305,75,0.0019146999693475664
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,37,2,terminal,2,2,1,0,global,38,39,28,Do both films Cool Blue and Legend Of The Ancient Sword have the directors that share the same nationality?,-0.24534821510314941,-0.22202998399734497,-0.023318231105804443,75,0.0019146999693475664
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,37,3,terminal,2,1,3,5,1,14,15,4,Blue,-0.1208159402012825,-0.12649041414260864,0.005674473941326141,75,0.0019146999693475664
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,37,4,terminal,2,1,3,5,1,14,15,4,Blue,-0.1208159402012825,-0.12649041414260864,0.005674473941326141,75,0.0019146999693475664
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,53,0,root,1,1,1,10,1,19,20,9,Ancient,-0.1037861704826355,-0.1300252377986908,0.026239067316055298,75,0.001958100008778274
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,53,1,root,1,1,1,10,1,19,20,9,Ancient,-0.1037861704826355,-0.1300252377986908,0.026239067316055298,75,0.001958100008778274
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,53,2,terminal,2,1,1,10,1,19,20,9,Ancient,-0.1037861704826355,-0.1300252377986908,0.026239067316055298,75,0.001958100008778274
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,53,3,terminal,2,1,3,7,1,16,17,6,Legend,-0.019822165369987488,-0.02227408066391945,0.002451915293931961,75,0.001958100008778274
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,53,4,terminal,2,1,3,7,1,16,17,6,Legend,-0.019822165369987488,-0.02227408066391945,0.002451915293931961,75,0.001958100008778274
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,71,0,root,1,1,1,2,1,11,12,1,both,0.25409063696861267,0.253832072019577,0.00025856494903564453,75,0.0021074999822303653
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,71,1,root,1,1,1,1,1,10,11,0,Do,0.25924763083457947,0.22937323153018951,0.029874399304389954,75,0.0021074999822303653
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,71,2,terminal,2,1,1,2,1,11,12,1,both,0.25409063696861267,0.253832072019577,0.00025856494903564453,75,0.0021074999822303653
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,71,3,terminal,2,1,3,9,1,18,19,8,The,0.07501775026321411,0.06125599518418312,0.01376175507903099,75,0.0021074999822303653
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,bridge_comparison,2,branching,71,4,terminal,2,1,3,9,1,18,19,8,The,0.07501775026321411,0.06125599518418312,0.01376175507903099,75,0.0021074999822303653
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,11,0,root,1,1,1,0,global,32,33,22,"Who was born first, Lamine Fomba or Michael Hagan?",0.23670703172683716,0.2356460690498352,0.0010609626770019531,46,0.0026649999781511724
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,11,1,root,1,4,3,7,1,16,17,6,amine,0.015578869730234146,0.22888270020484924,-0.2133038304746151,46,0.0026649999781511724
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,23,0,root,1,1,1,0,global,32,33,22,"Who was born first, Lamine Fomba or Michael Hagan?",0.30877450108528137,0.2999417185783386,0.008832782506942749,46,0.0030938000418245792
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,23,1,root,1,1,3,14,1,23,24,13,?,0.3340269923210144,0.32238271832466125,0.01164427399635315,46,0.0030938000418245792
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,37,0,root,1,2,1,6,1,15,16,5,L,-0.1311173141002655,0.004984786733984947,-0.13610210083425045,46,0.003608899947721511
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,37,1,root,1,3,3,8,1,17,18,7,F,0.10249216854572296,0.16571484506130219,-0.06322267651557922,46,0.003608899947721511
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,53,0,root,1,3,1,0,global,32,33,22,"Who was born first, Lamine Fomba or Michael Hagan?",0.21018554270267487,0.2913603186607361,-0.08117477595806122,46,0.0034147999831475317
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,53,1,root,1,1,3,21,2,16,18,6,amine F,0.16303743422031403,0.14468464255332947,0.018352791666984558,46,0.0034147999831475317
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,71,0,root,1,1,1,0,global,32,33,22,"Who was born first, Lamine Fomba or Michael Hagan?",0.1786593198776245,0.12852586805820465,0.05013345181941986,46,0.0035001999931409955
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,comparison,1,independent,71,1,root,1,2,3,8,1,17,18,7,F,0.04735451936721802,0.04809240251779556,-0.0007378831505775452,46,0.0035001999931409955
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,11,0,root,1,1,4,1,1,10,11,0,Which,-0.06250890344381332,-0.12721334397792816,0.06470444053411484,46,0.001316600013524294
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,11,1,root,1,3,3,9,1,18,19,8,Treasure,-0.47083762288093567,-0.3150375783443451,-0.15580004453659058,46,0.001316600013524294
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,23,0,root,1,1,4,1,1,10,11,0,Which,0.2060864269733429,0.073398657143116,0.1326877698302269,46,0.001738299964927137
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,23,1,root,1,3,3,9,1,18,19,8,Treasure,-0.09662005305290222,0.21801820397377014,-0.31463825702667236,46,0.001738299964927137
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,37,0,root,1,1,4,0,global,32,33,22,"Which film was released more recently, Royal Treasure or When Love Begins?",-0.27712953090667725,-0.3070904612541199,0.029960930347442627,46,0.0016734999953769147
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,37,1,root,1,4,3,4,1,13,14,3,released,-0.3930853307247162,-0.20225949585437775,-0.19082583487033844,46,0.0016734999953769147
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,53,0,root,1,1,4,1,1,10,11,0,Which,0.1598423719406128,0.08777344226837158,0.07206892967224121,46,0.0017458000220358372
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,53,1,root,1,3,3,3,1,12,13,2,was,-0.2887548804283142,-0.2241949737071991,-0.06455990672111511,46,0.0017458000220358372
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,71,0,root,1,1,4,0,global,32,33,22,"Which film was released more recently, Royal Treasure or When Love Begins?",0.02374695986509323,0.018831372261047363,0.004915587604045868,46,0.0019852000405080616
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,comparison,1,independent,71,1,root,1,3,3,3,1,12,13,2,was,0.06687815487384796,0.13127027451992035,-0.06439211964607239,46,0.0019852000405080616
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,11,0,root,1,1,4,11,1,20,21,10,-,0.35939303040504456,0.3211480677127838,0.03824496269226074,85,0.0021882999571971595
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,11,1,root,1,1,1,20,1,29,30,19,Se,0.05929957330226898,0.010842390358448029,0.04845718294382095,85,0.0021882999571971595
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,11,2,terminal,2,1,3,0,global,40,41,30,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",0.4191130995750427,0.09618213772773743,0.3229309618473053,85,0.0021882999571971595
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,11,3,terminal,2,2,7,2,1,11,12,1,film,0.08644397556781769,0.2844691872596741,-0.19802521169185638,85,0.0021882999571971595
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,23,0,root,1,3,4,10,1,19,20,9,Fix,0.04249498248100281,0.07536877691745758,-0.03287379443645477,85,0.0034674000344239175
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,23,1,root,1,1,1,20,1,29,30,19,Se,0.12976250052452087,0.12402814626693726,0.005734354257583618,85,0.0034674000344239175
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,23,2,terminal,2,1,3,0,global,40,41,30,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",0.613309383392334,0.2842051386833191,0.3291042447090149,85,0.0034674000344239175
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,23,3,terminal,2,1,7,9,1,18,19,8,.,0.3546750843524933,0.3543165326118469,0.0003585517406463623,85,0.0034674000344239175
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,37,0,root,1,3,4,0,global,40,41,30,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",-0.5115910768508911,-0.1283687949180603,-0.3832222819328308,85,0.003335899964440614
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,37,1,root,1,2,1,14,1,23,24,13,People,-0.12178453803062439,0.28072839975357056,-0.40251293778419495,85,0.003335899964440614
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,37,2,terminal,2,1,3,0,global,40,41,30,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",-0.1283687949180603,-0.1668398082256317,0.03847101330757141,85,0.003335899964440614
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,37,3,terminal,2,3,7,1,1,10,11,0,Which,-0.25007376074790955,0.009288467466831207,-0.25936222821474075,85,0.003335899964440614
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,53,0,root,1,2,4,10,1,19,20,9,Fix,0.2847229838371277,0.3624154329299927,-0.07769244909286499,85,0.0032033000024966896
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,53,1,root,1,3,1,20,1,29,30,19,Se,0.07743308693170547,0.1618039608001709,-0.08437087386846542,85,0.0032033000024966896
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,53,2,terminal,2,1,3,0,global,40,41,30,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",0.4048422873020172,0.17966453731060028,0.22517774999141693,85,0.0032033000024966896
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,53,3,terminal,2,2,7,1,1,10,11,0,Which,0.12308728694915771,0.2518261671066284,-0.1287388801574707,85,0.0032033000024966896
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,71,0,root,1,4,4,0,global,40,41,30,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",-0.2777918577194214,0.10648379474878311,-0.3842756524682045,85,0.0037476999568752944
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,71,1,root,1,1,1,14,1,23,24,13,People,0.307208776473999,0.29756829142570496,0.009640485048294067,85,0.0037476999568752944
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,71,2,terminal,2,1,3,0,global,40,41,30,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",0.10648379474878311,-0.02881133183836937,0.13529512658715248,85,0.0037476999568752944
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,bridge_comparison,2,disconnected,71,3,terminal,2,1,7,40,2,27,29,17,As They,0.40742379426956177,0.404293417930603,0.0031303763389587402,85,0.0037476999568752944
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,11,0,root,1,2,3,11,1,20,21,10,'s,-0.05119495093822479,0.0691094845533371,-0.12030443549156189,46,0.0014352999860420823
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,11,1,terminal,2,10,4,4,1,13,14,3,ass,-0.16356013715267181,0.03019082546234131,-0.19375096261501312,46,0.0014352999860420823
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,23,0,root,1,7,3,7,1,16,17,6,i,-0.020204264670610428,0.20563840866088867,-0.2258426733314991,46,0.0016874000430107117
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,23,1,terminal,2,8,4,4,1,13,14,3,ass,-0.09291309863328934,0.028119487687945366,-0.1210325863212347,46,0.0016874000430107117
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,37,0,root,1,5,3,12,1,21,22,11,grand,-0.3151903748512268,-0.2747349143028259,-0.04045546054840088,46,0.0021619999897666276
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,37,1,terminal,2,6,4,5,1,14,15,4,ilo,-0.22117295861244202,-0.17305217683315277,-0.048120781779289246,46,0.0021619999897666276
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,53,0,root,1,5,3,16,2,11,13,1,is T,-0.10397245734930038,0.040249504148960114,-0.1442219614982605,46,0.0017213000101037323
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,53,1,terminal,2,9,4,9,1,18,19,8,Bav,0.11139056086540222,0.2661381661891937,-0.1547476053237915,46,0.0017213000101037323
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,71,0,root,1,3,3,3,1,12,13,2,T,-0.31211602687835693,-0.2920030653476715,-0.020112961530685425,46,0.0016429999959655106
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,inference,2,chain,71,1,terminal,2,10,4,12,1,21,22,11,grand,-0.0950552374124527,0.013090386986732483,-0.10814562439918518,46,0.0016429999959655106
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,11,0,root,1,2,2,2,1,11,12,1,is,0.0015964210033416748,0.09648624807596207,-0.09488982707262039,42,0.0016989000141620636
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,11,1,terminal,2,2,3,6,1,15,16,5,George,0.005733908154070377,0.10033935308456421,-0.09460544493049383,42,0.0016989000141620636
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,23,0,root,1,1,2,23,2,19,21,9,Trebiz,0.11703696846961975,0.11060601472854614,0.006430953741073608,42,0.0013543000095523894
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,23,1,terminal,2,2,3,10,1,19,20,9,Tre,0.18016397953033447,0.31462955474853516,-0.13446557521820068,42,0.0013543000095523894
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,37,0,root,1,1,2,1,1,10,11,0,Who,-0.23481476306915283,-0.23939862847328186,0.004583865404129028,42,0.0018432000069878995
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,37,1,terminal,2,5,3,10,1,19,20,9,Tre,-0.0018933415412902832,0.06860102713108063,-0.07049436867237091,42,0.0018432000069878995
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,53,0,root,1,1,2,22,2,18,20,8,Of Tre,0.08342744410037994,0.0634484589099884,0.01997898519039154,42,0.0015802999841980636
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,53,1,terminal,2,4,3,10,1,19,20,9,Tre,0.03784143179655075,0.11716572195291519,-0.07932429015636444,42,0.0015802999841980636
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,71,0,root,1,1,2,23,2,19,21,9,Trebiz,-0.130560040473938,-0.15863342583179474,0.02807338535785675,42,0.0018481999868527055
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,inference,2,chain,71,1,terminal,2,4,3,10,1,19,20,9,Tre,-0.0863092914223671,-0.024989571422338486,-0.06131972000002861,42,0.0018481999868527055
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,inference,2,chain,11,0,root,1,3,3,6,1,15,16,5,in,-0.17971426248550415,-0.08211208879947662,-0.09760217368602753,34,0.0014236000133678317
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,inference,2,chain,11,1,terminal,2,1,6,11,1,20,21,10,?,-0.025695467367768288,-0.10242833197116852,0.07673286460340023,34,0.0014236000133678317
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,inference,2,chain,23,0,root,1,6,3,5,1,14,15,4,tz,-0.04811478406190872,0.0706867203116417,-0.11880150437355042,34,0.0017869999865069985
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,inference,2,chain,23,1,terminal,2,4,6,11,1,20,21,10,?,0.12342312932014465,0.2454482614994049,-0.12202513217926025,34,0.0017869999865069985
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,inference,2,chain,37,0,root,1,5,3,9,1,18,19,8,-in,-0.381997674703598,-0.2656729817390442,-0.11632469296455383,34,0.0016616000211797655
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,inference,2,chain,37,1,terminal,2,4,6,9,1,18,19,8,-in,-0.3819833993911743,-0.2656729817390442,-0.11631041765213013,34,0.0016616000211797655
