chain_completion,condition,dataset,evidence_recall,example_id,mrr,precision,requested_chunks,source
0.0,B1_bm25,qasper,0.0,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B2_exact,qasper,0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.5,0.25,4.0,Paper 2.6 frozen per-example row
0.0,B3_weighted,qasper,0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.5,0.25,4.0,Paper 2.6 frozen per-example row
0.0,B4_approx,qasper,0.0,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,H5_iterative_hybrid,qasper,0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.5,0.25,4.0,Paper 2.6 frozen per-example row
1.0,O1_oracle,qasper,1.0,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1.0,1.0,4.0,Paper 2.6 frozen per-example row
0.0,B0_gist,qasper,0.0,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B1_bm25,qasper,0.0,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B2_exact,qasper,0.3333333333333333,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.3333333333333333,0.5,4.0,Paper 2.6 frozen per-example row
0.0,B3_weighted,qasper,0.0,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B4_approx,qasper,0.0,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,H5_iterative_hybrid,qasper,0.0,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,O1_oracle,qasper,0.6666666666666666,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,1.0,1.0,4.0,Paper 2.6 frozen per-example row
0.0,B0_gist,qasper,0.0,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B1_bm25,qasper,0.0,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B2_exact,qasper,0.0,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B3_weighted,qasper,0.0,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B4_approx,qasper,0.0,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,H5_iterative_hybrid,qasper,0.2,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.25,0.25,4.0,Paper 2.6 frozen per-example row
0.0,O1_oracle,qasper,0.8,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1.0,1.0,4.0,Paper 2.6 frozen per-example row
0.0,B0_gist,qasper,0.0,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B1_bm25,qasper,0.375,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1.0,0.75,4.0,Paper 2.6 frozen per-example row
0.0,B2_exact,qasper,0.25,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1.0,0.5,4.0,Paper 2.6 frozen per-example row
0.0,B3_weighted,qasper,0.25,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1.0,0.5,4.0,Paper 2.6 frozen per-example row
0.0,B4_approx,qasper,0.25,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1.0,0.5,4.0,Paper 2.6 frozen per-example row
0.0,H5_iterative_hybrid,qasper,0.375,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1.0,0.75,4.0,Paper 2.6 frozen per-example row
0.0,O1_oracle,qasper,0.5,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1.0,1.0,4.0,Paper 2.6 frozen per-example row
0.0,B0_gist,qasper,0.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B1_bm25,qasper,0.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.0,0.0,4.0,Paper 2.6 frozen per-example row
0.0,B2_exact,qasper,0.2,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,1.0,0.25,4.0,Paper 2.6 frozen per-example row
0.0,B3_weighted,qasper,0.2,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,1.0,0.25,4.0,Paper 2.6 frozen per-example row
0.0,B4_approx,qasper,0.2,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.5,0.25,4.0,Paper 2.6 frozen per-example row
0.0,H5_iterative_hybrid,qasper,0.2,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.25,0.25,4.0,Paper 2.6 frozen per-example row
0.0,O1_oracle,qasper,0.8,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,1.0,1.0,4.0,Paper 2.6 frozen per-example row
